entry_id,age,pay_schedule,home_owner,income,months_employed,years_employed,current_address_year,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_4,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed
5705465,31,monthly,0,2205,0,6,4,2,5,1,700,68400,0.7085310920000001,0.928342162,0.457786719,0.8455818620000001,0.682869,0.582869,4,1
5231496,62,bi-weekly,0,3060,0,2,6,1,6,1,400,72900,0.761638655,0.846381756,0.776439062,0.734666985,0.690884,0.490884,7,0
7041115,53,semi-monthly,0,2405,1,3,1,5,1,0,800,49900,0.679564706,0.95290896,0.561417969,0.754553677,0.72702,0.5270199999999999,11,0
1115491,32,bi-weekly,1,2150,0,4,5,2,4,0,500,45350,0.6784445379999999,0.875493805,0.321949219,0.388685096,0.5204340000000001,0.320434,4,1
5462622,31,bi-weekly,0,2215,0,2,2,2,1,1,800,49850,0.5008789920000001,0.8217139520000001,0.533617969,0.533117533,0.384499,0.384499,4,1
8939661,27,bi-weekly,1,6715,0,6,6,4,2,1,2800,72450,0.559422689,0.877738373,0.312845313,0.614971194,0.70415,0.70415,4,1
4327194,62,weekly,0,2260,0,1,1,4,8,1,700,52750,0.688311765,0.877659813,0.795052344,0.8820463590000001,0.690922,0.5909220000000001,2,1
9826225,41,bi-weekly,0,1875,0,4,2,2,7,1,1200,68750,0.714129412,0.8698936070000001,0.578086719,0.701792036,0.5795239999999999,0.379524,4,0
2196277,33,monthly,1,5205,0,2,2,0,0,1,2400,69150,0.7505764709999999,0.958565272,0.5880125,0.934846505,0.81648,0.61648,2,1
2231863,30,weekly,0,3050,1,5,3,6,5,1,400,87200,0.725827731,0.924874304,0.65083125,0.786184478,0.84821,0.6482100000000001,6,0
9370425,21,monthly,0,1685,0,4,1,2,5,1,450,36900,0.7172638659999999,0.730786497,0.43359375,0.440679199,0.6192479999999999,0.719248,5,1
3780822,60,bi-weekly,0,5095,0,3,4,2,1,1,700,57900,0.71477479,0.788999372,0.61014375,0.7529313209999999,0.7149479999999999,0.7149479999999999,4,1
7660326,63,bi-weekly,0,3795,0,5,2,4,3,1,700,56200,0.662481513,0.9002289459999999,0.722003906,0.705790595,0.8797159999999999,0.8797159999999999,3,1
2580721,30,bi-weekly,0,2625,2,2,1,9,9,0,700,60250,0.815387395,0.966376369,0.7626710940000001,0.876232062,0.8984120000000001,0.698412,6,0
5190277,29,weekly,0,1745,0,1,3,0,0,1,700,72750,0.6883420170000001,0.730696714,0.606361719,0.57627168,0.693894,0.5938939999999999,14,1
4453838,29,bi-weekly,0,5050,0,3,4,2,2,1,900,60700,0.65862437,0.774477016,0.539646094,0.520965267,0.416866,0.716866,5,0
6652320,31,weekly,0,2575,0,6,4,2,3,0,400,49250,0.508830252,0.844092297,0.543213281,0.6884983029999999,0.427026,0.32702600000000004,7,0
4258443,22,weekly,1,1670,9,3,4,5,3,1,800,68300,0.747532773,0.8811276709999999,0.709728125,0.7773197079999999,0.512892,0.8128920000000001,6,1
4708455,44,bi-weekly,0,1605,1,3,1,2,7,1,800,60400,0.6929764709999999,0.940518944,0.714796875,0.806549491,0.8044600000000001,0.60446,5,1
6033204,30,bi-weekly,0,1530,0,6,9,1,2,1,600,51000,0.7055294120000001,0.90348357,0.549221094,0.498563753,0.65293,0.65293,6,0
5383035,62,bi-weekly,1,2005,0,2,2,3,2,1,750,84050,0.7910403359999999,0.8911047759999999,0.447611719,0.785077237,0.501369,0.801369,4,0
4332719,38,bi-weekly,0,5240,3,1,0,2,7,0,400,78200,0.7547033609999999,0.841802837,0.582322656,0.533725916,0.465344,0.7653439999999999,3,1
4591387,44,bi-weekly,0,3670,0,5,5,1,6,1,800,62300,0.7426109240000001,0.94508664,0.64336875,0.749088495,0.785133,0.585133,7,1
7833425,30,weekly,1,2575,1,2,0,2,4,0,500,42300,0.658906723,0.762188005,0.6391242189999999,0.560351887,0.454804,0.454804,3,1
2200063,31,bi-weekly,1,8940,0,3,3,6,3,1,700,72000,0.705943697,0.991133956,0.470894531,0.656288211,0.591721,0.491721,5,1
1714643,45,bi-weekly,0,3320,0,2,1,1,4,1,600,36450,0.7210588240000001,0.928173819,0.635714844,0.908283854,0.581209,0.781209,4,0
7132992,59,bi-weekly,1,1715,5,9,7,3,3,1,450,38500,0.751153782,0.921440115,0.559944531,0.8040526379999999,0.7850659999999999,0.7850659999999999,3,1
7901321,28,bi-weekly,0,2220,0,5,1,7,3,1,900,60350,0.759678992,0.894460406,0.72513125,0.886317877,0.6592279999999999,0.759228,8,0
4433665,41,bi-weekly,0,4899,1,2,2,3,2,1,1300,70650,0.772238655,0.853093015,0.630000781,0.670121018,0.583171,0.783171,4,1
5761192,35,bi-weekly,0,3720,0,4,2,2,4,1,800,56350,0.665947059,0.7599883279999999,0.5013078129999999,0.511661537,0.520127,0.7201270000000001,2,1
8572331,42,bi-weekly,1,4155,0,3,8,2,7,1,1300,86900,0.732368908,0.945142755,0.552496094,0.8998606109999999,0.824131,0.624131,4,1
6474344,45,bi-weekly,0,1820,0,5,9,6,4,1,750,67250,0.65442437,0.850713773,0.480660156,0.547055587,0.84401,0.84401,4,1
1964873,35,weekly,1,3660,0,4,8,1,2,1,600,67350,0.761768908,0.933740348,0.6893851559999999,0.7904012340000001,0.781099,0.481099,2,0
9248384,54,weekly,0,3996,0,6,1,1,4,1,1100,64800,0.833521849,0.95413225,0.893001562,0.883088568,0.610082,0.910082,5,0
7378272,26,bi-weekly,0,2730,0,3,1,2,3,1,450,78200,0.7182764709999999,0.921597235,0.6917867190000001,0.930634884,0.816497,0.816497,5,1
9412285,42,weekly,0,6610,0,2,2,5,1,1,900,52300,0.609678992,0.876503861,0.6732648440000001,0.688743025,0.731883,0.431883,5,0
1838949,42,semi-monthly,0,2760,1,10,2,5,2,1,700,43100,0.368369748,0.862015173,0.607853906,0.783992244,0.332525,0.632525,15,0
4971599,37,bi-weekly,0,3585,5,3,6,6,4,1,700,56350,0.74969916,0.906827976,0.364953125,0.66960248,0.73597,0.73597,17,1
8865248,32,bi-weekly,1,2700,2,1,5,2,3,0,500,56400,0.733381513,0.7958116359999999,0.472855469,0.491815062,0.600644,0.500644,3,1
3480222,37,bi-weekly,0,2670,0,5,4,1,3,1,1100,58800,0.565880672,0.843048572,0.416497656,0.542256118,0.784766,0.784766,7,0
6863103,39,bi-weekly,0,3705,0,4,4,1,5,1,1100,50550,0.514255462,0.863193572,0.523189844,0.653920564,0.6952550000000001,0.595255,5,1
9867349,36,bi-weekly,0,4755,0,3,3,1,4,1,1100,63950,0.74414958,0.849602711,0.520517969,0.783173365,0.469597,0.569597,8,0
2014021,51,semi-monthly,1,9565,4,2,2,8,3,1,1100,71950,0.637084874,0.894505297,0.605522656,0.720527847,0.622764,0.622764,8,1
9040401,50,weekly,1,3705,0,2,3,2,3,1,1100,53400,0.6989647059999999,0.822634225,0.7876375,0.6924746140000001,0.665445,0.365445,8,0
8646039,32,bi-weekly,0,5045,0,3,2,9,2,1,800,79350,0.745733613,0.90696265,0.6458398439999999,0.686889638,0.617578,0.517578,6,0
5746463,24,weekly,1,3375,0,3,2,3,1,0,700,48700,0.7086941179999999,0.903461124,0.6718578129999999,0.654520391,0.707838,0.507838,13,1
8161672,58,semi-monthly,0,2340,0,6,6,2,7,1,700,69400,0.770882353,0.7642978990000001,0.591610156,0.471009377,0.400278,0.500278,4,1
9143865,25,bi-weekly,1,2770,0,3,2,7,2,1,1350,80650,0.83922437,0.924885527,0.652502344,0.78199596,0.866798,0.666798,3,1
6933813,26,weekly,0,4816,0,6,5,2,7,1,1200,46300,0.664389916,0.7587987070000001,0.458461719,0.556811968,0.49941,0.6994100000000001,5,0
3984909,44,weekly,0,3210,0,1,1,2,4,0,600,45300,0.818363025,0.925918028,0.604414844,0.7823716,0.5524640000000001,0.752464,2,0
2253739,50,monthly,0,2095,0,6,9,7,3,1,600,75850,0.59164958,0.8867839829999999,0.255177344,0.7327614020000001,0.4812270000000001,0.681227,7,1
8823941,30,bi-weekly,1,3610,0,5,5,2,3,1,550,42650,0.620634454,0.882317292,0.430327344,0.653863234,0.808334,0.708334,16,1
9712972,59,semi-monthly,1,3290,0,3,1,5,1,0,400,84900,0.70547479,0.922551176,0.608299219,0.755063658,0.716105,0.716105,2,0
7745980,61,weekly,0,3755,6,0,3,1,3,0,500,32500,0.752554622,0.877738373,0.57673125,0.618694226,0.44143,0.44143,5,1
1535004,46,bi-weekly,0,3975,0,1,2,6,3,1,1100,65550,0.680515966,0.84303735,0.397782031,0.575242305,0.403981,0.503981,7,1
3395537,30,bi-weekly,0,3055,5,1,0,9,1,1,700,47450,0.697271429,0.8811276709999999,0.681873438,0.822856048,0.5255890000000001,0.8255889999999999,10,0
8774000,35,bi-weekly,0,2655,0,8,8,4,6,1,900,73800,0.522840336,0.867615371,0.458353906,0.56343402,0.658996,0.458996,6,0
3428572,47,semi-monthly,1,2525,0,3,4,2,3,0,400,83200,0.6778773109999999,0.872014724,0.545922656,0.7964405720000001,0.833048,0.533048,8,0
2239876,22,bi-weekly,0,3100,0,4,2,2,2,1,700,58000,0.6443277310000001,0.804857245,0.509082031,0.5197510679999999,0.4781760000000001,0.4781760000000001,12,1
9689285,46,bi-weekly,1,3165,0,5,6,1,6,0,400,59300,0.76292521,0.800401778,0.5621125,0.645090021,0.701869,0.601869,6,0
7756568,52,bi-weekly,1,5500,0,3,1,5,3,1,1700,69250,0.718976471,0.97092162,0.765228125,0.7888635890000001,0.846792,0.646792,7,0
7714575,21,bi-weekly,0,2175,0,2,1,3,3,1,1400,72550,0.739512605,0.88108278,0.658645313,0.605547669,0.596416,0.796416,9,0
1654420,32,semi-monthly,0,6260,0,2,6,2,8,1,1100,31100,0.785321849,0.878916771,0.655424219,0.7242688490000001,0.853893,0.5538930000000001,6,0
8231492,45,monthly,0,6180,1,6,6,2,3,1,1100,32650,0.743582353,0.8575821509999999,0.432113281,0.481664215,0.527239,0.627239,12,0
7010476,40,weekly,1,7110,5,1,1,4,3,1,1600,90300,0.6585159660000001,0.8833722390000001,0.611882031,0.923304335,0.728646,0.528646,8,0
1566038,43,semi-monthly,1,6590,0,2,0,1,3,0,2900,79000,0.633319328,0.956219698,0.413728125,0.562857297,0.742081,0.542081,4,1
6511143,25,weekly,0,1780,2,1,0,4,3,1,400,78850,0.792589916,0.8518809479999999,0.744496875,0.761247605,0.782308,0.482308,7,1
4082270,72,bi-weekly,0,3740,0,6,7,1,4,0,1200,57700,0.949579832,0.8529583409999999,0.016724453,0.5935776620000001,0.608899,0.608899,7,0
9311431,47,bi-weekly,1,3620,0,3,2,2,5,0,400,57750,0.759973109,0.72949587,0.308863281,0.492309641,0.576971,0.376971,6,0
6889458,33,bi-weekly,1,4640,0,5,5,6,3,1,600,36450,0.787096639,0.902372509,0.5350867189999999,0.765902465,0.4576560000000001,0.4576560000000001,3,1
5832254,27,semi-monthly,0,2555,0,3,6,3,2,1,2800,68750,0.7357033609999999,0.919341444,0.7596773440000001,0.907323789,0.494951,0.694951,5,1
7642433,35,bi-weekly,0,3260,0,6,1,9,1,1,1100,34050,0.630731933,0.847380589,0.453499219,0.4972811,0.589902,0.4899020000000001,10,0
7792250,31,bi-weekly,0,3475,5,1,6,6,2,1,900,57400,0.615173109,0.876604866,0.585746094,0.646318767,0.53203,0.63203,3,0
8671817,50,bi-weekly,1,2985,0,3,2,5,1,0,900,68350,0.736760504,0.876604866,0.676035938,0.850550754,0.564999,0.664999,6,0
4314416,40,monthly,1,4170,1,4,3,3,5,1,1100,53500,0.746738655,0.869949722,0.4431125,0.702885585,0.750897,0.6508970000000001,7,0
4020366,53,bi-weekly,0,6715,0,5,9,3,3,1,400,61400,0.614345378,0.863182349,0.353632031,0.644822195,0.558845,0.458845,5,0
2863062,36,bi-weekly,0,3615,0,4,10,6,4,1,1000,64150,0.5575201679999999,0.844125965,0.491792188,0.625311144,0.29748600000000003,0.397486,4,1
2219734,47,bi-weekly,0,5105,0,2,3,2,8,1,900,59850,0.616802521,0.78804543,0.490167188,0.5915360270000001,0.454036,0.454036,5,1
3136993,40,weekly,0,3185,6,6,1,9,9,0,2200,87800,0.754561345,0.8777944870000001,0.697666406,0.83641675,0.624458,0.824458,3,1
5402020,36,weekly,1,8105,0,3,8,6,3,1,800,34150,0.728213445,0.858625875,0.613025781,0.681419322,0.632776,0.532776,11,0
5446751,29,bi-weekly,1,3245,2,4,2,4,3,1,900,50300,0.860661345,0.9024174,0.500964844,0.859130585,0.7727,0.6727,5,0
6595326,45,bi-weekly,0,2201,0,2,2,2,3,0,401,46650,0.730040336,0.8722055129999999,0.672492188,0.6939686190000001,0.557005,0.757005,5,1
6466820,24,bi-weekly,0,3005,0,2,1,2,3,0,1000,56050,0.775578992,0.89337179,0.473760156,0.623463746,0.74253,0.8425299999999999,5,0
4743890,55,bi-weekly,0,5035,0,6,5,6,3,1,600,59400,0.618306723,0.910329503,0.6643742189999999,0.905065669,0.571271,0.671271,6,1
5675650,49,bi-weekly,0,3280,0,6,2,6,4,1,550,43800,0.659234454,0.8733277970000001,0.561985938,0.8075514840000001,0.5039279999999999,0.803928,8,1
4233962,71,semi-monthly,0,2120,0,3,4,2,4,1,500,55950,0.6461445379999999,0.921608458,0.6235960939999999,0.947906639,0.683601,0.583601,11,0
5023159,41,bi-weekly,1,1690,0,3,5,4,2,1,900,74600,0.580763025,0.930373496,0.455339063,0.6778845370000001,0.495657,0.695657,2,1
7544924,40,semi-monthly,1,6050,11,9,8,5,4,1,1400,85150,0.807232773,0.955097414,0.751520313,0.958784808,0.7374930000000001,0.937493,6,0
5539227,37,bi-weekly,1,3170,0,1,1,1,3,0,400,56850,0.724669748,0.849602711,0.411377344,0.570791095,0.707596,0.807596,5,1
2708666,33,bi-weekly,1,3110,5,4,7,7,8,1,500,61800,0.6218823529999999,0.8552702459999999,0.408991406,0.469066144,0.721804,0.521804,2,0
1756803,45,semi-monthly,1,3645,5,0,2,1,3,1,2400,86550,0.7040714290000001,0.8979507090000001,0.362517969,0.523395378,0.589685,0.489685,6,0
8178448,57,bi-weekly,0,3105,0,3,5,3,3,1,600,32200,0.453808403,0.908006375,0.620410938,0.767181696,0.4483140000000001,0.5483140000000001,22,0
6025606,22,bi-weekly,0,2695,0,2,0,1,2,1,500,44850,0.683513445,0.936052254,0.526059375,0.807186967,0.53072,0.73072,9,1
2398945,29,weekly,0,2755,0,1,4,2,5,1,1000,62750,0.6300798320000001,0.799212157,0.813574219,0.8207913090000001,0.711246,0.511246,6,0
2063628,47,bi-weekly,0,2045,0,3,2,4,8,1,400,75450,0.710784034,0.919173101,0.7151757809999999,0.820007513,0.660262,0.560262,8,0
8481549,53,monthly,1,6570,0,2,3,5,2,1,1600,70550,0.6271201679999999,0.946220147,0.672046875,0.855483708,0.771336,0.8713360000000001,2,0
6327984,48,bi-weekly,1,3695,0,6,7,4,2,1,400,96050,0.661392437,0.947364877,0.47173125,0.7236108370000001,0.614617,0.7146170000000001,5,0
5694167,45,bi-weekly,0,3405,1,3,3,4,2,1,700,51600,0.869794958,0.919217992,0.658820313,0.78811402,0.760418,0.860418,6,1
9972182,34,bi-weekly,1,5055,0,3,3,6,4,1,500,52150,0.76464958,0.8866941999999999,0.6990257809999999,0.655302476,0.567956,0.567956,4,1
6669964,68,monthly,0,2235,0,9,9,1,10,0,900,56650,0.7063478990000001,0.872014724,0.526263281,0.656009262,0.743679,0.543679,2,0
7798750,30,bi-weekly,1,5205,0,2,2,2,3,0,500,38550,0.55122605,0.845180912,0.416226562,0.600778149,0.678795,0.578795,26,0
4788815,67,bi-weekly,0,7708,0,3,1,5,2,0,600,57700,0.736963025,0.948352487,0.617436719,0.935382156,0.4988800000000001,0.6988800000000001,7,1
9533410,58,semi-monthly,1,5582,6,2,7,1,4,0,700,76050,0.712676471,0.84849165,0.442883594,0.749648105,0.526604,0.626604,5,1
7116523,42,bi-weekly,1,3730,1,6,4,2,6,1,400,84100,0.673234454,0.915952146,0.713990625,0.756303528,0.777904,0.777904,2,0
3995597,40,weekly,1,5175,0,2,0,2,3,1,800,71450,0.634663866,0.805923415,0.8116695309999999,0.855382738,0.457784,0.5577840000000001,5,0
5211335,41,bi-weekly,0,2155,2,2,0,2,0,1,700,54500,0.6782285709999999,0.8417130540000001,0.607385938,0.7780615759999999,0.630794,0.7307939999999999,10,0
8782785,50,bi-weekly,1,5060,0,1,8,2,3,0,2000,92100,0.7833831929999999,0.904718082,0.5475648439999999,0.696500555,0.507948,0.6079479999999999,4,1
5194320,34,weekly,1,2760,0,3,3,2,4,1,700,79300,0.8265201679999999,0.905773029,0.7943117190000001,0.8127805,0.706238,0.906238,4,0
3751541,57,bi-weekly,1,2505,4,3,9,6,3,1,800,39350,0.63710084,0.8620937329999999,0.487273437,0.521264753,0.618258,0.718258,5,0
3106804,56,bi-weekly,0,2980,0,3,1,2,4,1,600,49650,0.626267227,0.73755387,0.616196875,0.690798351,0.41559,0.71559,5,1
9607408,31,bi-weekly,0,4025,0,4,6,2,6,1,800,65200,0.821305882,0.897872149,0.620247656,0.7289921629999999,0.605723,0.805723,5,0
1905867,41,bi-weekly,0,1795,0,3,0,3,2,1,899,38550,0.647172269,0.8934952420000001,0.71034375,0.840579599,0.6379060000000001,0.537906,9,0
4694254,36,bi-weekly,1,4675,5,4,6,2,7,1,400,61650,0.623026891,0.859736937,0.7071101559999999,0.751599894,0.658215,0.458215,4,0
5413897,41,semi-monthly,0,5095,1,2,1,5,2,1,700,67400,0.763305042,0.855348806,0.566024219,0.712502492,0.800723,0.5007229999999999,6,0
8305984,45,bi-weekly,0,3125,6,0,1,6,4,1,600,66600,0.646890756,0.932730293,0.6735414059999999,0.76148206,0.612273,0.7122729999999999,9,1
3530396,65,monthly,0,3205,0,6,5,2,4,1,600,34900,0.501181513,0.859849165,0.461553906,0.8036367809999999,0.492568,0.492568,22,0
8819329,32,bi-weekly,0,3540,7,7,6,2,4,0,500,43950,0.639978151,0.900251392,0.687151563,0.7316225009999999,0.789948,0.789948,7,1
5605121,39,monthly,1,3190,0,2,1,2,4,0,750,76050,0.7328067229999999,0.929352218,0.454075,0.775823136,0.55373,0.35373000000000004,14,1
4168090,45,bi-weekly,0,3180,0,4,6,3,2,1,1200,44550,0.6854201679999999,0.845270695,0.451717969,0.530489761,0.662903,0.762903,7,0
4472405,38,bi-weekly,0,5220,0,4,3,1,4,1,2400,72650,0.708417647,0.872183067,0.543408594,0.63946055,0.422017,0.522017,3,1
7068542,54,bi-weekly,1,4710,0,6,4,2,4,0,500,67050,0.73234958,0.939520111,0.592434375,0.694135475,0.748192,0.748192,2,1
7658216,39,bi-weekly,0,3765,0,3,3,2,3,0,400,32550,0.679668067,0.8508260009999999,0.532490625,0.623980573,0.636544,0.436544,14,1
4687619,42,bi-weekly,1,6255,3,2,2,4,2,1,1450,63900,0.353329412,0.903595798,0.384250781,0.531693693,0.385269,0.285269,6,1
4826632,50,weekly,0,2650,0,3,3,1,3,1,500,68550,0.7402142859999999,0.857503591,0.577439844,0.713356454,0.595503,0.595503,5,1
4562159,35,weekly,1,3895,0,2,2,2,4,0,800,50850,0.735947899,0.793611959,0.582504688,0.610804923,0.402978,0.5029779999999999,8,1
8161988,32,bi-weekly,1,2570,6,2,3,3,2,1,1350,78550,0.629478992,0.898960765,0.575221875,0.770153448,0.8163090000000001,0.616309,2,0
6852067,54,bi-weekly,0,3530,0,5,4,1,3,0,2700,70650,0.8318848740000001,0.881116448,0.61940625,0.749504352,0.652305,0.452305,6,0
3490761,39,weekly,0,3110,1,3,5,2,0,1,400,47400,0.820788235,0.9608884,0.873776563,0.8424030370000001,0.943371,0.743371,6,1
8056220,44,bi-weekly,1,5597,0,1,6,2,6,0,900,76850,0.844614286,0.957510325,0.634479688,0.83851486,0.542571,0.642571,10,1
4767118,61,weekly,1,6070,0,6,6,2,8,1,3700,92700,0.8073823529999999,0.939508888,0.8177117190000001,0.847988014,0.918266,0.8182659999999999,5,1
9651413,25,weekly,1,1765,0,2,2,2,3,1,700,76850,0.772533613,0.92367346,0.666285156,0.6815707759999999,0.733068,0.733068,4,1
7576927,58,bi-weekly,0,4515,8,2,3,7,6,1,900,55650,0.6998840340000001,0.975343419,0.6830179690000001,0.795662766,0.898567,0.598567,8,0
9465005,42,bi-weekly,1,3055,8,12,11,5,2,1,1600,65700,0.634548739,0.964210361,0.50283125,0.632668219,0.848625,0.748625,4,1
4816809,65,bi-weekly,1,3040,2,1,2,7,3,0,600,49950,0.851338655,0.875549919,0.478723437,0.653162438,0.710624,0.610624,3,0
8275677,34,bi-weekly,1,2255,0,5,8,6,3,1,800,62800,0.748545378,0.8553151370000001,0.46645625,0.78514398,0.731544,0.731544,8,0
7869458,59,bi-weekly,1,5145,0,5,10,3,1,1,700,32100,0.588970588,0.84750404,0.343510156,0.579693515,0.4411350000000001,0.641135,8,1
7415956,35,weekly,1,4185,0,4,5,2,1,1,400,50550,0.724004202,0.879881936,0.429810938,0.718179881,0.330911,0.330911,5,1
7407412,43,bi-weekly,1,3591,1,2,0,2,3,1,400,71550,0.839710924,0.967442539,0.7032304690000001,0.8543456629999999,0.505258,0.7052579999999999,6,1
6994771,53,weekly,0,3175,0,2,7,2,2,1,900,79200,0.761065546,0.970932843,0.756525,0.8294507179999999,0.635636,0.535636,6,0
9121899,32,bi-weekly,0,4500,0,3,1,1,1,1,550,25050,0.581885714,0.860960226,0.440689062,0.7427291340000001,0.343688,0.343688,19,1
9240098,78,monthly,0,4730,0,3,1,2,3,0,600,55250,0.7117462179999999,0.8676378159999999,0.582313281,0.7749623290000001,0.532338,0.8323379999999999,7,0
7927758,46,bi-weekly,1,7015,0,5,10,7,3,1,2100,77450,0.740010084,0.8733277970000001,0.45500625,0.731111664,0.464027,0.764027,4,1
2470792,43,weekly,0,4115,0,5,4,2,6,1,400,49650,0.7303109240000001,0.912630185,0.635051562,0.707744096,0.519668,0.719668,7,1
5914108,52,bi-weekly,0,2170,0,2,3,5,2,0,600,73950,0.683396639,0.861970282,0.513476563,0.721503314,0.720969,0.720969,7,0
8944968,41,weekly,0,1670,6,1,8,6,4,1,1100,63850,0.672804202,0.8193459329999999,0.853365625,0.8452798090000001,0.5424399999999999,0.84244,6,1
9927335,38,weekly,0,3265,0,1,3,6,4,1,1100,80250,0.769887395,0.876649758,0.8309546879999999,0.74676791,0.818978,0.718978,7,0
8727329,50,semi-monthly,0,3169,0,1,0,6,2,1,400,71800,0.721567227,0.8743041840000001,0.5392234379999999,0.578783935,0.473558,0.473558,6,0
9334850,35,bi-weekly,1,3190,0,3,1,1,3,0,1200,45850,0.7760025209999999,0.89573981,0.277778125,0.620713614,0.542207,0.542207,7,0
4587631,39,bi-weekly,0,3235,0,5,6,6,4,1,1350,60300,0.707559664,0.794588346,0.462877344,0.660388595,0.531883,0.431883,5,1
3046666,61,weekly,0,2865,0,7,5,4,2,1,600,76500,0.799232773,0.854271413,0.75515,0.775392732,0.697805,0.597805,3,1
6239065,38,bi-weekly,0,2943,0,3,1,2,0,1,850,67400,0.735367227,0.903472347,0.502179688,0.781268638,0.5060720000000001,0.806072,4,1
8339862,55,bi-weekly,1,8245,1,3,0,5,3,1,2800,87600,0.739166387,0.842835338,0.768246875,0.748132708,0.4923270000000001,0.592327,5,1
3048166,45,bi-weekly,0,6630,0,7,1,3,1,1,900,49950,0.5339714289999999,0.8834395759999999,0.582085938,0.781561278,0.445945,0.445945,12,0
5698441,38,weekly,1,2025,0,5,2,2,3,0,1100,40800,0.7564638659999999,0.8619927279999999,0.650739062,0.610341148,0.648957,0.748957,6,0
7690758,50,bi-weekly,0,3740,0,5,3,1,4,0,1100,69550,0.7368462179999999,0.917085653,0.726586719,0.801366681,0.51254,0.61254,5,0
7616407,28,bi-weekly,0,2355,10,0,5,6,7,1,400,54450,0.741832773,0.895694918,0.636844531,0.7365486090000001,0.56455,0.46455,9,1
4585489,22,weekly,0,2280,5,2,3,4,2,1,400,65250,0.7494285709999999,0.8104125520000001,0.6839625,0.694011403,0.874447,0.874447,5,1
7038572,56,bi-weekly,0,4005,0,2,3,7,4,1,1200,68450,0.526017647,0.858693212,0.656707031,0.740184363,0.334289,0.334289,9,1
7474151,46,bi-weekly,0,1595,0,6,5,1,7,1,700,81000,0.792263025,0.867649039,0.7091664059999999,0.7213338909999999,0.715653,0.815653,6,1
5121513,52,bi-weekly,1,4000,4,3,2,6,7,1,1200,48900,0.658921849,0.8642597409999999,0.468600781,0.575392904,0.575932,0.675932,8,0
3227397,51,bi-weekly,1,3180,0,3,5,1,7,0,800,38800,0.629103361,0.820468217,0.450705469,0.471203615,0.6762130000000001,0.376213,5,0
7846122,35,semi-monthly,0,3010,4,4,2,4,5,1,700,60300,0.728432773,0.8721606209999999,0.423879688,0.585884308,0.73515,0.63515,11,1
3633391,36,bi-weekly,0,2625,0,4,3,2,5,1,600,66250,0.742072269,0.861970282,0.5791625,0.558366726,0.5317109999999999,0.631711,7,1
7395883,47,bi-weekly,0,9755,0,2,2,1,4,1,2100,95850,0.6692420170000001,0.845281918,0.595246094,0.786834789,0.619069,0.619069,3,1
3855669,37,weekly,1,5200,6,1,10,6,1,1,799,48950,0.39357395,0.929408332,0.513739844,0.747443036,0.579443,0.579443,7,0
9929029,29,bi-weekly,1,4990,1,2,1,1,2,1,600,70200,0.715494958,0.951775453,0.661454688,0.8536328870000001,0.570275,0.570275,5,0
7394534,51,bi-weekly,0,3695,0,5,6,1,7,1,400,31950,0.641636134,0.8631150120000001,0.518282031,0.525836613,0.278679,0.278679,23,1
7573188,53,bi-weekly,1,3690,2,6,8,9,2,1,600,47400,0.7404966390000001,0.869960945,0.5144085939999999,0.783466005,0.704729,0.804729,8,1
7617814,26,bi-weekly,1,1655,0,1,1,7,4,1,600,61400,0.618053782,0.891115999,0.3515,0.665060569,0.632605,0.532605,4,0
6568405,47,semi-monthly,1,3615,6,5,6,6,7,1,1000,58650,0.7514344540000001,0.86307012,0.482814844,0.651291938,0.427964,0.727964,6,0
1120829,40,bi-weekly,0,6155,0,7,4,1,7,1,1700,63050,0.7393361340000001,0.894662417,0.7602414059999999,0.809336417,0.630253,0.830253,4,1
2242083,51,bi-weekly,1,2725,0,3,8,4,1,1,600,50350,0.740204202,0.873249237,0.409960938,0.590443333,0.4616520000000001,0.361652,5,0
7077217,33,bi-weekly,0,3740,0,3,2,2,6,1,1100,74400,0.7424857140000001,0.921574789,0.50200625,0.690030813,0.615893,0.715893,6,1
4672675,27,bi-weekly,0,2447,0,2,3,2,3,1,550,32950,0.763868067,0.852992009,0.531753125,0.628736402,0.5981479999999999,0.498148,8,1
8627122,48,bi-weekly,0,4740,0,3,2,1,3,1,1250,77850,0.744087395,0.87666098,0.5529984379999999,0.566067781,0.52559,0.8255899999999999,6,0
4467396,42,bi-weekly,0,5095,0,5,3,2,2,1,500,41950,0.628536134,0.956354372,0.6378328129999999,0.635687888,0.712542,0.712542,12,0
4001561,50,semi-monthly,0,2650,0,5,4,1,4,1,700,51000,0.661411765,0.845192135,0.585682813,0.5852160270000001,0.763271,0.463271,4,1
9115608,63,semi-monthly,1,6050,0,3,6,1,7,1,1100,71100,0.61005042,0.906872868,0.308953125,0.6135850039999999,0.326487,0.326487,3,0
5577257,48,bi-weekly,1,2580,4,2,4,6,5,1,700,52000,0.589826891,0.846258305,0.34054375,0.54495491,0.737344,0.5373439999999999,8,1
7218237,29,bi-weekly,0,2170,0,2,1,6,4,1,1100,58500,0.623680672,0.905817921,0.411378125,0.651653887,0.707212,0.507212,9,0
9181475,52,semi-monthly,0,6505,0,6,5,6,3,1,1700,77850,0.612403361,0.8822050640000001,0.559717969,0.620221602,0.635926,0.8359260000000001,6,1
