tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-02198,S-0066,2013-10-01,0,0,Yes,2,16.51986668373
TA-02198,S-0066,2013-10-01,0,0,Yes,5,10.4049008752358
TA-02198,S-0066,2013-10-01,0,0,Yes,10,8.36565158605187
TA-02198,S-0066,2013-10-01,0,0,Yes,25,7.14432765978756
TA-02198,S-0066,2013-10-01,0,0,Yes,50,6.80213439570895
TA-02198,S-0066,2013-10-01,0,0,Yes,100,6.64912114754372
TA-02198,S-0066,2013-10-01,0,0,Yes,250,6.55731319864458
TA-02199,S-0026,1997-05-01,10,1,No,1,203.73296684342
TA-02200,S-0066,2013-06-01,0,0,Yes,1,22.7043839686629
TA-02200,S-0066,2013-06-01,0,0,Yes,2,13.1396649288071
TA-02200,S-0066,2013-06-01,0,0,Yes,5,7.40027709308213
TA-02200,S-0066,2013-06-01,0,0,Yes,10,5.48900252054551
TA-02200,S-0066,2013-06-01,0,0,Yes,25,4.34001212977749
TA-02200,S-0066,2013-06-01,0,0,Yes,50,4.02563945627438
TA-02200,S-0066,2013-06-01,0,0,Yes,100,3.88375444433934
TA-02200,S-0066,2013-06-01,0,0,Yes,250,3.80029267261285
TA-02201,S-0066,2013-06-01,0,0,Yes,1,22.6904736733751
TA-02201,S-0066,2013-06-01,0,0,Yes,2,13.1257546335194
TA-02201,S-0066,2013-06-01,0,0,Yes,5,7.38914885685193
TA-02201,S-0066,2013-06-01,0,0,Yes,10,5.47509222525776
TA-02201,S-0066,2013-06-01,0,0,Yes,25,4.32888389354729
TA-02201,S-0066,2013-06-01,0,0,Yes,50,4.01172916098663
TA-02201,S-0066,2013-06-01,0,0,Yes,100,3.8698441490516
TA-02201,S-0066,2013-06-01,0,0,Yes,250,3.78638237732511
TA-02202,S-0062,1997-09-10,104,1,No,1,5.62532341436544
TA-02205,S-0072,2013-01-16,50,1,Yes,1,3.50539441251259
TA-02207,S-0072,2002-09-20,10,1,No,1,5.73104165855233
TA-02208,S-0072,2011-04-19,10,1,No,1,7.76194477056359
TA-02211,S-0066,2013-08-04,0,0,Yes,1,29.4258386517029
TA-02211,S-0066,2013-08-04,0,0,Yes,2,17.5659208893686
TA-02211,S-0066,2013-08-04,0,0,Yes,5,10.4494138201566
TA-02211,S-0066,2013-08-04,0,0,Yes,10,8.07909950312425
TA-02211,S-0066,2013-08-04,0,0,Yes,25,6.65468526565882
TA-02211,S-0066,2013-08-04,0,0,Yes,50,6.24572258419902
TA-02211,S-0066,2013-08-04,0,0,Yes,100,6.05932462734319
TA-02211,S-0066,2013-08-04,0,0,Yes,250,5.9480422650412
TA-02213,S-0072,1997-03-21,20,4,No,1,7.76750888867869
TA-02216,S-0072,1997-02-27,20,1,No,1,10.0710537883298
TA-02217,S-0072,1997-03-21,20,1,No,1,10.3742982256027
TA-02221,S-0072,2013-02-01,25000,1,No,1,1.23523422155206
TA-02222,S-0026,2013-02-12,1,0,Yes,2,62.9023552911981
TA-02222,S-0026,2013-02-12,1,0,Yes,3,43.4084674749476
TA-02222,S-0026,2013-02-12,1,0,Yes,4,33.0063486587693
TA-02222,S-0026,2013-02-12,1,0,Yes,5,27.5507308469144
TA-02225,S-0066,2011-08-01,216,1,Yes,1,4.39287125187093
TA-02225,S-0066,2011-08-01,216,30,Yes,1,2.40648108478047
TA-02226,S-0066,2011-08-01,1598,1,Yes,1,2.79875141189497
TA-02226,S-0066,2011-08-01,1598,236,Yes,1,1.37990129254464
TA-02227,S-0066,2013-06-01,0,0,Yes,1,21.5776500503553
TA-02227,S-0066,2013-06-01,0,0,Yes,2,12.0129310104995
TA-02227,S-0066,2013-06-01,0,0,Yes,5,6.27354317477451
TA-02227,S-0066,2013-06-01,0,0,Yes,10,4.35948654318034
TA-02227,S-0066,2013-06-01,0,0,Yes,25,3.21327821146987
TA-02227,S-0066,2013-06-01,0,0,Yes,50,2.89612347890921
TA-02227,S-0066,2013-06-01,0,0,Yes,100,2.75423846697418
TA-02227,S-0066,2013-06-01,0,0,Yes,250,2.67077669524769
TA-02227,S-0072,2013-02-19,60,1,Yes,1,8.66054984615213
TA-02230,S-0062,2007-05-10,1,1,No,1,21.3856879753843
TA-02232,S-0013,2011-07-27,10,1,No,1,11.423134490299
TA-02233,S-0041,2013-04-05,3,0,Yes,3,22.0060871452179
TA-02233,S-0041,2013-04-05,3,0,Yes,5,15.7464542657312
TA-02233,S-0041,2013-04-05,3,0,Yes,7,13.0617672751957
TA-02233,S-0041,2013-04-05,3,0,Yes,9,10.8082994385805
TA-02234,S-0041,2014-07-25,25,0,Yes,1,33.9327743249334
TA-02234,S-0041,2014-07-25,25,0,Yes,6,8.28218981432538
TA-02234,S-0041,2014-07-25,25,20,Yes,20,3.54712529837583
TA-02235,S-0066,2013-09-01,0,0,Yes,1,27.5423846697418
TA-02235,S-0066,2013-09-01,0,0,Yes,2,15.6824669074075
TA-02235,S-0066,2013-09-01,0,0,Yes,5,8.56874189725299
TA-02235,S-0066,2013-09-01,0,0,Yes,10,6.19564552116312
TA-02235,S-0066,2013-09-01,0,0,Yes,25,4.77401334275524
TA-02235,S-0066,2013-09-01,0,0,Yes,50,4.36505066129544
TA-02235,S-0066,2013-09-01,0,0,Yes,100,4.17865270443961
TA-02235,S-0066,2013-09-01,0,0,Yes,250,4.06458828308007
TA-02237,S-0066,2013-06-01,0,0,Yes,1,26.7522798973977
TA-02237,S-0066,2013-06-01,0,0,Yes,2,16.5615975695932
TA-02237,S-0066,2013-06-01,0,0,Yes,5,10.446631761099
TA-02237,S-0066,2013-06-01,0,0,Yes,10,8.41016453097266
TA-02237,S-0066,2013-06-01,0,0,Yes,25,7.18605854565081
TA-02237,S-0066,2013-06-01,0,0,Yes,50,6.8438652815722
TA-02237,S-0066,2013-06-01,0,0,Yes,100,6.69085203340696
TA-02237,S-0066,2013-06-01,0,0,Yes,250,6.59904408450782
TA-02240,S-0072,1997-05-06,15,4,No,1,5.55298987886915
TA-02241,S-0072,2013-01-16,400,1,Yes,1,2.00864663955086
TA-02242,S-0072,1997-05-01,15,4,No,1,4.70724392537405
TA-02249,S-0066,2011-08-01,246,1,Yes,1,8.72175514541823
TA-02249,S-0066,2011-08-01,246,5,Yes,1,6.59347996639273
TA-02250,S-0066,2011-08-01,720,1,Yes,1,5.81728548933637
TA-02256,S-0066,2013-12-02,1,0,Yes,1,25.6032895066296
TA-02256,S-0066,2013-12-02,1,0,Yes,2,15.4126071788252
TA-02256,S-0066,2013-12-02,1,0,Yes,5,9.29764137033101
TA-02256,S-0066,2013-12-02,1,0,Yes,10,7.26117414020465
TA-02256,S-0066,2013-12-02,1,0,Yes,25,6.03706815488279
TA-02256,S-0066,2013-12-02,1,0,Yes,50,5.69765694986173
TA-02256,S-0066,2013-12-02,1,0,Yes,100,5.54186164263895
TA-02256,S-0066,2013-12-02,1,0,Yes,250,5.45005369373981
TA-02257,S-0066,2013-08-01,0,0,Yes,1,28.2434635522443
TA-02257,S-0066,2013-08-01,0,0,Yes,2,16.38354578991
TA-02257,S-0066,2013-08-01,0,0,Yes,5,9.26703872069796
TA-02257,S-0066,2013-08-01,0,0,Yes,10,6.89672440366564
TA-02257,S-0066,2013-08-01,0,0,Yes,25,5.47231016620021
TA-02257,S-0066,2013-08-01,0,0,Yes,50,5.06612954379796
TA-02257,S-0066,2013-08-01,0,0,Yes,100,4.87973158694213
TA-02257,S-0066,2013-08-01,0,0,Yes,250,4.76566716558259
TA-02258,S-0081,2013-04-05,152,0,Yes,40,5.30538662274723
TA-02258,S-0081,2013-04-05,152,0,Yes,80,4.76566716558259
TA-02258,S-0081,2013-04-05,152,0,Yes,120,4.43738419679173
TA-02258,S-0081,2013-04-05,152,0,Yes,160,4.27602477145385
TA-02259,S-0072,1997-05-01,20,1,No,1,4.6599489213957
TA-02260,S-0064,2003-03-03,49,1,No,1,8.11804832992995
TA-02261,S-0066,2013-05-01,0,0,Yes,1,28.5550541666898
TA-02261,S-0066,2013-05-01,0,0,Yes,2,16.6951364043556
TA-02261,S-0066,2013-05-01,0,0,Yes,5,9.57862933514352
TA-02261,S-0066,2013-05-01,0,0,Yes,10,7.20553295905365
TA-02261,S-0066,2013-05-01,0,0,Yes,25,5.78390078064577
TA-02261,S-0066,2013-05-01,0,0,Yes,50,5.37493809918597
TA-02261,S-0066,2013-05-01,0,0,Yes,100,5.18854014233014
TA-02261,S-0066,2013-05-01,0,0,Yes,250,5.07725778002815
TA-02264,S-0026,1997-12-04,15,1,Yes,1,41.8282579302593
TA-02264,S-0026,2011-05-02,4,2,Yes,2,92.4450404233181
TA-02265,S-0026,2012-03-16,186,4,No,1,50.5194104260445
TA-02266,S-0026,1997-12-04,10,1,No,1,57.6275713180839
TA-02273,S-0109,2013-10-30,1060,100,No,100,1.28999627204086
TA-02275,S-0066,2013-06-01,0,0,Yes,1,22.0088692042755
TA-02275,S-0066,2013-06-01,0,0,Yes,2,12.4441501644197
TA-02275,S-0066,2013-06-01,0,0,Yes,5,6.70476232869471
TA-02275,S-0066,2013-06-01,0,0,Yes,10,4.79070569710054
TA-02275,S-0066,2013-06-01,0,0,Yes,25,3.64449736539007
TA-02275,S-0066,2013-06-01,0,0,Yes,50,3.32734263282941
TA-02275,S-0066,2013-06-01,0,0,Yes,100,3.18545762089438
TA-02275,S-0066,2013-06-01,0,0,Yes,250,3.10199584916789
TA-02277,S-0066,2013-08-01,0,0,Yes,1,21.6778041764271
TA-02277,S-0066,2013-08-01,0,0,Yes,2,12.1130851365713
TA-02277,S-0066,2013-08-01,0,0,Yes,5,6.3736973008463
TA-02277,S-0066,2013-08-01,0,0,Yes,10,4.46242272830968
TA-02277,S-0066,2013-08-01,0,0,Yes,25,3.31343233754166
TA-02277,S-0066,2013-08-01,0,0,Yes,50,2.99905966403855
TA-02277,S-0066,2013-08-01,0,0,Yes,100,2.85717465210351
TA-02277,S-0066,2013-08-01,0,0,Yes,250,2.77093082131947
TA-02279,S-0041,2013-08-05,220,40,No,40,5.89240108389021
TA-02286,S-0064,2007-08-09,2,1,No,1,147.357322101234
TA-02289,S-0026,2013-07-31,140,10,No,1,9.18635900802902
TA-02290,S-0026,2013-06-10,134,10,No,1,7.80923977454193
TA-02292,S-0026,2013-06-10,3,1,No,1,69.5347840843965
TA-02293,S-0026,2013-07-31,183,10,No,1,4.47911508265497
TA-02300,S-0026,2013-07-31,135,10,No,1,8.78574250374187
TA-02301,S-0026,2013-07-31,140,10,No,1,8.0651892078365
TA-02304,S-0013,2011-05-01,2,6,No,6,8.02345832197326
TA-02306,S-0072,2013-01-16,5,1,Yes,1,5.81450343027882
TA-02306,S-0072,2013-01-16,5,9,Yes,1,5.46674604808511
TA-02307,S-0072,2013-01-16,5,1,Yes,1,5.81450343027882
TA-02307,S-0072,2013-01-16,5,9,Yes,1,5.43892545750961
TA-02308,S-0066,2013-07-01,0,0,Yes,1,21.5553935778949
TA-02308,S-0066,2013-07-01,0,0,Yes,2,11.9906745380391
TA-02308,S-0066,2013-07-01,0,0,Yes,5,6.25128670231412
TA-02308,S-0066,2013-07-01,0,0,Yes,10,4.33723007071994
TA-02308,S-0066,2013-07-01,0,0,Yes,25,3.19102173900948
TA-02308,S-0066,2013-07-01,0,0,Yes,50,2.87386700644881
TA-02308,S-0066,2013-07-01,0,0,Yes,100,2.73198199451378
TA-02308,S-0066,2013-07-01,0,0,Yes,250,2.64852022278729
TA-02308,S-0072,2013-02-19,1,1,Yes,1,16.6172387507442
TA-02310,S-0066,2013-07-21,0,0,Yes,1,20.695737329112
TA-02310,S-0066,2013-07-21,0,0,Yes,2,11.1310182892562
TA-02310,S-0066,2013-07-21,0,0,Yes,5,5.39163045353127
TA-02310,S-0066,2013-07-21,0,0,Yes,10,3.48035588099464
TA-02310,S-0066,2013-07-21,0,0,Yes,25,2.33136549022663
TA-02310,S-0066,2013-07-21,0,0,Yes,50,2.01699281672351
TA-02310,S-0066,2013-07-21,0,0,Yes,100,1.87510780478848
TA-02310,S-0066,2013-07-21,0,0,Yes,250,1.78886397400444
TA-02314,S-0066,2013-07-01,0,0,Yes,1,21.5220088692043
TA-02314,S-0066,2013-07-01,0,0,Yes,2,11.9572898293485
TA-02314,S-0066,2013-07-01,0,0,Yes,5,6.21790199362352
TA-02314,S-0066,2013-07-01,0,0,Yes,10,4.30662742108689
TA-02314,S-0066,2013-07-01,0,0,Yes,25,3.15763703031888
TA-02314,S-0066,2013-07-01,0,0,Yes,50,2.84326435681577
TA-02314,S-0066,2013-07-01,0,0,Yes,100,2.70137934488073
TA-02314,S-0066,2013-07-01,0,0,Yes,250,2.61791757315424
TA-02319,S-0066,2013-06-01,0,0,Yes,1,21.5331371054345
TA-02319,S-0066,2013-06-01,0,0,Yes,2,11.9684180655787
TA-02319,S-0066,2013-06-01,0,0,Yes,5,6.22903022985372
TA-02319,S-0066,2013-06-01,0,0,Yes,10,4.31497359825954
TA-02319,S-0066,2013-06-01,0,0,Yes,25,3.16876526654908
TA-02319,S-0066,2013-06-01,0,0,Yes,50,2.85161053398842
TA-02319,S-0066,2013-06-01,0,0,Yes,100,2.70972552205338
TA-02319,S-0066,2013-06-01,0,0,Yes,250,2.62626375032689
TA-02321,S-0066,2013-06-01,0,0,Yes,1,22.067292444484
TA-02321,S-0066,2013-06-01,0,0,Yes,2,12.5025734046282
TA-02321,S-0066,2013-06-01,0,0,Yes,5,6.76596762796081
TA-02321,S-0066,2013-06-01,0,0,Yes,10,4.85191099636663
TA-02321,S-0066,2013-06-01,0,0,Yes,25,3.70292060559862
TA-02321,S-0066,2013-06-01,0,0,Yes,50,3.3885479320955
TA-02321,S-0066,2013-06-01,0,0,Yes,100,3.24666292016047
TA-02321,S-0066,2013-06-01,0,0,Yes,250,3.16320114843398
TA-02322,S-0041,2013-09-10,1,80,No,80,1.79164603306199
TA-02334,S-0066,2013-08-11,0,0,Yes,1,21.5804321094128
TA-02334,S-0066,2013-08-11,0,0,Yes,2,12.015713069557
TA-02334,S-0066,2013-08-11,0,0,Yes,5,6.27632523383206
TA-02334,S-0066,2013-08-11,0,0,Yes,10,4.36505066129544
TA-02334,S-0066,2013-08-11,0,0,Yes,25,3.21606027052742
TA-02334,S-0066,2013-08-11,0,0,Yes,50,2.90168759702431
TA-02334,S-0066,2013-08-11,0,0,Yes,100,2.75980258508928
TA-02334,S-0066,2013-08-11,0,0,Yes,250,2.67634081336279
TA-02337,S-0066,2013-08-11,0,0,Yes,1,27.5256923153965
TA-02337,S-0066,2013-08-11,0,0,Yes,2,15.6657745530622
TA-02337,S-0066,2013-08-11,0,0,Yes,5,8.54926748385015
TA-02337,S-0066,2013-08-11,0,0,Yes,10,6.17617110776027
TA-02337,S-0066,2013-08-11,0,0,Yes,25,4.75453892935239
TA-02337,S-0066,2013-08-11,0,0,Yes,50,4.34557624789259
TA-02337,S-0066,2013-08-11,0,0,Yes,100,4.15917829103676
TA-02337,S-0066,2013-08-11,0,0,Yes,250,4.04789592873477
TA-02338,S-0066,2013-06-01,0,0,Yes,1,27.9318729377987
TA-02338,S-0066,2013-06-01,0,0,Yes,2,16.0719551754645
TA-02338,S-0066,2013-06-01,0,0,Yes,5,8.9554481062524
TA-02338,S-0066,2013-06-01,0,0,Yes,10,6.58513378922008
TA-02338,S-0066,2013-06-01,0,0,Yes,25,5.16071955175464
TA-02338,S-0066,2013-06-01,0,0,Yes,50,4.75453892935239
TA-02338,S-0066,2013-06-01,0,0,Yes,100,4.56535891343901
TA-02338,S-0066,2013-06-01,0,0,Yes,250,4.45407655113703
TA-02340,S-0066,2013-02-07,1,1,No,1,6.39873583236425
TA-02341,S-0026,2013-06-10,308,1,No,1,5.58915664661729
TA-02344,S-0066,2013-06-01,0,0,Yes,1,28.5161053398842
TA-02344,S-0066,2013-06-01,0,0,Yes,2,16.6561875775499
TA-02344,S-0066,2013-06-01,0,0,Yes,5,9.53968050833783
TA-02344,S-0066,2013-06-01,0,0,Yes,10,7.16936619130551
TA-02344,S-0066,2013-06-01,0,0,Yes,25,5.74495195384007
TA-02344,S-0066,2013-06-01,0,0,Yes,50,5.33877133143782
TA-02344,S-0066,2013-06-01,0,0,Yes,100,5.14959131552445
TA-02344,S-0066,2013-06-01,0,0,Yes,250,5.03830895322246
TA-02345,S-0066,2013-06-01,0,0,Yes,1,28.6301697612437
TA-02345,S-0066,2013-06-01,0,0,Yes,2,16.7702519989094
TA-02345,S-0066,2013-06-01,0,0,Yes,5,9.65374492969737
TA-02345,S-0066,2013-06-01,0,0,Yes,10,7.2806485536075
TA-02345,S-0066,2013-06-01,0,0,Yes,25,5.85901637519961
TA-02345,S-0066,2013-06-01,0,0,Yes,50,5.45005369373981
TA-02345,S-0066,2013-06-01,0,0,Yes,100,5.26365573688398
TA-02345,S-0066,2013-06-01,0,0,Yes,250,5.15237337458199
TA-02347,S-0066,2013-06-01,0,0,Yes,1,28.5327976942295
TA-02347,S-0066,2013-06-01,0,0,Yes,2,16.6728799318952
TA-02347,S-0066,2013-06-01,0,0,Yes,5,9.55915492174068
TA-02347,S-0066,2013-06-01,0,0,Yes,10,7.18605854565081
TA-02347,S-0066,2013-06-01,0,0,Yes,25,5.76442636724292
TA-02347,S-0066,2013-06-01,0,0,Yes,50,5.35546368578312
TA-02347,S-0066,2013-06-01,0,0,Yes,100,5.16906572892729
TA-02347,S-0066,2013-06-01,0,0,Yes,250,5.05500130756776
TA-02353,S-0066,1998-02-28,1,1,No,1,106.769862510641
TA-02354,S-0066,2013-12-02,1,0,Yes,1,28.2434635522443
TA-02354,S-0066,2013-12-02,1,0,Yes,2,16.38354578991
TA-02354,S-0066,2013-12-02,1,0,Yes,5,9.26703872069796
TA-02354,S-0066,2013-12-02,1,0,Yes,10,6.89394234460809
TA-02354,S-0066,2013-12-02,1,0,Yes,25,5.47231016620021
TA-02354,S-0066,2013-12-02,1,0,Yes,50,5.06334748474041
TA-02354,S-0066,2013-12-02,1,0,Yes,100,4.87694952788458
TA-02354,S-0066,2013-12-02,1,0,Yes,250,4.76288510652504
TA-02359,S-0066,2013-08-11,0,0,Yes,1,22.2008312792464
TA-02359,S-0066,2013-08-11,0,0,Yes,2,12.6361122393906
TA-02359,S-0066,2013-08-11,0,0,Yes,5,6.89672440366564
TA-02359,S-0066,2013-08-11,0,0,Yes,10,4.98544983112902
TA-02359,S-0066,2013-08-11,0,0,Yes,25,3.836459440361
TA-02359,S-0066,2013-08-11,0,0,Yes,50,3.52208676685789
TA-02359,S-0066,2013-08-11,0,0,Yes,100,3.38020175492285
TA-02359,S-0066,2013-08-11,0,0,Yes,250,3.29395792413881
TA-02364,S-0072,2013-01-16,102,1,Yes,1,9.13071782687803
TA-02364,S-0072,2013-01-16,102,6,Yes,1,8.78296044468432
TA-02366,S-0066,2013-06-23,0,0,Yes,1,28.4882847493087
TA-02366,S-0066,2013-06-23,0,0,Yes,2,18.2976024215042
TA-02366,S-0066,2013-06-23,0,0,Yes,5,12.18263661301
TA-02366,S-0066,2013-06-23,0,0,Yes,10,10.1461693828837
TA-02366,S-0066,2013-06-23,0,0,Yes,25,8.9220633975618
TA-02366,S-0066,2013-06-23,0,0,Yes,50,8.58265219254074
TA-02366,S-0066,2013-06-23,0,0,Yes,100,8.42685688531796
TA-02366,S-0066,2013-06-23,0,0,Yes,250,8.33504893641882
TA-02375,S-0066,2013-06-01,0,0,Yes,1,25.5532124435938
TA-02375,S-0066,2013-06-01,0,0,Yes,2,15.3625301157893
TA-02375,S-0066,2013-06-01,0,0,Yes,5,9.24756430729511
TA-02375,S-0066,2013-06-01,0,0,Yes,10,7.21109707716875
TA-02375,S-0066,2013-06-01,0,0,Yes,25,5.9869910918469
TA-02375,S-0066,2013-06-01,0,0,Yes,50,5.64757988682584
TA-02375,S-0066,2013-06-01,0,0,Yes,100,5.49178457960306
TA-02375,S-0066,2013-06-01,0,0,Yes,250,5.39997663070392
TA-02376,S-0066,2013-06-01,0,0,Yes,1,29.0446965608186
TA-02376,S-0066,2013-06-01,0,0,Yes,2,17.1847787984843
TA-02376,S-0066,2013-06-01,0,0,Yes,5,10.0682717292723
TA-02376,S-0066,2013-06-01,0,0,Yes,10,7.6951753531824
TA-02376,S-0066,2013-06-01,0,0,Yes,25,6.27354317477451
TA-02376,S-0066,2013-06-01,0,0,Yes,50,5.86458049331471
TA-02376,S-0066,2013-06-01,0,0,Yes,100,5.67818253645888
TA-02376,S-0066,2013-06-01,0,0,Yes,250,5.5669001741569
TA-02379,S-0066,2013-06-01,0,0,Yes,1,25.6005074475721
TA-02379,S-0066,2013-06-01,0,0,Yes,2,15.4098251197676
TA-02379,S-0066,2013-06-01,0,0,Yes,5,9.29485931127346
TA-02379,S-0066,2013-06-01,0,0,Yes,10,7.25561002208955
TA-02379,S-0066,2013-06-01,0,0,Yes,25,6.03428609582524
TA-02379,S-0066,2013-06-01,0,0,Yes,50,5.69209283174663
TA-02379,S-0066,2013-06-01,0,0,Yes,100,5.5390795835814
TA-02379,S-0066,2013-06-01,0,0,Yes,250,5.44727163468226
TA-02381,S-0066,2013-06-01,0,0,Yes,1,28.6106953478408
TA-02381,S-0066,2013-06-01,0,0,Yes,2,16.7507775855066
TA-02381,S-0066,2013-06-01,0,0,Yes,5,9.63427051629452
TA-02381,S-0066,2013-06-01,0,0,Yes,10,7.26117414020465
TA-02381,S-0066,2013-06-01,0,0,Yes,25,5.83954196179676
TA-02381,S-0066,2013-06-01,0,0,Yes,50,5.43057928033696
TA-02381,S-0066,2013-06-01,0,0,Yes,100,5.24418132348113
TA-02381,S-0066,2013-06-01,0,0,Yes,250,5.13289896117915
TA-02383,S-0066,2013-06-01,0,0,Yes,1,28.5161053398842
TA-02383,S-0066,2013-06-01,0,0,Yes,2,16.6561875775499
TA-02383,S-0066,2013-06-01,0,0,Yes,5,9.53968050833783
TA-02383,S-0066,2013-06-01,0,0,Yes,10,7.16658413224796
TA-02383,S-0066,2013-06-01,0,0,Yes,25,5.74495195384007
TA-02383,S-0066,2013-06-01,0,0,Yes,50,5.33598927238027
TA-02383,S-0066,2013-06-01,0,0,Yes,100,5.14959131552445
TA-02383,S-0066,2013-06-01,0,0,Yes,250,5.03830895322246
TA-02384,S-0066,2013-10-01,0,0,Yes,1,25.5754689160541
TA-02384,S-0066,2013-10-01,0,0,Yes,2,15.3847865882497
TA-02384,S-0066,2013-10-01,0,0,Yes,5,9.26982077975551
TA-02384,S-0066,2013-10-01,0,0,Yes,10,7.2305714905716
TA-02384,S-0066,2013-10-01,0,0,Yes,25,6.0092475643073
TA-02384,S-0066,2013-10-01,0,0,Yes,50,5.66705430022868
TA-02384,S-0066,2013-10-01,0,0,Yes,100,5.51404105206345
TA-02384,S-0066,2013-10-01,0,0,Yes,250,5.42223310316431
TA-02388,S-0062,2011-06-07,790,0,Yes,5,20.9461226442915
TA-02388,S-0062,2011-06-07,790,0,Yes,10,13.8852567562304
TA-02388,S-0062,2011-06-07,790,0,Yes,25,9.64818081158227
TA-02389,S-0072,2013-01-16,250,1,Yes,1,3.20771409335477
TA-02392,S-0066,2008-04-14,10,2,No,2,101.539591482448
TA-02395,S-0072,2013-01-16,30,1,Yes,1,14.0493982406258
TA-02396,S-0072,2013-01-16,15,1,Yes,1,19.096053371021
TA-02396,S-0072,2013-01-16,15,4,Yes,1,18.7482959888272
TA-02414,S-0072,2005-03-18,10,6,No,1,9.92638671733723
TA-02417,S-0066,2013-07-01,0,0,Yes,1,27.6814876226193
TA-02417,S-0066,2013-07-01,0,0,Yes,2,15.821569860285
TA-02417,S-0066,2013-07-01,0,0,Yes,5,8.70784485013048
TA-02417,S-0066,2013-07-01,0,0,Yes,10,6.33474847404061
TA-02417,S-0066,2013-07-01,0,0,Yes,25,4.91033423657517
TA-02417,S-0066,2013-07-01,0,0,Yes,50,4.50415361417292
TA-02417,S-0066,2013-07-01,0,0,Yes,100,4.31775565731709
TA-02417,S-0066,2013-07-01,0,0,Yes,250,4.20369123595756
TA-02418,S-0066,2013-08-01,0,0,Yes,1,21.4858421014561
TA-02418,S-0066,2013-08-01,0,0,Yes,2,11.9211230616004
TA-02418,S-0066,2013-08-01,0,0,Yes,5,6.18451728493292
TA-02418,S-0066,2013-08-01,0,0,Yes,10,4.27046065333875
TA-02418,S-0066,2013-08-01,0,0,Yes,25,3.12147026257073
TA-02418,S-0066,2013-08-01,0,0,Yes,50,2.80709758906762
TA-02418,S-0066,2013-08-01,0,0,Yes,100,2.66521257713259
TA-02418,S-0066,2013-08-01,0,0,Yes,250,2.5817508054061
TA-02419,S-0066,2013-05-01,0,0,Yes,1,21.8836765466857
TA-02419,S-0066,2013-05-01,0,0,Yes,2,12.31895750683
TA-02419,S-0066,2013-05-01,0,0,Yes,5,6.57956967110498
TA-02419,S-0066,2013-05-01,0,0,Yes,10,4.66829509856835
TA-02419,S-0066,2013-05-01,0,0,Yes,25,3.51930470780034
TA-02419,S-0066,2013-05-01,0,0,Yes,50,3.20493203429722
TA-02419,S-0066,2013-05-01,0,0,Yes,100,3.06304702236219
TA-02419,S-0066,2013-05-01,0,0,Yes,250,2.97680319157815
TA-02421,S-0066,2011-08-01,100,1,Yes,1,7.252827963032
TA-02421,S-0066,2011-08-01,100,70,Yes,1,5.5502078198116
TA-02429,S-0041,2013-08-05,1,1,No,1,2.50941726990981
TA-02430,S-0041,2013-08-05,1,1,No,1,3.65284354256272
TA-02431,S-0041,2013-08-05,1,1,No,1,3.93939562549034
TA-02432,S-0066,2013-03-24,0,0,Yes,1,29.7680319157815
TA-02432,S-0066,2013-03-24,0,0,Yes,2,17.9081141534473
TA-02432,S-0066,2013-03-24,0,0,Yes,5,10.7916070842352
TA-02432,S-0066,2013-03-24,0,0,Yes,10,8.42129276720286
TA-02432,S-0066,2013-03-24,0,0,Yes,25,6.99687852973743
TA-02432,S-0066,2013-03-24,0,0,Yes,50,6.58791584827763
TA-02432,S-0066,2013-03-24,0,0,Yes,100,6.4015178914218
TA-02432,S-0066,2013-03-24,0,0,Yes,250,6.29023552911981
TA-02443,S-0064,2013-08-27,1,0,Yes,1,92.0277315646857
TA-02443,S-0064,2013-08-27,1,0,Yes,2,47.4452351674521
TA-02443,S-0064,2013-08-27,1,0,Yes,4,24.5043761788975
TA-02448,S-0062,1997-09-05,5,1,No,1,62.5963287948677
TA-02455,S-0066,2013-07-01,0,0,Yes,1,27.8345008707845
TA-02455,S-0066,2013-07-01,0,0,Yes,2,15.9745831084502
TA-02455,S-0066,2013-07-01,0,0,Yes,5,8.86085809829571
TA-02455,S-0066,2013-07-01,0,0,Yes,10,6.48776172220584
TA-02455,S-0066,2013-07-01,0,0,Yes,25,5.06334748474041
TA-02455,S-0066,2013-07-01,0,0,Yes,50,4.65716686233815
TA-02455,S-0066,2013-07-01,0,0,Yes,100,4.47076890548233
TA-02455,S-0066,2013-07-01,0,0,Yes,250,4.35670448412279
TA-02458,S-0014,2002-05-15,0,0,Yes,10,12.6027275307
TA-02458,S-0014,2002-05-15,0,0,Yes,15,11.2116980019252
TA-02458,S-0014,2002-05-15,0,0,Yes,20,10.5161832375378
TA-02458,S-0014,2002-05-15,0,0,Yes,25,10.0988743789053
TA-02458,S-0014,2002-05-15,0,0,Yes,30,9.82066847315035
TA-02458,S-0014,2002-05-15,0,0,Yes,35,9.62314228006432
TA-02459,S-0058,2014-02-10,18,5,No,5,18.2419612403532
TA-02460,S-0072,2014-06-03,1,0,Yes,2,13.2259087595911
TA-02460,S-0072,2014-06-03,1,0,Yes,3,9.36719284676975
TA-02460,S-0072,2014-06-03,1,0,Yes,4,8.78296044468432
TA-02460,S-0072,2014-06-03,1,0,Yes,5,8.43242100343306
TA-02462,S-0062,2005-05-09,400,1,Yes,1,2.82378994341292
TA-02463,S-0062,1998-02-19,400,1,Yes,1,8.44633129872081
