tube_assembly_id,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10
TA-05184,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05186,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05190,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05191,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05192,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05196,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,SP-0082,NA,NA,NA,NA
TA-05197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05202,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05203,SP-0007,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05204,SP-0007,SP-0009,SP-0016,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA
TA-05205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05209,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05210,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05212,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05213,SP-0004,SP-0005,SP-0024,SP-0026,SP-0033,SP-0058,SP-0069,SP-0080,NA,NA
TA-05214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05219,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05220,SP-0007,SP-0026,SP-0069,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-05221,SP-0007,SP-0026,SP-0069,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-05222,SP-0004,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-05223,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05224,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05225,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05226,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05227,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05228,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05234,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05238,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05239,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05240,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05242,SP-0007,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,SP-0082,NA,NA,NA
TA-05243,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05246,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05247,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05248,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05249,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05256,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05258,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05261,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05262,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05263,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05264,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05270,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05273,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05275,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA
TA-05276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05286,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05288,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05289,SP-0004,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05294,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05295,SP-0007,SP-0016,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05299,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05301,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05305,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05306,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05307,SP-0007,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05309,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05310,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05311,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05313,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05333,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA
TA-05334,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA
TA-05335,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA
TA-05336,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA
TA-05337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05344,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05345,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05346,SP-0072,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05347,SP-0063,SP-0072,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05348,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05349,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05350,SP-0069,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05351,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05352,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05356,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-05357,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05359,SP-0007,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA
TA-05360,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05361,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05362,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05363,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05382,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05383,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-05384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05389,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-05390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05394,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,SP-0082,NA,NA,NA,NA
TA-05395,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05396,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA
TA-05397,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05398,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05400,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05401,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05403,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05409,SP-0050,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA
TA-05410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05411,SP-0007,SP-0024,SP-0026,SP-0047,SP-0080,SP-0082,SP-0088,NA,NA,NA
TA-05412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05413,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05414,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05415,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05416,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05417,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05419,SP-0007,SP-0012,SP-0024,SP-0026,SP-0047,SP-0080,SP-0082,NA,NA,NA
TA-05420,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05435,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05438,SP-0007,SP-0024,SP-0026,SP-0061,SP-0080,SP-0082,SP-0088,NA,NA,NA
TA-05439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05443,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-05444,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05452,SP-0050,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA
TA-05453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05454,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05455,SP-0063,SP-0069,NA,NA,NA,NA,NA,NA,NA,NA
TA-05456,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05457,SP-0007,SP-0024,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA,NA
TA-05458,SP-0007,SP-0024,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA,NA
TA-05459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05461,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-05462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05466,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05468,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05469,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-05470,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05471,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05472,SP-0012,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA
TA-05473,SP-0012,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA
TA-05474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05477,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05478,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-05479,SP-0009,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-05480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05484,SP-0072,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-05485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05487,SP-0007,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA
TA-05488,SP-0007,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA
TA-05489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05490,SP-0007,SP-0013,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA
TA-05491,SP-0007,SP-0013,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA
TA-05492,SP-0007,SP-0013,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA
TA-05493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05498,SP-0024,SP-0026,SP-0061,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-05499,SP-0007,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-05500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05515,SP-0004,SP-0070,NA,NA,NA,NA,NA,NA,NA,NA
TA-05516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05518,SP-0007,SP-0013,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA
TA-05519,SP-0007,SP-0013,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA
TA-05520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-05525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
