id,location,fault_severity
15408,location 506,0
1873,location 704,2
14716,location 793,0
1659,location 197,0
9329,location 1080,1
13170,location 748,0
2437,location 102,0
12256,location 497,0
1136,location 520,0
6266,location 171,1
5593,location 12,1
5473,location 240,0
9800,location 802,0
7956,location 3,0
2711,location 476,0
10598,location 651,0
15862,location 2,1
2649,location 114,0
1959,location 248,0
17714,location 734,0
10884,location 350,0
4245,location 159,0
15433,location 8,0
10975,location 512,0
14134,location 814,0
998,location 878,0
251,location 122,0
4794,location 485,0
12992,location 1120,0
14229,location 1094,0
4351,location 684,0
6474,location 100,1
11552,location 601,0
14775,location 480,0
6866,location 325,1
2174,location 808,0
6936,location 836,1
6765,location 600,0
9601,location 894,0
9531,location 371,1
4468,location 476,0
11001,location 1099,0
6038,location 242,0
17671,location 1041,0
9059,location 1008,0
10724,location 651,0
8400,location 474,0
2929,location 845,0
18323,location 1042,2
1595,location 890,0
4105,location 808,0
1952,location 546,0
11442,location 893,0
8381,location 972,0
7950,location 403,0
15693,location 1019,0
15387,location 684,0
3286,location 707,0
14031,location 373,0
14358,location 471,0
2666,location 473,0
11953,location 613,2
10592,location 735,0
11581,location 1018,0
6212,location 102,0
16048,location 1109,1
6751,location 247,0
4368,location 638,2
7122,location 149,0
13458,location 976,1
6618,location 126,0
839,location 825,1
16438,location 829,0
3023,location 803,1
17330,location 808,0
8470,location 167,0
18288,location 599,0
3255,location 95,0
7540,location 1052,0
8647,location 696,0
4745,location 272,1
552,location 745,1
1583,location 821,1
9010,location 846,1
17935,location 944,1
7213,location 710,0
3100,location 834,0
15631,location 584,0
6900,location 9,0
14356,location 742,0
5122,location 914,0
12158,location 498,0
2798,location 810,0
7629,location 494,0
2157,location 1050,1
8152,location 756,1
9788,location 616,0
11124,location 885,0
3535,location 763,2
15055,location 975,0
18271,location 763,0
5510,location 1025,1
9620,location 1046,2
16507,location 81,1
6790,location 535,1
626,location 505,0
4569,location 818,1
7040,location 891,0
6228,location 494,0
18119,location 9,0
15807,location 450,0
16771,location 479,0
15804,location 894,0
16774,location 363,1
4143,location 1095,0
4196,location 999,1
4386,location 1066,1
10989,location 147,0
1342,location 691,0
18210,location 704,0
16180,location 248,0
13725,location 469,0
10866,location 436,1
10199,location 211,0
3718,location 798,2
16261,location 175,0
14232,location 821,0
16210,location 727,0
2500,location 995,2
13993,location 491,0
7118,location 228,1
6065,location 890,0
11618,location 484,0
12510,location 126,0
4703,location 1,2
16366,location 1107,0
4159,location 498,0
188,location 493,0
1745,location 734,1
14004,location 684,2
6898,location 599,1
8323,location 1099,0
14167,location 118,0
5491,location 365,0
1806,location 793,0
11517,location 942,1
17386,location 764,0
15806,location 223,1
61,location 284,1
3719,location 744,0
14141,location 1087,1
16409,location 12,0
12177,location 251,1
15789,location 128,0
54,location 488,0
8839,location 163,0
5551,location 645,1
15160,location 36,1
12567,location 566,2
480,location 899,0
8341,location 332,0
2209,location 963,0
4416,location 644,0
16866,location 821,1
9277,location 1042,2
12122,location 794,0
1578,location 369,0
453,location 619,0
10435,location 995,0
12175,location 495,0
6280,location 244,0
8031,location 995,1
18520,location 875,0
18030,location 652,0
18001,location 1099,0
15649,location 622,0
16800,location 472,0
200,location 1008,2
1242,location 497,0
10784,location 600,2
2804,location 653,0
10228,location 124,0
693,location 1052,1
4643,location 599,0
4588,location 360,1
18037,location 981,0
3706,location 810,2
1269,location 963,0
12999,location 810,1
14605,location 1021,2
3025,location 808,0
5129,location 851,1
13730,location 600,0
16864,location 127,0
5226,location 314,1
11612,location 821,0
13492,location 653,1
1251,location 962,0
11410,location 1086,1
605,location 1052,0
11034,location 504,0
10932,location 679,1
10060,location 823,0
5504,location 995,2
16406,location 944,0
691,location 931,0
10769,location 497,0
14902,location 759,1
7326,location 830,0
4290,location 1024,0
3465,location 1008,0
11713,location 373,0
13062,location 704,1
13381,location 471,0
10686,location 1095,1
1752,location 287,0
10831,location 469,0
7602,location 208,1
5558,location 91,0
4205,location 632,0
4469,location 1067,0
11593,location 904,0
7180,location 1084,1
5046,location 584,1
3138,location 91,0
13052,location 613,0
11546,location 7,2
12597,location 609,1
638,location 371,1
17095,location 653,0
2103,location 1075,1
10979,location 995,1
16797,location 944,1
17874,location 1042,1
15517,location 1018,1
3707,location 1048,0
10514,location 793,0
14972,location 899,0
10617,location 236,0
13684,location 607,0
926,location 1064,0
4817,location 918,2
4690,location 768,0
2008,location 1007,0
81,location 147,0
11687,location 1026,0
10305,location 477,0
12514,location 363,0
293,location 133,1
10212,location 853,0
5927,location 124,0
15911,location 684,0
5424,location 305,1
8298,location 925,1
881,location 889,0
452,location 821,1
3956,location 268,1
10746,location 245,0
5738,location 471,0
15113,location 946,0
10268,location 893,0
1672,location 288,0
14655,location 803,1
4591,location 1019,0
15458,location 92,0
6195,location 600,2
234,location 714,1
14567,location 92,0
3212,location 1097,1
8513,location 869,0
12746,location 128,0
3716,location 834,0
4441,location 627,0
12966,location 342,1
1872,location 576,0
1854,location 467,0
3348,location 817,0
18353,location 1081,0
12055,location 1052,0
8079,location 1042,1
3820,location 235,0
15965,location 97,0
5355,location 810,2
4689,location 980,0
1644,location 584,1
16577,location 821,2
9352,location 95,1
11121,location 477,0
969,location 1079,0
8094,location 1050,0
12832,location 476,0
8651,location 616,0
11617,location 762,0
1207,location 809,0
4024,location 602,0
14801,location 413,1
1735,location 934,0
4144,location 651,1
8222,location 619,0
5490,location 522,0
17537,location 208,0
4813,location 821,0
1193,location 1067,1
5152,location 244,0
16629,location 181,0
4842,location 499,0
5683,location 644,1
13447,location 1100,2
13179,location 810,0
1577,location 272,1
7542,location 808,0
4340,location 460,0
1692,location 817,0
10801,location 398,0
8755,location 448,1
5232,location 821,2
496,location 481,0
13177,location 13,0
16598,location 122,0
13912,location 23,1
11152,location 474,0
11616,location 13,0
10576,location 175,0
3748,location 962,0
13658,location 498,0
15082,location 488,0
3451,location 103,0
17677,location 384,0
13700,location 691,1
13294,location 588,0
8748,location 280,0
400,location 1017,1
3403,location 599,2
7311,location 1062,0
9966,location 906,0
1172,location 344,0
17703,location 943,1
272,location 497,0
7618,location 1054,0
15031,location 939,0
3275,location 139,1
7534,location 149,0
778,location 812,0
9492,location 643,1
14949,location 1091,0
12178,location 684,1
2300,location 445,0
6571,location 124,0
17389,location 17,1
16256,location 12,1
11168,location 498,0
13741,location 702,1
4058,location 767,1
9495,location 181,0
1695,location 899,0
13069,location 448,0
9437,location 350,1
17027,location 684,2
13516,location 494,0
7232,location 499,0
18325,location 962,2
9476,location 1024,0
12801,location 899,0
12752,location 499,0
10838,location 884,2
16291,location 821,0
17450,location 880,0
2259,location 244,0
9542,location 851,1
18419,location 600,2
7337,location 889,0
748,location 1017,0
8104,location 846,2
1299,location 737,0
8676,location 118,0
9898,location 102,0
2017,location 1038,1
12304,location 995,2
604,location 141,1
2966,location 653,0
3161,location 809,0
17525,location 1018,1
9500,location 465,0
15300,location 93,0
575,location 756,1
1707,location 505,0
5714,location 102,0
5116,location 499,0
4711,location 931,0
2125,location 603,1
9602,location 420,1
14024,location 314,0
5633,location 738,1
8296,location 834,0
14538,location 118,0
16204,location 1107,2
7669,location 709,0
10787,location 284,0
10238,location 467,0
18412,location 977,0
3717,location 810,2
10132,location 810,1
6521,location 603,0
10472,location 484,0
5666,location 228,0
15565,location 116,0
3210,location 899,0
16024,location 1014,1
10120,location 1082,1
18428,location 126,0
10923,location 406,1
17166,location 578,0
17004,location 601,0
13763,location 763,0
8227,location 734,1
5772,location 447,0
12575,location 471,0
498,location 734,2
4123,location 627,1
6971,location 977,0
6014,location 821,1
10544,location 242,0
4108,location 613,2
1537,location 266,0
17175,location 124,0
15638,location 461,0
12233,location 1024,0
13606,location 1019,0
6058,location 702,0
119,location 1052,1
18550,location 12,0
18095,location 470,0
3543,location 380,0
5449,location 106,0
7216,location 853,2
5246,location 347,0
4271,location 821,1
18377,location 240,1
2773,location 825,1
18287,location 360,0
9270,location 416,1
8307,location 173,1
8535,location 763,2
13632,location 1037,0
14940,location 1107,1
5037,location 976,1
9376,location 484,0
4986,location 16,0
4117,location 826,1
7241,location 288,0
11748,location 496,0
1020,location 480,0
17108,location 818,1
5218,location 496,0
11110,location 124,0
10527,location 878,0
678,location 363,0
17017,location 1019,2
2518,location 798,1
10911,location 211,0
8389,location 838,0
8811,location 803,0
5872,location 159,0
14672,location 691,0
15028,location 826,1
6894,location 78,1
17103,location 1052,0
11005,location 1008,0
7733,location 823,1
12690,location 1023,1
3406,location 484,0
1159,location 234,0
1047,location 373,0
10065,location 803,1
4333,location 899,0
4630,location 1008,0
11671,location 798,0
7446,location 795,0
12709,location 1106,0
10816,location 1007,0
14526,location 350,0
9631,location 600,2
3839,location 649,1
4740,location 1014,1
14746,location 509,0
16704,location 490,0
3349,location 125,0
8065,location 157,0
15869,location 1052,0
2918,location 362,0
16703,location 902,0
8419,location 1065,0
8473,location 816,1
18305,location 182,0
179,location 506,0
3667,location 1019,2
7391,location 466,0
14578,location 1046,1
17669,location 500,0
13094,location 1056,1
12707,location 9,0
14869,location 330,0
15615,location 1107,0
17919,location 264,1
6532,location 465,0
5860,location 395,1
2342,location 9,0
2396,location 9,0
17091,location 798,2
1882,location 846,1
8000,location 816,1
10181,location 172,1
2000,location 505,0
152,location 328,0
15851,location 627,0
18524,location 834,1
16037,location 704,1
14846,location 893,0
5157,location 644,0
16497,location 909,2
13045,location 691,0
450,location 242,0
13037,location 290,0
14082,location 962,2
17948,location 1042,2
15822,location 252,0
2381,location 962,1
10252,location 793,0
9996,location 821,2
13230,location 817,0
14843,location 188,0
12493,location 137,0
14758,location 1115,0
12308,location 1018,0
2993,location 195,1
17169,location 505,0
8638,location 961,0
4572,location 707,0
13860,location 1067,1
8514,location 1075,2
2269,location 814,0
17068,location 1052,0
14053,location 653,0
5603,location 846,0
5497,location 821,2
13553,location 9,0
10421,location 91,0
16174,location 925,0
1132,location 814,0
7006,location 653,0
3432,location 909,1
1171,location 696,1
14635,location 460,0
8554,location 659,1
16039,location 400,0
3192,location 931,0
10739,location 1061,1
11219,location 380,0
17873,location 135,1
17993,location 794,0
13596,location 73,1
10873,location 969,0
9144,location 262,1
17917,location 763,1
15248,location 7,1
3826,location 1107,0
17835,location 378,1
6321,location 1026,1
12139,location 155,0
6984,location 663,0
1226,location 891,0
11127,location 921,1
3174,location 157,0
13040,location 742,0
1805,location 118,0
2903,location 1086,2
10750,location 600,2
11732,location 218,1
11635,location 255,0
3769,location 1115,0
334,location 627,0
9079,location 814,0
16427,location 480,0
4816,location 906,1
4211,location 19,1
2292,location 773,0
4962,location 122,0
17606,location 925,0
6744,location 1042,1
6657,location 122,0
2724,location 1092,0
7385,location 1017,2
15355,location 27,1
15705,location 242,0
17573,location 1042,2
338,location 847,1
16821,location 242,0
13259,location 244,0
120,location 462,0
8074,location 471,0
13171,location 818,1
17229,location 871,0
15252,location 810,0
10229,location 839,0
11582,location 424,1
14922,location 230,0
17599,location 794,1
12524,location 721,0
13984,location 684,1
11499,location 894,0
14731,location 744,1
3104,location 704,0
4634,location 157,0
3257,location 523,0
11411,location 936,1
7861,location 1048,0
4308,location 914,0
1457,location 127,0
11435,location 723,1
7685,location 494,0
13986,location 891,0
9089,location 122,0
17426,location 488,0
5495,location 478,0
2354,location 686,0
9581,location 155,0
12393,location 691,1
1495,location 734,0
1530,location 1052,0
7794,location 918,1
17672,location 798,0
17077,location 627,1
3248,location 130,0
5887,location 672,0
5255,location 599,0
4876,location 891,0
2925,location 755,1
6800,location 769,2
2375,location 1069,1
12402,location 579,0
13544,location 476,0
364,location 148,0
11845,location 845,2
8351,location 707,0
284,location 797,0
2956,location 657,0
6289,location 976,0
8918,location 32,0
12473,location 1019,2
4314,location 549,0
4598,location 1100,2
12944,location 1010,0
10272,location 1075,0
6689,location 102,0
6116,location 353,1
17973,location 794,0
17041,location 1,1
11119,location 1008,1
10897,location 895,2
11661,location 707,0
13443,location 1049,0
5895,location 95,0
9488,location 823,0
13,location 418,0
14355,location 836,0
2607,location 638,0
5509,location 837,0
5985,location 300,0
5818,location 839,1
11919,location 783,0
11051,location 984,1
8034,location 573,1
14319,location 410,0
14284,location 147,0
18050,location 1008,1
9358,location 124,0
9078,location 1042,2
8409,location 497,0
4139,location 469,0
7980,location 845,1
13713,location 350,1
7606,location 1090,1
9726,location 459,0
9824,location 615,0
9645,location 314,0
10464,location 793,0
7660,location 938,0
1996,location 808,0
11557,location 742,1
6169,location 655,0
13495,location 881,1
4863,location 613,0
6350,location 255,1
7263,location 286,0
10593,location 102,0
16214,location 474,0
1671,location 738,0
6106,location 497,0
14737,location 798,2
13254,location 919,1
12743,location 734,0
9866,location 496,0
8816,location 962,0
12568,location 110,0
3340,location 344,0
14095,location 382,0
10882,location 704,1
15185,location 470,0
13594,location 128,0
8654,location 684,1
12478,location 102,1
6317,location 600,1
16170,location 465,0
1401,location 989,1
5614,location 737,1
4052,location 885,2
18380,location 484,0
18191,location 834,2
17776,location 557,0
17625,location 976,0
14989,location 469,0
9808,location 1100,2
11698,location 744,0
8390,location 998,1
17836,location 255,1
1625,location 788,0
10841,location 1053,1
1258,location 757,1
15242,location 181,0
18254,location 468,0
11477,location 496,0
2141,location 957,1
17110,location 856,1
18115,location 641,2
306,location 895,1
7882,location 823,0
2057,location 126,0
3299,location 381,0
13128,location 268,0
15439,location 810,2
1310,location 836,0
929,location 476,0
4750,location 1107,2
15558,location 618,0
12107,location 690,0
15547,location 794,0
430,location 1100,1
12605,location 149,0
943,location 252,0
17288,location 116,0
13955,location 1008,0
9327,location 498,0
16352,location 798,2
5997,location 760,0
11401,location 388,1
9616,location 257,0
2997,location 995,2
3386,location 989,1
16124,location 122,0
15034,location 181,0
9214,location 128,1
16314,location 1052,1
14321,location 500,0
13901,location 830,0
1214,location 270,1
12095,location 471,0
6463,location 149,1
7157,location 476,0
17283,location 995,1
2015,location 944,0
2807,location 451,0
8618,location 450,0
5444,location 1086,0
15211,location 735,0
4657,location 600,1
788,location 481,1
13112,location 976,0
2940,location 666,0
9936,location 260,1
8663,location 957,0
9163,location 710,0
18409,location 810,2
2571,location 892,0
4274,location 962,2
17470,location 1008,1
12372,location 493,0
2144,location 204,0
9664,location 1,1
18537,location 149,0
6414,location 1050,0
17153,location 488,0
12722,location 95,0
14705,location 812,0
16748,location 471,0
12407,location 899,1
8489,location 583,0
5312,location 242,0
6583,location 504,0
2963,location 962,2
3160,location 318,1
13220,location 89,1
6020,location 1052,1
2431,location 961,0
15988,location 1107,0
7564,location 303,1
13028,location 478,0
9882,location 506,0
12494,location 469,0
18443,location 1107,1
9226,location 322,1
8137,location 459,0
16504,location 496,0
11620,location 1061,0
6051,location 1107,1
4090,location 309,0
13205,location 845,2
12317,location 244,0
2305,location 79,1
9912,location 124,0
15791,location 1099,0
9146,location 896,0
6962,location 437,1
515,location 518,0
4624,location 601,1
13307,location 1094,1
13533,location 891,0
11483,location 1112,0
17656,location 500,0
16188,location 282,0
4800,location 957,0
7850,location 1121,1
8696,location 760,0
651,location 445,0
14352,location 380,0
3755,location 1037,0
3690,location 330,1
12625,location 826,0
7834,location 938,0
8841,location 826,1
7851,location 1008,2
4004,location 292,1
5669,location 390,1
12198,location 1052,0
17078,location 12,0
15010,location 600,0
4849,location 476,0
6783,location 474,0
6237,location 477,0
18195,location 809,0
11250,location 323,0
9022,location 1111,0
2879,location 313,0
10016,location 756,0
18139,location 1072,2
4345,location 179,0
6577,location 760,1
4169,location 704,1
2066,location 495,0
15064,location 473,0
3517,location 519,0
2460,location 445,0
9539,location 520,0
15996,location 16,1
2123,location 989,1
15017,location 1042,2
9183,location 286,1
8838,location 1051,1
558,location 1092,1
8597,location 405,1
9929,location 504,0
5296,location 484,0
9425,location 763,2
4717,location 778,1
6344,location 1055,0
5114,location 1061,0
16605,location 702,0
14975,location 646,1
7556,location 470,0
16789,location 932,0
9537,location 921,0
14260,location 445,0
9524,location 646,0
17429,location 155,0
10723,location 286,1
1876,location 891,0
16734,location 298,0
680,location 373,0
10818,location 763,0
15215,location 442,1
9122,location 373,0
10177,location 600,2
5546,location 270,0
11237,location 1052,1
3379,location 1107,2
13031,location 435,1
15741,location 149,0
12922,location 496,0
12647,location 426,0
3469,location 292,0
2287,location 697,0
7441,location 292,0
10020,location 604,0
6380,location 126,0
5794,location 126,1
16910,location 124,0
10533,location 163,0
3122,location 653,0
14158,location 902,0
8950,location 1033,1
6884,location 477,0
2884,location 877,0
4811,location 497,0
2525,location 469,0
10574,location 600,1
14872,location 978,1
13590,location 1052,1
10760,location 95,0
6999,location 491,0
12504,location 802,1
17454,location 793,0
11284,location 707,0
4548,location 814,0
9345,location 931,0
4259,location 124,0
10630,location 147,0
11497,location 1075,1
2626,location 1112,0
1503,location 477,0
1257,location 1045,0
1759,location 769,0
2281,location 1097,1
13682,location 124,0
9794,location 760,1
3720,location 244,0
9573,location 1086,0
7221,location 489,0
9756,location 498,0
16300,location 527,0
3153,location 798,2
13611,location 763,2
3889,location 373,0
7018,location 159,0
6882,location 122,0
10364,location 1050,0
2786,location 957,0
11754,location 1100,2
449,location 707,0
2642,location 957,0
1054,location 1084,1
12446,location 618,1
17910,location 941,0
10448,location 704,2
18404,location 466,0
11496,location 74,1
397,location 737,1
8810,location 242,1
9973,location 485,0
2730,location 498,0
14067,location 933,0
18217,location 566,0
9045,location 810,2
11962,location 405,0
3544,location 798,1
11624,location 906,0
5171,location 521,0
14769,location 292,1
4096,location 544,0
15551,location 812,0
980,location 135,0
11947,location 159,0
7201,location 1090,2
1856,location 783,0
7206,location 124,0
5472,location 821,0
4372,location 857,1
4906,location 998,1
5958,location 122,0
6491,location 734,2
17493,location 909,0
11024,location 131,0
8213,location 726,1
6843,location 497,0
11712,location 104,1
4297,location 270,0
13841,location 103,0
10396,location 506,0
8984,location 976,2
5569,location 834,2
17234,location 259,0
946,location 114,0
13053,location 460,0
10357,location 501,0
3595,location 528,0
12968,location 124,0
11125,location 478,0
14568,location 684,2
5423,location 810,2
8023,location 731,0
12584,location 471,0
7619,location 851,0
17180,location 466,0
4424,location 500,0
9273,location 244,0
10662,location 91,0
11797,location 794,0
3692,location 1019,2
1565,location 39,1
6326,location 984,0
17356,location 136,0
16969,location 255,0
7480,location 684,0
12434,location 579,0
6201,location 906,0
15265,location 1097,1
7493,location 691,1
2406,location 810,2
3468,location 135,1
2370,location 124,0
9862,location 234,1
15893,location 309,0
6192,location 30,1
10903,location 479,0
9511,location 687,0
7743,location 163,0
17524,location 210,0
1842,location 744,1
10758,location 737,1
17133,location 803,0
9073,location 213,0
7736,location 756,1
7422,location 445,0
14015,location 274,1
11278,location 133,0
7511,location 122,0
4348,location 1107,0
15576,location 118,0
9031,location 1049,0
9498,location 280,1
9885,location 1031,1
12765,location 756,0
5650,location 808,0
988,location 945,0
17028,location 9,0
14867,location 1111,1
15499,location 995,1
6854,location 890,0
14760,location 808,0
1194,location 726,1
223,location 1107,0
17818,location 496,0
4880,location 471,0
16738,location 579,0
15315,location 481,0
8495,location 1086,0
8442,location 406,1
7352,location 478,0
5209,location 141,0
8997,location 857,1
9150,location 687,0
6589,location 763,2
3741,location 991,2
4464,location 999,0
6946,location 745,0
15100,location 802,1
8369,location 672,1
10756,location 653,0
4276,location 1094,0
4309,location 1008,0
9008,location 1042,0
9647,location 1030,0
14958,location 473,0
14390,location 876,1
13382,location 1020,2
3004,location 768,0
16040,location 779,1
14970,location 395,2
4673,location 794,0
15589,location 495,0
5265,location 663,0
10202,location 700,1
15456,location 684,2
16376,location 684,0
18150,location 810,0
3904,location 845,1
4825,location 300,0
2405,location 1063,0
5573,location 823,1
11877,location 466,0
10860,location 475,0
13732,location 1066,0
3647,location 155,0
869,location 282,0
4288,location 1070,0
15401,location 133,0
766,location 181,0
3548,location 131,1
13414,location 763,0
7585,location 1008,1
5448,location 529,0
6018,location 830,0
13331,location 896,0
18451,location 1107,0
13371,location 763,2
18029,location 798,1
2274,location 1034,0
13399,location 814,0
8862,location 527,0
12005,location 850,1
11527,location 763,2
3674,location 1050,2
11197,location 480,0
2824,location 793,0
7369,location 778,1
4865,location 116,0
12596,location 218,0
5828,location 732,0
11472,location 821,0
3480,location 133,0
199,location 126,0
9737,location 130,1
18484,location 535,1
17627,location 1018,0
1421,location 653,2
9302,location 485,0
9925,location 8,0
11766,location 1008,0
5742,location 704,0
1337,location 128,0
9475,location 314,0
15199,location 885,0
13178,location 7,0
10518,location 1034,0
6688,location 1086,1
18399,location 1014,2
8253,location 157,0
3782,location 619,1
11746,location 984,1
17498,location 810,1
16581,location 467,0
3228,location 806,0
2736,location 371,0
7210,location 699,0
15712,location 485,0
1379,location 1095,0
3234,location 1031,1
5359,location 995,2
9217,location 814,0
184,location 995,1
11419,location 734,0
5866,location 1052,1
8830,location 471,0
5871,location 1086,1
16673,location 976,0
16557,location 793,0
11096,location 17,0
11348,location 702,1
13468,location 497,0
12897,location 246,0
14516,location 899,1
8072,location 798,1
4013,location 36,0
11823,location 244,0
1771,location 864,2
4781,location 221,0
4785,location 266,1
11245,location 673,0
5266,location 122,0
13977,location 508,0
10996,location 778,2
1814,location 894,0
9250,location 1046,1
14023,location 448,0
4966,location 488,0
9932,location 425,0
5207,location 627,1
14985,location 851,1
8049,location 465,0
238,location 810,0
2823,location 299,0
12289,location 122,0
16890,location 128,0
15445,location 1048,0
11907,location 515,0
1740,location 476,0
3727,location 734,2
6341,location 938,1
10445,location 1007,0
4180,location 324,0
5014,location 353,0
4116,location 244,0
9453,location 149,0
17937,location 878,0
16616,location 122,0
12564,location 996,1
16426,location 1052,2
11534,location 921,1
13427,location 440,0
8593,location 242,0
7804,location 1078,0
12029,location 742,0
11340,location 497,0
14863,location 243,0
14441,location 744,1
12714,location 964,1
8968,location 228,0
4941,location 1014,1
1572,location 208,0
3974,location 103,0
11772,location 810,2
14391,location 690,0
1988,location 825,1
14618,location 896,0
12241,location 425,1
9402,location 609,1
6185,location 1099,0
6127,location 483,0
16178,location 584,0
18161,location 696,0
7424,location 521,0
11105,location 600,0
5641,location 684,2
10411,location 744,1
413,location 944,1
3215,location 821,0
17267,location 532,0
6099,location 446,0
1534,location 399,0
13631,location 734,0
10361,location 300,0
13959,location 604,0
408,location 232,0
17375,location 520,0
10994,location 619,0
3454,location 1044,0
9875,location 518,0
17538,location 1107,2
1501,location 322,1
5521,location 145,0
16305,location 944,0
13935,location 945,0
1570,location 990,1
11157,location 735,0
17783,location 527,0
16121,location 805,0
1218,location 496,0
15598,location 653,0
2653,location 100,0
13267,location 704,0
11853,location 704,1
17182,location 460,1
5874,location 1055,0
3136,location 821,2
7435,location 1100,2
9775,location 285,0
10624,location 442,0
12942,location 479,0
7099,location 57,0
17010,location 474,0
10182,location 741,0
15986,location 1086,2
18373,location 706,1
10833,location 184,1
9367,location 378,0
1714,location 518,0
6675,location 896,0
17531,location 181,0
4167,location 943,0
8625,location 714,1
5665,location 707,0
17300,location 322,0
12941,location 599,2
4200,location 684,1
1858,location 1050,1
13276,location 369,0
15835,location 902,0
16118,location 91,0
1357,location 414,1
16912,location 932,0
17812,location 1006,0
16844,location 124,0
10074,location 211,1
15238,location 373,0
6732,location 1089,0
18298,location 976,0
9837,location 823,1
12159,location 692,1
11924,location 270,0
11926,location 737,0
8295,location 314,0
18108,location 392,0
17151,location 814,0
5168,location 834,0
104,location 821,2
9246,location 506,0
17642,location 367,1
16756,location 744,0
5113,location 899,0
3859,location 159,1
13947,location 641,2
6206,location 118,0
9385,location 252,1
6084,location 320,1
3047,location 477,0
4363,location 507,0
5476,location 1019,2
15915,location 821,0
2859,location 130,1
2055,location 1056,0
13235,location 696,0
12475,location 155,0
10430,location 468,0
8875,location 1033,1
2684,location 484,0
11963,location 1098,0
10382,location 474,0
17934,location 599,0
780,location 228,1
11640,location 471,0
10805,location 509,0
7211,location 798,0
1451,location 891,0
13295,location 831,1
302,location 91,1
3118,location 707,0
9727,location 102,0
4523,location 246,0
8122,location 1024,0
8469,location 122,0
1324,location 609,0
17127,location 519,0
14043,location 484,0
991,location 946,0
16269,location 175,0
1418,location 1099,1
2308,location 885,2
12969,location 976,1
2177,location 1107,1
13908,location 823,0
5658,location 834,2
7243,location 485,0
9637,location 990,0
9654,location 995,2
16396,location 742,0
1620,location 976,1
14588,location 742,0
6534,location 672,0
5837,location 816,0
12414,location 141,1
17171,location 242,0
7319,location 1031,1
16131,location 893,0
11964,location 638,2
10577,location 149,0
18507,location 429,0
16841,location 477,0
4631,location 497,0
6839,location 763,1
16370,location 950,1
11697,location 118,0
1718,location 1008,1
3793,location 955,0
9400,location 126,0
18055,location 821,0
4835,location 508,0
11293,location 793,0
12272,location 298,1
10137,location 1019,1
16888,location 258,0
11260,location 834,2
13462,location 495,0
14947,location 242,0
5679,location 707,0
16537,location 467,0
17203,location 282,0
15924,location 613,0
4177,location 821,2
9636,location 123,0
4249,location 1026,0
2444,location 508,0
17338,location 1061,2
6742,location 899,0
12283,location 944,1
18270,location 644,1
16201,location 809,0
373,location 834,2
159,location 600,2
16360,location 476,0
12221,location 159,0
3054,location 1050,0
10962,location 73,1
11775,location 845,2
9070,location 584,0
13559,location 644,0
11210,location 658,0
3057,location 466,0
4437,location 122,0
3445,location 352,1
1674,location 1050,1
17313,location 344,0
5894,location 878,0
7989,location 584,0
8119,location 613,2
6561,location 976,2
1902,location 1113,1
1936,location 298,0
16495,location 849,0
6362,location 942,1
9187,location 505,0
10346,location 326,1
1438,location 37,1
13517,location 157,0
10961,location 1096,0
18048,location 239,1
7396,location 149,0
7123,location 1052,2
12199,location 931,0
9641,location 294,1
2756,location 1053,1
10830,location 496,0
2306,location 485,0
4044,location 826,0
2592,location 834,2
5478,location 810,0
18063,location 496,0
9803,location 124,0
11653,location 1018,0
7672,location 501,0
4503,location 783,0
18530,location 756,0
2980,location 839,0
17273,location 789,1
11786,location 478,0
1742,location 507,0
549,location 495,0
18204,location 184,1
7464,location 268,1
18168,location 120,1
12370,location 602,0
4836,location 895,2
14079,location 130,1
14353,location 763,0
10110,location 1008,2
7373,location 921,1
6995,location 734,2
16995,location 509,0
6546,location 467,0
17965,location 881,0
9109,location 618,1
17989,location 409,0
6514,location 786,1
3636,location 242,0
6459,location 765,0
1547,location 91,0
8777,location 133,0
9969,location 484,0
14280,location 794,0
5880,location 1044,0
13866,location 145,0
17443,location 1086,2
14217,location 1052,0
15217,location 468,0
14239,location 810,0
2312,location 592,1
11205,location 899,1
4032,location 1044,0
16916,location 1107,2
2768,location 67,0
2615,location 798,2
9838,location 471,0
5213,location 465,0
8719,location 252,0
14892,location 522,0
10220,location 462,0
14764,location 797,2
14936,location 496,0
5343,location 457,0
6398,location 165,0
4904,location 560,2
989,location 38,1
10374,location 744,0
10636,location 808,0
17213,location 653,1
7578,location 914,0
13756,location 810,2
2424,location 1072,0
5147,location 962,1
447,location 446,0
8569,location 127,0
11145,location 995,2
6373,location 475,0
8095,location 162,0
7287,location 836,0
17842,location 891,0
9962,location 1042,0
4132,location 479,0
16189,location 9,0
15334,location 460,0
12759,location 380,0
11795,location 798,0
5274,location 163,1
1523,location 742,0
14827,location 763,1
4754,location 883,0
10580,location 1060,0
9944,location 1026,1
14044,location 962,1
5138,location 790,1
11759,location 507,0
391,location 149,0
9964,location 389,0
18400,location 432,1
3320,location 313,0
15626,location 1017,1
11189,location 1019,2
12712,location 418,0
13189,location 687,0
14439,location 1019,2
8735,location 903,0
4839,location 342,1
292,location 242,0
16661,location 453,0
8008,location 325,0
14075,location 489,0
13504,location 600,0
5135,location 745,1
16906,location 653,2
10294,location 600,2
10353,location 481,0
10032,location 311,1
13572,location 283,0
17410,location 1051,2
7368,location 976,0
15287,location 1015,0
856,location 330,1
16637,location 473,0
9949,location 282,1
14728,location 893,0
2952,location 522,0
