id,severity_type
9447,severity_type 2
11418,severity_type 2
8305,severity_type 2
274,severity_type 2
4393,severity_type 2
16897,severity_type 2
8710,severity_type 2
1021,severity_type 2
16871,severity_type 2
6280,severity_type 2
16397,severity_type 2
8549,severity_type 2
11777,severity_type 2
3720,severity_type 2
3101,severity_type 2
7694,severity_type 2
10194,severity_type 2
11507,severity_type 2
10414,severity_type 2
5152,severity_type 2
14083,severity_type 2
15167,severity_type 2
1003,severity_type 2
11695,severity_type 2
15186,severity_type 2
13738,severity_type 2
10853,severity_type 2
4736,severity_type 2
12412,severity_type 2
5664,severity_type 2
10847,severity_type 2
5467,severity_type 2
1115,severity_type 2
3653,severity_type 2
13735,severity_type 2
2775,severity_type 2
16592,severity_type 2
10737,severity_type 2
14756,severity_type 2
786,severity_type 2
17570,severity_type 2
2259,severity_type 2
4456,severity_type 2
11823,severity_type 2
2469,severity_type 2
13259,severity_type 2
1564,severity_type 2
14268,severity_type 2
10620,severity_type 2
3463,severity_type 2
15379,severity_type 2
9273,severity_type 2
16485,severity_type 2
8256,severity_type 2
5031,severity_type 2
15042,severity_type 2
3126,severity_type 2
15051,severity_type 2
7915,severity_type 2
6432,severity_type 2
11665,severity_type 2
2596,severity_type 2
8437,severity_type 2
16730,severity_type 2
1239,severity_type 2
11888,severity_type 2
17076,severity_type 2
9934,severity_type 2
4921,severity_type 2
16840,severity_type 2
12350,severity_type 2
15856,severity_type 2
8904,severity_type 2
3542,severity_type 2
12911,severity_type 2
405,severity_type 2
13566,severity_type 2
5795,severity_type 2
10967,severity_type 2
14480,severity_type 2
236,severity_type 2
9027,severity_type 2
11906,severity_type 2
6097,severity_type 2
12558,severity_type 2
14173,severity_type 4
5293,severity_type 2
10746,severity_type 2
4864,severity_type 2
9346,severity_type 2
5620,severity_type 2
8502,severity_type 2
16383,severity_type 2
2969,severity_type 2
4498,severity_type 2
9830,severity_type 2
1584,severity_type 1
4523,severity_type 2
9861,severity_type 4
1700,severity_type 2
2988,severity_type 1
12033,severity_type 2
1090,severity_type 2
9595,severity_type 4
1266,severity_type 2
14250,severity_type 2
16936,severity_type 2
12897,severity_type 2
6751,severity_type 2
12476,severity_type 1
7661,severity_type 2
10616,severity_type 2
16180,severity_type 2
18134,severity_type 1
6504,severity_type 2
16172,severity_type 1
2203,severity_type 2
3317,severity_type 2
1959,severity_type 4
14290,severity_type 1
15374,severity_type 2
2675,severity_type 2
16207,severity_type 1
6871,severity_type 2
9381,severity_type 2
12705,severity_type 2
13474,severity_type 2
10705,severity_type 2
12760,severity_type 2
13830,severity_type 2
4896,severity_type 1
16238,severity_type 4
9697,severity_type 1
3345,severity_type 2
666,severity_type 1
11409,severity_type 2
2231,severity_type 2
4763,severity_type 1
13025,severity_type 2
13624,severity_type 1
7911,severity_type 2
6368,severity_type 2
5061,severity_type 1
10362,severity_type 4
3721,severity_type 1
12177,severity_type 2
931,severity_type 4
2911,severity_type 2
7475,severity_type 1
13985,severity_type 2
6915,severity_type 1
15243,severity_type 1
15671,severity_type 2
4370,severity_type 1
1154,severity_type 1
8719,severity_type 2
12195,severity_type 4
17928,severity_type 1
9385,severity_type 2
943,severity_type 4
15822,severity_type 1
9606,severity_type 4
7724,severity_type 2
18514,severity_type 2
1725,severity_type 1
7392,severity_type 2
7649,severity_type 1
7430,severity_type 2
9494,severity_type 1
3503,severity_type 2
497,severity_type 2
89,severity_type 4
10198,severity_type 2
3068,severity_type 1
16001,severity_type 2
6810,severity_type 2
968,severity_type 1
718,severity_type 2
9942,severity_type 2
13422,severity_type 2
8660,severity_type 2
8014,severity_type 2
6145,severity_type 2
5390,severity_type 2
6933,severity_type 2
17518,severity_type 2
8340,severity_type 2
13924,severity_type 2
18101,severity_type 2
12632,severity_type 2
2934,severity_type 2
12726,severity_type 2
3578,severity_type 2
12820,severity_type 2
8092,severity_type 4
432,severity_type 2
7252,severity_type 2
5238,severity_type 2
7587,severity_type 2
11635,severity_type 2
6953,severity_type 2
16969,severity_type 4
3513,severity_type 2
17164,severity_type 2
6908,severity_type 2
1792,severity_type 4
6350,severity_type 1
4077,severity_type 2
5331,severity_type 2
4003,severity_type 2
17836,severity_type 2
11228,severity_type 2
5596,severity_type 2
6100,severity_type 2
9465,severity_type 2
10915,severity_type 2
14225,severity_type 4
18259,severity_type 2
12890,severity_type 2
14330,severity_type 2
2671,severity_type 2
10587,severity_type 2
2901,severity_type 1
13749,severity_type 1
23,severity_type 2
9616,severity_type 2
11638,severity_type 4
16358,severity_type 1
16749,severity_type 2
7822,severity_type 2
10299,severity_type 1
14587,severity_type 4
17772,severity_type 1
154,severity_type 2
330,severity_type 2
3342,severity_type 4
14640,severity_type 1
11490,severity_type 1
17327,severity_type 1
4780,severity_type 2
16888,severity_type 4
2762,severity_type 1
17234,severity_type 2
10834,severity_type 1
9209,severity_type 1
13050,severity_type 4
9634,severity_type 4
3224,severity_type 1
15877,severity_type 4
6518,severity_type 1
9936,severity_type 1
17281,severity_type 4
6430,severity_type 2
7456,severity_type 1
11084,severity_type 1
9144,severity_type 2
15235,severity_type 2
1238,severity_type 1
9741,severity_type 1
3443,severity_type 2
12083,severity_type 2
16833,severity_type 1
5354,severity_type 2
9418,severity_type 1
6015,severity_type 1
1575,severity_type 1
18512,severity_type 2
115,severity_type 2
17919,severity_type 1
1605,severity_type 1
9698,severity_type 4
5581,severity_type 4
7482,severity_type 2
10792,severity_type 1
14161,severity_type 2
3515,severity_type 1
10075,severity_type 4
9816,severity_type 1
4213,severity_type 2
2445,severity_type 2
12410,severity_type 4
16831,severity_type 2
8088,severity_type 2
9948,severity_type 2
8131,severity_type 2
12210,severity_type 2
1476,severity_type 4
4785,severity_type 2
16389,severity_type 4
4234,severity_type 2
14503,severity_type 2
13193,severity_type 2
2682,severity_type 2
12218,severity_type 2
1537,severity_type 2
12430,severity_type 2
9265,severity_type 1
17367,severity_type 2
18468,severity_type 1
7442,severity_type 2
426,severity_type 2
13128,severity_type 4
9427,severity_type 4
4455,severity_type 2
4996,severity_type 2
6502,severity_type 4
10225,severity_type 2
3956,severity_type 1
7464,severity_type 2
2678,severity_type 4
13311,severity_type 2
16607,severity_type 2
5159,severity_type 2
13125,severity_type 2
4726,severity_type 2
14379,severity_type 2
13508,severity_type 2
9355,severity_type 4
9712,severity_type 2
17726,severity_type 4
16570,severity_type 4
2004,severity_type 4
15355,severity_type 5
7215,severity_type 2
11392,severity_type 2
8949,severity_type 1
3577,severity_type 2
5132,severity_type 2
3318,severity_type 2
10541,severity_type 2
9814,severity_type 2
3704,severity_type 2
15717,severity_type 2
3677,severity_type 4
4528,severity_type 2
15932,severity_type 2
12024,severity_type 2
3103,severity_type 2
10153,severity_type 2
7887,severity_type 2
4483,severity_type 2
5151,severity_type 2
1648,severity_type 2
11924,severity_type 2
4297,severity_type 2
8421,severity_type 2
13061,severity_type 2
13980,severity_type 4
8073,severity_type 2
3301,severity_type 2
5546,severity_type 4
5778,severity_type 4
3627,severity_type 2
17808,severity_type 2
17147,severity_type 2
12973,severity_type 2
18235,severity_type 2
6245,severity_type 2
230,severity_type 2
8609,severity_type 2
15774,severity_type 2
12455,severity_type 2
1433,severity_type 2
10673,severity_type 2
15038,severity_type 4
9069,severity_type 4
17355,severity_type 2
14054,severity_type 2
17604,severity_type 2
17186,severity_type 2
13418,severity_type 4
1949,severity_type 2
13933,severity_type 2
5729,severity_type 4
2776,severity_type 4
1214,severity_type 2
3773,severity_type 2
15269,severity_type 2
15286,severity_type 2
8172,severity_type 4
918,severity_type 2
12492,severity_type 2
2319,severity_type 1
13114,severity_type 2
3662,severity_type 2
14176,severity_type 1
12491,severity_type 1
14742,severity_type 4
9282,severity_type 2
1577,severity_type 1
1524,severity_type 2
5189,severity_type 4
11511,severity_type 4
745,severity_type 2
9734,severity_type 2
3669,severity_type 4
11667,severity_type 1
4745,severity_type 1
4114,severity_type 1
8825,severity_type 1
14193,severity_type 2
2686,severity_type 1
10804,severity_type 1
6155,severity_type 4
13445,severity_type 1
13677,severity_type 2
5094,severity_type 1
14015,severity_type 2
16110,severity_type 4
15061,severity_type 2
7849,severity_type 4
9348,severity_type 2
14658,severity_type 1
7516,severity_type 2
16529,severity_type 2
9349,severity_type 2
17546,severity_type 2
3809,severity_type 4
11918,severity_type 2
3642,severity_type 4
6238,severity_type 2
13610,severity_type 1
8656,severity_type 4
3817,severity_type 2
1244,severity_type 2
3346,severity_type 2
18262,severity_type 1
15782,severity_type 2
16458,severity_type 2
8221,severity_type 2
6338,severity_type 2
4739,severity_type 2
5793,severity_type 2
18233,severity_type 2
12774,severity_type 2
11484,severity_type 2
15419,severity_type 4
11064,severity_type 2
1818,severity_type 2
18548,severity_type 2
16182,severity_type 2
15230,severity_type 1
13778,severity_type 1
13619,severity_type 1
8748,severity_type 2
1124,severity_type 2
9498,severity_type 1
7942,severity_type 2
11049,severity_type 1
16955,severity_type 2
500,severity_type 4
10257,severity_type 2
14497,severity_type 2
4199,severity_type 2
3297,severity_type 2
12742,severity_type 2
4565,severity_type 2
12600,severity_type 2
17503,severity_type 2
11077,severity_type 2
14116,severity_type 1
17485,severity_type 1
4638,severity_type 2
10656,severity_type 2
17203,severity_type 4
12300,severity_type 2
11296,severity_type 2
16565,severity_type 2
4086,severity_type 4
12793,severity_type 1
14421,severity_type 4
18212,severity_type 2
5357,severity_type 2
4246,severity_type 4
9949,severity_type 2
6045,severity_type 2
12306,severity_type 2
16188,severity_type 2
2245,severity_type 4
10302,severity_type 2
16830,severity_type 2
9433,severity_type 1
12415,severity_type 2
16183,severity_type 2
6477,severity_type 2
10251,severity_type 2
259,severity_type 4
869,severity_type 4
7189,severity_type 1
13572,severity_type 2
15511,severity_type 2
3029,severity_type 2
7982,severity_type 4
9763,severity_type 4
9297,severity_type 2
16484,severity_type 2
13719,severity_type 4
12787,severity_type 2
16316,severity_type 2
10232,severity_type 1
7986,severity_type 2
15363,severity_type 4
10352,severity_type 2
10623,severity_type 2
2429,severity_type 2
13697,severity_type 2
15194,severity_type 2
15918,severity_type 2
2875,severity_type 2
10787,severity_type 2
12940,severity_type 2
1290,severity_type 4
3597,severity_type 1
10507,severity_type 2
14375,severity_type 1
9914,severity_type 1
61,severity_type 2
5166,severity_type 4
13264,severity_type 2
5900,severity_type 4
16975,severity_type 1
9775,severity_type 2
9872,severity_type 1
10723,severity_type 1
3222,severity_type 1
7263,severity_type 4
9183,severity_type 2
14966,severity_type 4
3552,severity_type 1
10706,severity_type 2
12827,severity_type 2
16219,severity_type 2
1752,severity_type 2
17496,severity_type 1
17315,severity_type 1
6120,severity_type 1
13120,severity_type 1
17766,severity_type 1
572,severity_type 2
2366,severity_type 1
2297,severity_type 2
12998,severity_type 2
920,severity_type 2
9072,severity_type 2
1672,severity_type 2
11702,severity_type 2
7873,severity_type 1
9927,severity_type 1
4807,severity_type 2
5990,severity_type 2
13319,severity_type 1
7241,severity_type 4
9086,severity_type 1
15457,severity_type 1
18033,severity_type 4
1336,severity_type 4
3527,severity_type 2
14338,severity_type 2
8301,severity_type 2
18286,severity_type 1
7800,severity_type 2
12955,severity_type 2
11521,severity_type 2
13037,severity_type 2
5883,severity_type 2
13471,severity_type 1
14671,severity_type 1
1013,severity_type 1
4129,severity_type 1
518,severity_type 1
502,severity_type 1
16435,severity_type 1
2415,severity_type 4
9904,severity_type 2
16862,severity_type 4
14417,severity_type 1
2935,severity_type 4
10274,severity_type 1
11678,severity_type 1
13118,severity_type 2
1809,severity_type 2
8492,severity_type 1
13555,severity_type 2
1099,severity_type 2
5378,severity_type 4
7767,severity_type 2
16276,severity_type 2
41,severity_type 2
17224,severity_type 4
6071,severity_type 2
14955,severity_type 2
3469,severity_type 2
7441,severity_type 2
12639,severity_type 2
2304,severity_type 2
4004,severity_type 2
3862,severity_type 2
5648,severity_type 2
326,severity_type 2
5762,severity_type 2
8086,severity_type 2
11433,severity_type 2
7539,severity_type 2
162,severity_type 2
6177,severity_type 2
7523,severity_type 2
7229,severity_type 2
3093,severity_type 2
4981,severity_type 2
2309,severity_type 2
3444,severity_type 4
14298,severity_type 4
1733,severity_type 2
9102,severity_type 2
14769,severity_type 2
17015,severity_type 4
13727,severity_type 2
18264,severity_type 2
15056,severity_type 2
356,severity_type 1
16684,severity_type 1
164,severity_type 1
12730,severity_type 4
15623,severity_type 2
16708,severity_type 2
8568,severity_type 2
14871,severity_type 2
13557,severity_type 2
2433,severity_type 4
18385,severity_type 2
9659,severity_type 2
1734,severity_type 2
10151,severity_type 2
17303,severity_type 4
9641,severity_type 2
12144,severity_type 2
5006,severity_type 2
9211,severity_type 2
2367,severity_type 2
13802,severity_type 1
17788,severity_type 2
18241,severity_type 4
4882,severity_type 2
245,severity_type 1
5582,severity_type 1
13275,severity_type 4
4802,severity_type 2
9054,severity_type 2
7795,severity_type 2
12964,severity_type 2
10365,severity_type 2
18054,severity_type 2
6782,severity_type 1
9248,severity_type 4
1853,severity_type 4
2868,severity_type 2
8778,severity_type 2
12623,severity_type 4
10891,severity_type 2
12917,severity_type 2
15726,severity_type 2
16428,severity_type 1
285,severity_type 1
4322,severity_type 4
15080,severity_type 1
4659,severity_type 2
9525,severity_type 2
8614,severity_type 2
15759,severity_type 2
7069,severity_type 2
9388,severity_type 4
12272,severity_type 2
12028,severity_type 2
7100,severity_type 2
17266,severity_type 2
4371,severity_type 2
7870,severity_type 2
11523,severity_type 4
8526,severity_type 4
12435,severity_type 2
16734,severity_type 2
13027,severity_type 2
1936,severity_type 2
11047,severity_type 2
13992,severity_type 2
278,severity_type 2
11575,severity_type 2
16246,severity_type 2
2887,severity_type 2
5858,severity_type 2
2328,severity_type 2
14959,severity_type 2
2823,severity_type 2
3347,severity_type 2
12583,severity_type 2
12310,severity_type 1
3751,severity_type 1
7956,severity_type 1
4433,severity_type 1
17791,severity_type 1
16767,severity_type 1
14686,severity_type 1
6192,severity_type 1
1302,severity_type 2
2827,severity_type 1
10361,severity_type 1
1412,severity_type 2
8448,severity_type 2
43,severity_type 2
14159,severity_type 4
14372,severity_type 2
9154,severity_type 2
5024,severity_type 2
3169,severity_type 2
4825,severity_type 2
2032,severity_type 4
4909,severity_type 2
12242,severity_type 4
12907,severity_type 2
6512,severity_type 4
11621,severity_type 4
11666,severity_type 2
17956,severity_type 2
8258,severity_type 2
10779,severity_type 2
6845,severity_type 2
5985,severity_type 2
9832,severity_type 2
7032,severity_type 2
16658,severity_type 2
12930,severity_type 2
16265,severity_type 2
3416,severity_type 2
8344,severity_type 2
10619,severity_type 2
1410,severity_type 2
16061,severity_type 1
16523,severity_type 1
559,severity_type 4
17084,severity_type 4
16849,severity_type 1
11987,severity_type 1
4538,severity_type 1
11573,severity_type 2
7564,severity_type 2
13644,severity_type 4
7449,severity_type 2
8439,severity_type 1
2318,severity_type 1
12703,severity_type 1
2151,severity_type 2
4668,severity_type 1
3042,severity_type 4
5231,severity_type 4
5424,severity_type 2
18329,severity_type 4
2060,severity_type 1
5403,severity_type 1
11541,severity_type 2
5505,severity_type 4
4518,severity_type 2
15898,severity_type 2
17428,severity_type 2
15893,severity_type 1
8916,severity_type 2
4090,severity_type 1
4567,severity_type 1
4749,severity_type 1
1892,severity_type 4
5435,severity_type 2
10863,severity_type 2
1042,severity_type 2
9633,severity_type 2
11040,severity_type 2
1158,severity_type 1
4182,severity_type 4
13497,severity_type 1
11689,severity_type 2
5432,severity_type 2
4980,severity_type 1
14973,severity_type 1
11716,severity_type 2
11733,severity_type 2
15651,severity_type 2
17504,severity_type 1
11984,severity_type 2
10384,severity_type 2
13858,severity_type 2
10031,severity_type 1
7393,severity_type 4
9590,severity_type 2
6786,severity_type 2
6107,severity_type 4
74,severity_type 2
10032,severity_type 4
2708,severity_type 1
11940,severity_type 4
5849,severity_type 2
13316,severity_type 4
8781,severity_type 2
10101,severity_type 2
410,severity_type 2
5511,severity_type 2
16920,severity_type 2
13554,severity_type 4
15975,severity_type 2
15393,severity_type 2
6304,severity_type 2
14104,severity_type 2
8894,severity_type 2
12007,severity_type 2
16550,severity_type 2
5550,severity_type 2
2879,severity_type 1
734,severity_type 2
3320,severity_type 2
958,severity_type 2
6797,severity_type 2
703,severity_type 2
9365,severity_type 2
8822,severity_type 2
13649,severity_type 2
14024,severity_type 2
811,severity_type 2
9475,severity_type 1
9665,severity_type 2
17030,severity_type 1
15015,severity_type 2
8244,severity_type 2
1741,severity_type 2
11649,severity_type 2
1874,severity_type 2
7979,severity_type 2
6256,severity_type 2
5226,severity_type 1
13675,severity_type 2
10821,severity_type 4
5786,severity_type 4
4321,severity_type 2
10579,severity_type 2
12444,severity_type 2
9645,severity_type 2
10862,severity_type 2
1287,severity_type 2
6804,severity_type 2
8295,severity_type 1
11214,severity_type 4
3030,severity_type 1
7091,severity_type 2
14596,severity_type 2
8238,severity_type 2
1223,severity_type 2
13133,severity_type 2
14144,severity_type 2
13437,severity_type 2
12292,severity_type 2
4383,severity_type 1
2665,severity_type 2
13782,severity_type 1
12779,severity_type 2
14386,severity_type 1
9791,severity_type 2
10709,severity_type 2
12659,severity_type 1
16195,severity_type 1
14231,severity_type 2
17613,severity_type 2
3489,severity_type 2
5601,severity_type 1
3033,severity_type 2
11014,severity_type 2
1077,severity_type 2
644,severity_type 2
12870,severity_type 1
185,severity_type 1
3160,severity_type 2
6650,severity_type 2
4914,severity_type 2
14556,severity_type 1
8664,severity_type 2
14137,severity_type 2
7154,severity_type 1
483,severity_type 2
9389,severity_type 2
3728,severity_type 4
18171,severity_type 2
10565,severity_type 4
15263,severity_type 1
8265,severity_type 2
13816,severity_type 5
7993,severity_type 1
9759,severity_type 1
6661,severity_type 1
639,severity_type 1
16253,severity_type 1
15044,severity_type 1
6434,severity_type 1
6271,severity_type 1
8918,severity_type 1
4779,severity_type 5
7378,severity_type 1
10725,severity_type 1
8287,severity_type 2
6084,severity_type 2
14266,severity_type 1
641,severity_type 2
17387,severity_type 4
15795,severity_type 2
161,severity_type 2
4023,severity_type 2
1750,severity_type 1
10752,severity_type 2
6761,severity_type 1
17300,severity_type 2
14204,severity_type 2
4627,severity_type 1
9226,severity_type 2
335,severity_type 2
2345,severity_type 2
576,severity_type 2
17662,severity_type 2
7320,severity_type 2
13476,severity_type 1
3096,severity_type 2
12160,severity_type 4
11170,severity_type 4
1501,severity_type 2
8766,severity_type 2
11250,severity_type 2
16631,severity_type 2
18240,severity_type 2
3039,severity_type 1
7342,severity_type 2
12027,severity_type 2
2038,severity_type 2
10965,severity_type 2
15136,severity_type 2
15066,severity_type 2
4180,severity_type 2
6229,severity_type 2
14981,severity_type 2
10311,severity_type 2
3363,severity_type 2
512,severity_type 2
12617,severity_type 4
17391,severity_type 2
12047,severity_type 2
8928,severity_type 2
7793,severity_type 2
6048,severity_type 4
15002,severity_type 1
6907,severity_type 1
14235,severity_type 2
6286,severity_type 1
4289,severity_type 2
2294,severity_type 2
17682,severity_type 2
7072,severity_type 2
2391,severity_type 2
2551,severity_type 2
4017,severity_type 4
8167,severity_type 2
1975,severity_type 2
1416,severity_type 4
7623,severity_type 4
15859,severity_type 2
6866,severity_type 2
7120,severity_type 1
249,severity_type 2
15109,severity_type 4
16114,severity_type 1
8008,severity_type 1
4270,severity_type 2
17048,severity_type 1
13355,severity_type 2
2098,severity_type 2
8686,severity_type 1
15607,severity_type 1
12619,severity_type 4
12118,severity_type 2
11641,severity_type 2
4626,severity_type 2
5351,severity_type 4
15115,severity_type 2
2778,severity_type 4
9679,severity_type 4
1032,severity_type 2
14481,severity_type 2
16080,severity_type 4
5622,severity_type 2
2657,severity_type 2
8977,severity_type 2
5840,severity_type 2
14879,severity_type 2
8061,severity_type 4
444,severity_type 2
9312,severity_type 4
1887,severity_type 2
3376,severity_type 2
15262,severity_type 2
10346,severity_type 2
13628,severity_type 2
13283,severity_type 2
5812,severity_type 4
12134,severity_type 4
10000,severity_type 2
8867,severity_type 2
11175,severity_type 2
152,severity_type 1
8737,severity_type 2
8387,severity_type 4
13286,severity_type 4
11310,severity_type 2
14905,severity_type 2
17739,severity_type 2
3014,severity_type 4
12672,severity_type 4
15527,severity_type 2
11333,severity_type 2
12733,severity_type 2
5496,severity_type 4
9373,severity_type 1
7561,severity_type 4
6717,severity_type 1
6944,severity_type 4
6772,severity_type 4
15237,severity_type 5
13389,severity_type 1
10499,severity_type 4
9677,severity_type 1
14869,severity_type 2
5996,severity_type 2
3240,severity_type 2
8484,severity_type 1
856,severity_type 2
1673,severity_type 1
7689,severity_type 2
3690,severity_type 1
2251,severity_type 4
12945,severity_type 1
14610,severity_type 4
8547,severity_type 2
8341,severity_type 1
371,severity_type 1
14257,severity_type 2
6,severity_type 2
10870,severity_type 1
12795,severity_type 2
8795,severity_type 2
1028,severity_type 1
8550,severity_type 4
18315,severity_type 2
5127,severity_type 4
10451,severity_type 4
10309,severity_type 4
17094,severity_type 4
16000,severity_type 2
3217,severity_type 1
15930,severity_type 4
6059,severity_type 2
9251,severity_type 1
3835,severity_type 2
4584,severity_type 4
8932,severity_type 4
18420,severity_type 4
12906,severity_type 2
13006,severity_type 4
9850,severity_type 4
6481,severity_type 2
6039,severity_type 2
16033,severity_type 1
11932,severity_type 4
17467,severity_type 2
18461,severity_type 1
11431,severity_type 1
2106,severity_type 1
4031,severity_type 1
1815,severity_type 1
7971,severity_type 1
1923,severity_type 1
2611,severity_type 1
1905,severity_type 2
2625,severity_type 2
2122,severity_type 2
15019,severity_type 4
2218,severity_type 2
15114,severity_type 2
11731,severity_type 2
11052,severity_type 4
12966,severity_type 2
18430,severity_type 2
16699,severity_type 2
13898,severity_type 2
9855,severity_type 2
12120,severity_type 2
5751,severity_type 2
10496,severity_type 4
12921,severity_type 2
9128,severity_type 1
13109,severity_type 2
11383,severity_type 1
8306,severity_type 4
4839,severity_type 2
6400,severity_type 2
16780,severity_type 2
11167,severity_type 4
8833,severity_type 2
14089,severity_type 1
4982,severity_type 2
15444,severity_type 2
195,severity_type 1
6755,severity_type 4
9793,severity_type 2
15443,severity_type 1
16322,severity_type 1
9708,severity_type 2
2965,severity_type 1
1172,severity_type 2
5579,severity_type 2
16271,severity_type 1
8424,severity_type 2
5123,severity_type 2
669,severity_type 2
11598,severity_type 2
5313,severity_type 2
3340,severity_type 4
17313,severity_type 2
630,severity_type 2
351,severity_type 2
17451,severity_type 1
14693,severity_type 1
8948,severity_type 2
10876,severity_type 2
6930,severity_type 2
9493,severity_type 2
1490,severity_type 1
17886,severity_type 2
11223,severity_type 2
5903,severity_type 2
16531,severity_type 2
3305,severity_type 4
12223,severity_type 2
5760,severity_type 2
3168,severity_type 2
10843,severity_type 1
9143,severity_type 1
13410,severity_type 2
109,severity_type 1
1764,severity_type 2
1108,severity_type 1
6673,severity_type 2
13058,severity_type 4
892,severity_type 2
5246,severity_type 4
13374,severity_type 2
2710,severity_type 2
671,severity_type 4
17444,severity_type 4
2478,severity_type 2
18478,severity_type 2
171,severity_type 2
16583,severity_type 1
10955,severity_type 2
4818,severity_type 2
10007,severity_type 2
12038,severity_type 2
6576,severity_type 2
5394,severity_type 1
7735,severity_type 2
6322,severity_type 1
9151,severity_type 1
2249,severity_type 1
11923,severity_type 2
14526,severity_type 1
10884,severity_type 2
15020,severity_type 1
9431,severity_type 4
18516,severity_type 2
4519,severity_type 4
10154,severity_type 2
13086,severity_type 1
13713,severity_type 2
9437,severity_type 2
13090,severity_type 2
6864,severity_type 1
16535,severity_type 1
17834,severity_type 1
10355,severity_type 1
3445,severity_type 1
9343,severity_type 2
6116,severity_type 1
14117,severity_type 1
7095,severity_type 1
281,severity_type 2
17559,severity_type 1
11652,severity_type 2
15378,severity_type 2
5014,severity_type 2
10529,severity_type 2
13242,severity_type 2
12433,severity_type 2
15905,severity_type 2
18504,severity_type 2
1991,severity_type 2
10491,severity_type 2
1664,severity_type 2
14340,severity_type 4
2007,severity_type 2
11386,severity_type 2
5137,severity_type 1
15605,severity_type 1
15254,severity_type 2
7041,severity_type 1
15422,severity_type 1
6239,severity_type 2
4971,severity_type 4
73,severity_type 4
15244,severity_type 2
3928,severity_type 1
10320,severity_type 2
2559,severity_type 2
9815,severity_type 1
2416,severity_type 2
4504,severity_type 1
11946,severity_type 2
11229,severity_type 4
16109,severity_type 4
1024,severity_type 4
14522,severity_type 2
10738,severity_type 2
16811,severity_type 2
15160,severity_type 1
3485,severity_type 2
4013,severity_type 1
9952,severity_type 1
18287,severity_type 1
4588,severity_type 1
5294,severity_type 1
14277,severity_type 1
2918,severity_type 1
18265,severity_type 1
1487,severity_type 1
678,severity_type 2
17201,severity_type 2
16774,severity_type 2
18455,severity_type 2
5570,severity_type 2
14855,severity_type 2
1587,severity_type 2
56,severity_type 1
16394,severity_type 1
7138,severity_type 1
17959,severity_type 4
6670,severity_type 2
12514,severity_type 2
18284,severity_type 2
14046,severity_type 1
7656,severity_type 2
5847,severity_type 1
17987,severity_type 4
10140,severity_type 2
16228,severity_type 2
3754,severity_type 4
11800,severity_type 2
5491,severity_type 1
17331,severity_type 1
12643,severity_type 4
7671,severity_type 2
1739,severity_type 2
14437,severity_type 4
14465,severity_type 4
108,severity_type 2
6260,severity_type 2
4390,severity_type 1
4475,severity_type 2
4173,severity_type 2
17565,severity_type 2
3803,severity_type 4
12898,severity_type 4
4099,severity_type 4
3024,severity_type 1
4560,severity_type 2
13854,severity_type 1
17363,severity_type 2
10602,severity_type 2
17346,severity_type 4
1719,severity_type 4
5082,severity_type 2
18257,severity_type 2
18103,severity_type 2
24,severity_type 4
15963,severity_type 2
993,severity_type 2
17642,severity_type 2
9990,severity_type 2
11553,severity_type 2
7218,severity_type 2
4310,severity_type 1
18031,severity_type 2
7521,severity_type 2
6121,severity_type 4
16958,severity_type 2
5628,severity_type 4
13276,severity_type 2
17501,severity_type 2
13706,severity_type 2
7104,severity_type 2
15496,severity_type 2
6937,severity_type 2
1578,severity_type 2
16028,severity_type 2
1438,severity_type 1
3381,severity_type 4
713,severity_type 2
9531,severity_type 2
16055,severity_type 2
14589,severity_type 4
638,severity_type 2
2130,severity_type 1
5194,severity_type 4
10419,severity_type 2
1081,severity_type 2
14222,severity_type 2
14143,severity_type 2
8188,severity_type 2
2736,severity_type 2
8899,severity_type 2
10121,severity_type 2
3383,severity_type 4
5984,severity_type 2
2878,severity_type 2
10852,severity_type 2
3875,severity_type 2
9615,severity_type 2
15238,severity_type 2
7380,severity_type 2
16175,severity_type 2
11756,severity_type 2
868,severity_type 2
6927,severity_type 2
11669,severity_type 2
12888,severity_type 2
11713,severity_type 2
18290,severity_type 2
12006,severity_type 1
8844,severity_type 2
5653,severity_type 2
14623,severity_type 2
17920,severity_type 2
15944,severity_type 2
5613,severity_type 2
680,severity_type 2
9523,severity_type 2
4481,severity_type 2
9930,severity_type 2
8196,severity_type 2
3471,severity_type 2
1869,severity_type 2
6641,severity_type 2
897,severity_type 2
5944,severity_type 2
18038,severity_type 2
830,severity_type 2
12965,severity_type 2
16078,severity_type 2
14031,severity_type 2
15802,severity_type 2
6069,severity_type 2
3889,severity_type 2
5619,severity_type 2
11691,severity_type 2
4680,severity_type 1
2248,severity_type 2
17146,severity_type 2
10560,severity_type 2
12533,severity_type 2
5327,severity_type 2
12355,severity_type 2
8231,severity_type 2
11957,severity_type 2
4602,severity_type 2
7974,severity_type 2
10167,severity_type 2
7375,severity_type 2
9122,severity_type 2
1047,severity_type 2
6181,severity_type 2
9472,severity_type 2
18444,severity_type 2
9068,severity_type 2
14653,severity_type 2
3315,severity_type 2
16547,severity_type 4
2288,severity_type 2
10596,severity_type 2
5442,severity_type 2
4269,severity_type 2
7250,severity_type 2
3831,severity_type 2
11241,severity_type 2
5062,severity_type 2
10055,severity_type 2
10079,severity_type 2
3070,severity_type 2
8286,severity_type 2
4838,severity_type 2
1260,severity_type 2
