id,event_type
13237,event_type 34
13236,event_type 34
13236,event_type 35
13235,event_type 11
13234,event_type 20
13233,event_type 34
13233,event_type 35
13232,event_type 22
13232,event_type 23
13232,event_type 11
13231,event_type 34
13231,event_type 35
13231,event_type 11
13230,event_type 15
13229,event_type 11
13228,event_type 11
13227,event_type 15
13226,event_type 11
13225,event_type 15
13224,event_type 35
13224,event_type 34
13223,event_type 21
13222,event_type 11
13221,event_type 11
13221,event_type 13
13221,event_type 23
13221,event_type 11
13221,event_type 13
13221,event_type 23
13220,event_type 35
13220,event_type 34
13219,event_type 34
13219,event_type 35
13218,event_type 11
13218,event_type 13
13217,event_type 11
13216,event_type 13
13216,event_type 11
13216,event_type 13
13216,event_type 11
13215,event_type 13
13215,event_type 18
13215,event_type 11
13215,event_type 13
13215,event_type 18
13215,event_type 11
13214,event_type 11
13213,event_type 35
13212,event_type 11
13211,event_type 34
13211,event_type 35
13210,event_type 34
13210,event_type 35
13210,event_type 34
13210,event_type 35
13209,event_type 15
13208,event_type 11
13207,event_type 15
13207,event_type 11
13206,event_type 20
13206,event_type 9
13206,event_type 11
13206,event_type 20
13206,event_type 9
13206,event_type 11
13205,event_type 11
13205,event_type 15
13204,event_type 43
13204,event_type 44
13204,event_type 42
13204,event_type 45
13203,event_type 15
13202,event_type 35
13201,event_type 34
13201,event_type 35
13200,event_type 29
13199,event_type 11
13199,event_type 15
13198,event_type 23
13197,event_type 34
13197,event_type 35
13196,event_type 35
13196,event_type 34
13195,event_type 11
13195,event_type 13
13194,event_type 35
13194,event_type 34
13193,event_type 34
13193,event_type 35
13192,event_type 15
13191,event_type 42
13191,event_type 44
13190,event_type 23
13190,event_type 11
13190,event_type 22
13189,event_type 11
13188,event_type 11
13188,event_type 15
13187,event_type 34
13187,event_type 35
13186,event_type 11
13185,event_type 18
13185,event_type 11
13184,event_type 11
13183,event_type 34
13183,event_type 35
13182,event_type 35
13181,event_type 20
13181,event_type 35
13181,event_type 34
13180,event_type 34
13180,event_type 35
13179,event_type 15
13179,event_type 54
13178,event_type 11
13177,event_type 13
13177,event_type 11
13176,event_type 15
13175,event_type 11
13174,event_type 15
13173,event_type 11
13173,event_type 32
13172,event_type 20
13171,event_type 11
13170,event_type 20
13169,event_type 20
13168,event_type 26
13168,event_type 15
13168,event_type 11
13167,event_type 15
13167,event_type 11
13167,event_type 15
13167,event_type 11
13166,event_type 11
13165,event_type 34
13165,event_type 35
13164,event_type 44
13164,event_type 43
13164,event_type 50
13164,event_type 42
13164,event_type 44
13164,event_type 43
13164,event_type 50
13164,event_type 42
13163,event_type 34
13163,event_type 35
13162,event_type 11
13161,event_type 35
13161,event_type 34
13160,event_type 11
13159,event_type 31
13158,event_type 35
13158,event_type 34
13157,event_type 11
13156,event_type 34
13156,event_type 35
13155,event_type 11
13154,event_type 11
13154,event_type 15
13153,event_type 11
13153,event_type 11
13152,event_type 11
13151,event_type 11
13150,event_type 35
13150,event_type 34
13149,event_type 20
13149,event_type 8
13149,event_type 11
13148,event_type 11
13148,event_type 13
13147,event_type 11
13146,event_type 15
13146,event_type 11
13145,event_type 35
13145,event_type 34
13144,event_type 15
13143,event_type 34
13143,event_type 35
13142,event_type 34
13142,event_type 35
13141,event_type 20
13141,event_type 35
13140,event_type 15
13140,event_type 11
13140,event_type 15
13140,event_type 11
13139,event_type 34
13139,event_type 35
13138,event_type 34
13138,event_type 35
13137,event_type 11
13136,event_type 11
13135,event_type 11
13134,event_type 15
13134,event_type 11
13134,event_type 15
13134,event_type 11
13133,event_type 34
13133,event_type 35
13132,event_type 34
13132,event_type 35
13131,event_type 35
13131,event_type 34
13130,event_type 35
13130,event_type 34
13129,event_type 35
13129,event_type 34
13128,event_type 35
13127,event_type 34
13127,event_type 35
13126,event_type 35
13126,event_type 34
13125,event_type 34
13125,event_type 35
13124,event_type 34
13124,event_type 35
13123,event_type 15
13123,event_type 15
13122,event_type 35
13121,event_type 11
13120,event_type 34
13120,event_type 11
13120,event_type 35
13119,event_type 34
13119,event_type 35
13118,event_type 35
13118,event_type 34
13117,event_type 11
13117,event_type 15
13116,event_type 15
13116,event_type 11
13115,event_type 11
13114,event_type 34
13114,event_type 35
13113,event_type 11
13112,event_type 15
13112,event_type 11
13112,event_type 15
13112,event_type 11
13111,event_type 13
13110,event_type 26
13110,event_type 15
13109,event_type 35
13109,event_type 34
13108,event_type 11
13107,event_type 11
13106,event_type 11
13106,event_type 13
13105,event_type 15
13104,event_type 42
13104,event_type 44
13103,event_type 11
13102,event_type 34
13102,event_type 35
13101,event_type 35
13101,event_type 34
13100,event_type 11
13099,event_type 15
13099,event_type 15
13098,event_type 35
13098,event_type 34
13097,event_type 35
13097,event_type 34
13096,event_type 10
13096,event_type 27
13096,event_type 28
13095,event_type 35
13095,event_type 34
13094,event_type 13
13093,event_type 11
13092,event_type 11
13091,event_type 22
13091,event_type 23
13091,event_type 11
13090,event_type 35
13090,event_type 34
13089,event_type 34
13089,event_type 35
13088,event_type 11
13088,event_type 14
13087,event_type 15
13087,event_type 11
13086,event_type 35
13086,event_type 34
13086,event_type 20
13085,event_type 35
13085,event_type 34
13084,event_type 15
13084,event_type 11
13083,event_type 35
13083,event_type 20
13082,event_type 34
13082,event_type 35
13081,event_type 20
13080,event_type 11
13080,event_type 11
13079,event_type 30
13079,event_type 29
13078,event_type 15
13077,event_type 15
13076,event_type 20
13076,event_type 20
13075,event_type 26
13075,event_type 15
13074,event_type 11
13074,event_type 11
13073,event_type 35
13073,event_type 34
13072,event_type 11
13071,event_type 15
13071,event_type 11
13070,event_type 15
13069,event_type 35
13069,event_type 34
13068,event_type 35
13068,event_type 34
13067,event_type 11
13066,event_type 15
13065,event_type 15
13065,event_type 11
13064,event_type 35
13064,event_type 20
13064,event_type 34
13063,event_type 50
13062,event_type 15
13061,event_type 34
13061,event_type 35
13060,event_type 15
13059,event_type 15
13058,event_type 35
13057,event_type 11
13056,event_type 23
13056,event_type 11
13056,event_type 13
13055,event_type 34
13055,event_type 35
13054,event_type 11
13053,event_type 35
13053,event_type 34
13052,event_type 11
13052,event_type 15
13051,event_type 34
13051,event_type 35
13050,event_type 10
13049,event_type 11
13049,event_type 15
13048,event_type 35
13048,event_type 34
13047,event_type 11
13046,event_type 15
13045,event_type 22
13045,event_type 23
13045,event_type 11
13044,event_type 11
13043,event_type 35
13043,event_type 34
13042,event_type 11
13042,event_type 11
13041,event_type 11
13040,event_type 15
13040,event_type 54
13039,event_type 35
13039,event_type 34
13038,event_type 11
13038,event_type 11
13037,event_type 34
13037,event_type 35
13036,event_type 42
13036,event_type 43
13036,event_type 44
13035,event_type 11
13035,event_type 11
13034,event_type 13
13034,event_type 11
13033,event_type 34
13033,event_type 35
13032,event_type 11
13031,event_type 34
13031,event_type 35
13030,event_type 34
13030,event_type 35
13029,event_type 34
13029,event_type 35
13028,event_type 34
13028,event_type 35
13027,event_type 34
13027,event_type 35
13026,event_type 11
13025,event_type 34
13025,event_type 35
13024,event_type 11
13023,event_type 11
13022,event_type 11
13022,event_type 15
13022,event_type 11
13022,event_type 15
13021,event_type 35
13021,event_type 34
13020,event_type 20
13020,event_type 34
13020,event_type 35
13019,event_type 15
13019,event_type 11
13019,event_type 15
13019,event_type 11
13018,event_type 15
13018,event_type 54
13017,event_type 21
13016,event_type 34
13016,event_type 35
13015,event_type 20
13015,event_type 20
13014,event_type 35
13013,event_type 35
13013,event_type 34
13012,event_type 13
13012,event_type 11
13011,event_type 35
13011,event_type 34
13010,event_type 35
13010,event_type 34
13009,event_type 11
13008,event_type 34
13008,event_type 35
13007,event_type 20
13006,event_type 35
13005,event_type 15
13004,event_type 54
13004,event_type 11
13004,event_type 15
13003,event_type 15
13002,event_type 11
13002,event_type 54
13002,event_type 15
13001,event_type 34
13001,event_type 35
13000,event_type 11
12999,event_type 15
12998,event_type 35
12998,event_type 34
12997,event_type 11
12997,event_type 20
12996,event_type 35
12996,event_type 34
12995,event_type 35
12995,event_type 34
12994,event_type 8
12994,event_type 20
12994,event_type 8
12994,event_type 20
12993,event_type 11
12993,event_type 11
12992,event_type 11
12991,event_type 34
12991,event_type 35
12990,event_type 13
12990,event_type 11
12989,event_type 11
12988,event_type 11
12987,event_type 15
12986,event_type 15
12985,event_type 11
12985,event_type 10
12984,event_type 13
12984,event_type 11
12984,event_type 13
12984,event_type 11
12983,event_type 34
12983,event_type 35
12982,event_type 10
12981,event_type 35
12981,event_type 34
12980,event_type 35
12980,event_type 34
12979,event_type 34
12979,event_type 35
12978,event_type 11
12977,event_type 34
12977,event_type 35
12977,event_type 34
12977,event_type 35
12976,event_type 11
12976,event_type 35
12976,event_type 34
12975,event_type 34
12975,event_type 35
12974,event_type 34
12974,event_type 35
12973,event_type 35
12973,event_type 34
12972,event_type 35
12972,event_type 34
12971,event_type 46
12971,event_type 47
12970,event_type 14
12970,event_type 11
12969,event_type 11
12969,event_type 11
12968,event_type 35
12968,event_type 34
12967,event_type 11
12966,event_type 34
12966,event_type 35
12965,event_type 35
12965,event_type 34
12964,event_type 34
12964,event_type 35
12963,event_type 11
12963,event_type 34
12963,event_type 35
12962,event_type 35
12962,event_type 34
12961,event_type 15
12961,event_type 11
12960,event_type 11
12959,event_type 15
12959,event_type 15
12958,event_type 15
12958,event_type 11
12957,event_type 34
12957,event_type 35
12957,event_type 34
12957,event_type 35
12956,event_type 34
12956,event_type 35
12956,event_type 34
12956,event_type 35
12955,event_type 35
12955,event_type 34
12954,event_type 11
12953,event_type 15
12952,event_type 34
12952,event_type 35
12951,event_type 11
12950,event_type 11
12949,event_type 15
12949,event_type 15
12948,event_type 11
12947,event_type 34
12947,event_type 35
12946,event_type 11
12946,event_type 15
12945,event_type 20
12944,event_type 11
12943,event_type 11
12943,event_type 15
12942,event_type 34
12942,event_type 35
12941,event_type 15
12940,event_type 35
12940,event_type 34
12939,event_type 15
12938,event_type 45
12938,event_type 44
12938,event_type 42
12938,event_type 43
12938,event_type 45
12938,event_type 44
12938,event_type 42
12938,event_type 43
12937,event_type 20
12936,event_type 42
12936,event_type 44
12936,event_type 43
12935,event_type 15
12934,event_type 11
12933,event_type 42
12933,event_type 44
12932,event_type 15
12931,event_type 20
12931,event_type 34
12931,event_type 35
12930,event_type 34
12930,event_type 35
12929,event_type 15
12929,event_type 15
12928,event_type 13
12928,event_type 13
12927,event_type 11
12926,event_type 14
12926,event_type 13
12926,event_type 11
12925,event_type 11
12925,event_type 15
12924,event_type 11
12924,event_type 15
12924,event_type 54
12923,event_type 34
12923,event_type 35
12922,event_type 34
12922,event_type 35
12921,event_type 35
12921,event_type 34
12920,event_type 35
12920,event_type 34
12919,event_type 15
12919,event_type 15
12918,event_type 54
12918,event_type 11
12918,event_type 15
12918,event_type 20
12917,event_type 35
12917,event_type 34
12916,event_type 34
12916,event_type 35
12915,event_type 15
12914,event_type 35
12914,event_type 34
12913,event_type 42
12913,event_type 43
12913,event_type 50
12913,event_type 44
12912,event_type 34
12912,event_type 35
12911,event_type 35
12911,event_type 34
12910,event_type 15
12910,event_type 15
12909,event_type 10
12908,event_type 34
12908,event_type 20
12908,event_type 35
12907,event_type 35
12907,event_type 34
12906,event_type 34
12906,event_type 35
12905,event_type 12
12905,event_type 34
12905,event_type 35
12904,event_type 34
12904,event_type 35
12903,event_type 11
12903,event_type 35
12903,event_type 34
12903,event_type 20
12902,event_type 11
12901,event_type 54
12901,event_type 15
12900,event_type 35
12900,event_type 34
12899,event_type 35
12898,event_type 35
12897,event_type 35
12897,event_type 34
12896,event_type 54
12896,event_type 15
12895,event_type 15
12894,event_type 11
12893,event_type 15
12892,event_type 15
12892,event_type 54
12891,event_type 11
12891,event_type 11
12890,event_type 34
12890,event_type 35
12889,event_type 11
12888,event_type 34
12887,event_type 11
12887,event_type 15
12886,event_type 11
12885,event_type 20
12884,event_type 11
12883,event_type 20
12883,event_type 34
12883,event_type 35
12882,event_type 20
12882,event_type 20
12881,event_type 11
12881,event_type 15
12880,event_type 34
12880,event_type 35
12879,event_type 15
12879,event_type 11
12878,event_type 35
12878,event_type 34
12877,event_type 11
12877,event_type 13
12876,event_type 44
12876,event_type 45
12876,event_type 42
12876,event_type 44
12876,event_type 45
12876,event_type 42
12875,event_type 11
12874,event_type 44
12874,event_type 42
12874,event_type 43
12873,event_type 34
12873,event_type 35
12872,event_type 15
12871,event_type 34
12871,event_type 35
12870,event_type 20
12870,event_type 34
12870,event_type 35
12869,event_type 34
12869,event_type 35
12868,event_type 35
12867,event_type 34
12867,event_type 35
12866,event_type 11
12865,event_type 34
12865,event_type 11
12865,event_type 35
12864,event_type 11
12864,event_type 15
12864,event_type 11
12864,event_type 15
12863,event_type 11
12863,event_type 15
12862,event_type 15
12861,event_type 11
12860,event_type 11
12859,event_type 35
12859,event_type 34
12858,event_type 20
12858,event_type 35
12858,event_type 34
12857,event_type 11
12856,event_type 15
12856,event_type 15
12855,event_type 30
12855,event_type 30
12854,event_type 11
12854,event_type 15
12854,event_type 11
12854,event_type 15
12853,event_type 11
12852,event_type 11
12852,event_type 15
12852,event_type 54
12851,event_type 54
12851,event_type 15
12851,event_type 11
12850,event_type 34
12850,event_type 35
12849,event_type 35
12849,event_type 34
12848,event_type 11
12848,event_type 15
12848,event_type 11
12848,event_type 15
12847,event_type 15
12846,event_type 11
12846,event_type 54
12845,event_type 13
12845,event_type 11
12845,event_type 13
12845,event_type 11
12844,event_type 11
12844,event_type 7
12844,event_type 6
12844,event_type 20
12843,event_type 35
12843,event_type 34
12842,event_type 15
12841,event_type 34
12841,event_type 35
12840,event_type 15
12840,event_type 11
12839,event_type 11
12838,event_type 35
12838,event_type 34
12837,event_type 11
12837,event_type 15
12836,event_type 34
12836,event_type 35
12835,event_type 34
12835,event_type 35
12834,event_type 20
12833,event_type 13
12833,event_type 11
12833,event_type 13
12833,event_type 11
12832,event_type 34
12832,event_type 35
12831,event_type 44
12831,event_type 45
12831,event_type 42
12830,event_type 15
12830,event_type 26
12829,event_type 11
12828,event_type 11
12827,event_type 35
12827,event_type 34
12826,event_type 11
12826,event_type 11
12825,event_type 34
12825,event_type 35
12824,event_type 11
12824,event_type 20
12823,event_type 15
12822,event_type 35
12822,event_type 34
12821,event_type 15
12820,event_type 34
12820,event_type 35
12819,event_type 15
12819,event_type 15
12818,event_type 15
12818,event_type 11
12817,event_type 35
12817,event_type 34
12816,event_type 20
12816,event_type 35
12816,event_type 34
12815,event_type 15
12815,event_type 15
12814,event_type 35
12813,event_type 35
12813,event_type 34
12812,event_type 11
12812,event_type 11
12811,event_type 11
12811,event_type 15
12810,event_type 20
12809,event_type 54
12809,event_type 38
12808,event_type 15
12807,event_type 15
12807,event_type 11
12806,event_type 11
12806,event_type 15
12806,event_type 11
12806,event_type 15
12805,event_type 35
12805,event_type 34
12804,event_type 20
12803,event_type 15
12803,event_type 11
12802,event_type 11
12802,event_type 15
12801,event_type 42
12801,event_type 43
12801,event_type 44
12801,event_type 42
12801,event_type 43
12801,event_type 44
12800,event_type 15
12800,event_type 15
12799,event_type 11
12798,event_type 15
12797,event_type 35
12797,event_type 34
12796,event_type 20
12795,event_type 34
12795,event_type 35
12794,event_type 35
12794,event_type 20
12794,event_type 34
12793,event_type 34
12793,event_type 35
12793,event_type 20
12792,event_type 34
12792,event_type 35
12791,event_type 20
12790,event_type 15
12789,event_type 11
12788,event_type 11
12787,event_type 35
12787,event_type 34
12786,event_type 11
12785,event_type 35
12785,event_type 34
12784,event_type 11
12784,event_type 15
12783,event_type 11
12782,event_type 15
12781,event_type 35
12781,event_type 34
12780,event_type 11
12780,event_type 22
12780,event_type 13
12780,event_type 14
12779,event_type 34
12779,event_type 35
12778,event_type 35
12778,event_type 34
12777,event_type 34
12777,event_type 35
12776,event_type 20
12775,event_type 11
12775,event_type 11
12774,event_type 11
12774,event_type 34
12774,event_type 35
12773,event_type 15
12773,event_type 11
12772,event_type 35
12772,event_type 34
12771,event_type 15
12770,event_type 42
12770,event_type 43
12770,event_type 44
12769,event_type 50
12768,event_type 11
12767,event_type 35
12767,event_type 34
12766,event_type 15
12766,event_type 11
12765,event_type 54
12765,event_type 11
12764,event_type 15
12763,event_type 34
12763,event_type 35
12762,event_type 11
12762,event_type 15
12761,event_type 11
12761,event_type 15
12760,event_type 34
12760,event_type 35
12759,event_type 35
12759,event_type 34
12758,event_type 20
12757,event_type 11
12756,event_type 11
12756,event_type 54
12756,event_type 11
12756,event_type 54
12755,event_type 11
12754,event_type 28
12753,event_type 35
12753,event_type 34
12752,event_type 35
12752,event_type 34
12751,event_type 15
12750,event_type 11
12750,event_type 15
12749,event_type 15
12748,event_type 15
12747,event_type 34
12747,event_type 35
12746,event_type 34
12746,event_type 35
12745,event_type 11
12745,event_type 54
12745,event_type 15
12744,event_type 11
12743,event_type 11
12743,event_type 15
12742,event_type 35
12742,event_type 34
12741,event_type 11
12741,event_type 14
12740,event_type 11
12739,event_type 35
12739,event_type 34
12738,event_type 11
12738,event_type 15
12737,event_type 11
12737,event_type 11
12736,event_type 11
12735,event_type 11
12735,event_type 13
12734,event_type 11
12734,event_type 15
12733,event_type 34
12733,event_type 35
12732,event_type 11
12732,event_type 35
12732,event_type 34
12731,event_type 11
12731,event_type 15
12730,event_type 35
12729,event_type 11
12729,event_type 15
12728,event_type 35
12728,event_type 34
12727,event_type 34
12727,event_type 35
12726,event_type 35
12726,event_type 34
12725,event_type 20
12724,event_type 15
12724,event_type 11
12723,event_type 11
12723,event_type 23
12723,event_type 13
12722,event_type 35
12722,event_type 35
12721,event_type 11
12720,event_type 11
12720,event_type 15
12719,event_type 20
12719,event_type 34
12719,event_type 35
12718,event_type 34
12718,event_type 35
12717,event_type 44
12717,event_type 42
12717,event_type 43
12716,event_type 35
12716,event_type 34
12715,event_type 11
12714,event_type 11
12714,event_type 11
12713,event_type 35
12712,event_type 35
12711,event_type 35
12711,event_type 34
12710,event_type 11
12710,event_type 15
12709,event_type 11
12708,event_type 11
12707,event_type 11
12707,event_type 54
12707,event_type 15
12707,event_type 11
12707,event_type 54
12707,event_type 15
12706,event_type 20
12706,event_type 35
12705,event_type 35
12705,event_type 34
12704,event_type 15
12704,event_type 54
12703,event_type 34
12703,event_type 20
12703,event_type 35
12702,event_type 34
12702,event_type 35
12702,event_type 34
12702,event_type 35
12701,event_type 35
12701,event_type 34
12700,event_type 15
12699,event_type 35
12699,event_type 34
12699,event_type 35
12699,event_type 34
12698,event_type 15
12697,event_type 11
12696,event_type 11
12696,event_type 15
12695,event_type 11
12694,event_type 15
12694,event_type 11
12693,event_type 15
12693,event_type 11
12693,event_type 15
12693,event_type 11
12692,event_type 13
12691,event_type 15
12691,event_type 11
12690,event_type 30
12689,event_type 11
12688,event_type 11
12688,event_type 15
12687,event_type 15
12686,event_type 11
12685,event_type 20
12685,event_type 20
12684,event_type 35
12684,event_type 34
12683,event_type 15
12683,event_type 11
12682,event_type 23
12682,event_type 11
12682,event_type 14
12681,event_type 11
12680,event_type 34
12680,event_type 35
12679,event_type 5
12679,event_type 15
12679,event_type 11
12678,event_type 11
12677,event_type 15
12676,event_type 34
12676,event_type 35
12675,event_type 15
12675,event_type 11
12674,event_type 34
12674,event_type 35
12673,event_type 43
12673,event_type 44
12673,event_type 42
12672,event_type 35
12671,event_type 15
12671,event_type 15
12670,event_type 15
12670,event_type 11
12670,event_type 15
12670,event_type 11
12669,event_type 42
12669,event_type 44
12668,event_type 11
12667,event_type 35
12667,event_type 34
12666,event_type 11
12666,event_type 15
12665,event_type 13
12664,event_type 35
12664,event_type 20
12663,event_type 35
12663,event_type 34
12662,event_type 15
12661,event_type 11
12660,event_type 5
12660,event_type 38
12660,event_type 7
12660,event_type 6
12660,event_type 5
12660,event_type 38
12660,event_type 7
12660,event_type 6
12659,event_type 35
12659,event_type 34
12659,event_type 20
12658,event_type 34
12658,event_type 35
12657,event_type 15
12657,event_type 11
12657,event_type 54
12656,event_type 11
12655,event_type 35
12655,event_type 34
12654,event_type 35
12654,event_type 34
12653,event_type 34
12653,event_type 35
12652,event_type 15
12652,event_type 15
12651,event_type 11
12650,event_type 35
12649,event_type 34
12649,event_type 35
12648,event_type 15
12648,event_type 11
12647,event_type 35
12646,event_type 34
12646,event_type 35
12645,event_type 15
12645,event_type 11
12645,event_type 54
12644,event_type 13
12644,event_type 11
12643,event_type 35
12642,event_type 11
12641,event_type 15
12640,event_type 20
12639,event_type 35
12639,event_type 34
12638,event_type 15
12637,event_type 35
12637,event_type 34
12636,event_type 11
12636,event_type 11
12635,event_type 11
12635,event_type 11
12634,event_type 11
12634,event_type 6
12634,event_type 7
12634,event_type 11
12634,event_type 6
12634,event_type 7
12633,event_type 11
12632,event_type 34
12632,event_type 35
12631,event_type 40
12631,event_type 37
12630,event_type 11
12629,event_type 11
12628,event_type 13
12628,event_type 11
12627,event_type 11
12626,event_type 11
12626,event_type 15
12625,event_type 20
12624,event_type 11
12623,event_type 35
12622,event_type 35
12622,event_type 34
12622,event_type 35
12622,event_type 34
12621,event_type 34
12621,event_type 35
12620,event_type 35
12620,event_type 34
12619,event_type 35
12618,event_type 11
12617,event_type 35
12616,event_type 15
12616,event_type 11
12616,event_type 15
12616,event_type 11
12615,event_type 11
12615,event_type 11
12614,event_type 20
12613,event_type 20
12613,event_type 21
12613,event_type 11
12612,event_type 35
12612,event_type 34
12611,event_type 54
12611,event_type 11
12611,event_type 15
12610,event_type 23
12610,event_type 11
12609,event_type 15
12608,event_type 11
12607,event_type 15
12606,event_type 11
12606,event_type 15
12605,event_type 34
12605,event_type 35
12604,event_type 44
12604,event_type 42
12603,event_type 35
12603,event_type 34
12602,event_type 11
12602,event_type 54
12602,event_type 11
12602,event_type 54
12601,event_type 44
12601,event_type 42
12600,event_type 34
12600,event_type 35
12599,event_type 42
12599,event_type 44
12598,event_type 34
12598,event_type 35
12597,event_type 23
12597,event_type 11
12597,event_type 22
12596,event_type 35
12595,event_type 34
12595,event_type 35
12594,event_type 35
12594,event_type 34
12593,event_type 11
12593,event_type 32
12592,event_type 11
12592,event_type 15
12591,event_type 11
12590,event_type 15
12590,event_type 11
12589,event_type 11
12588,event_type 11
12587,event_type 11
12586,event_type 35
12586,event_type 34
12585,event_type 54
12585,event_type 23
12584,event_type 35
12584,event_type 34
12583,event_type 11
12582,event_type 22
12581,event_type 35
12580,event_type 20
12579,event_type 35
12578,event_type 35
12578,event_type 34
12577,event_type 11
12576,event_type 50
12576,event_type 43
12576,event_type 47
12576,event_type 42
12576,event_type 44
12576,event_type 45
12575,event_type 35
12575,event_type 34
12574,event_type 11
12573,event_type 11
12572,event_type 34
12572,event_type 35
12571,event_type 15
12570,event_type 34
12570,event_type 35
12569,event_type 15
12569,event_type 11
12568,event_type 35
12567,event_type 20
12567,event_type 11
12566,event_type 20
12565,event_type 15
12564,event_type 11
12564,event_type 11
12563,event_type 11
12562,event_type 11
12562,event_type 20
12561,event_type 11
12560,event_type 34
12560,event_type 35
12559,event_type 34
12559,event_type 35
12558,event_type 34
12558,event_type 35
12557,event_type 34
12557,event_type 35
12556,event_type 42
12556,event_type 43
12556,event_type 44
12555,event_type 15
12555,event_type 11
12554,event_type 15
12554,event_type 11
12553,event_type 34
12553,event_type 35
12552,event_type 11
12551,event_type 13
12551,event_type 18
12551,event_type 11
12551,event_type 13
12551,event_type 18
12551,event_type 11
12550,event_type 15
12550,event_type 54
12549,event_type 11
12548,event_type 35
12548,event_type 34
12547,event_type 11
12546,event_type 50
12545,event_type 11
12544,event_type 11
12543,event_type 34
12543,event_type 35
12542,event_type 15
12541,event_type 23
12541,event_type 11
12541,event_type 20
12540,event_type 35
12540,event_type 34
12539,event_type 11
12538,event_type 15
12538,event_type 15
12537,event_type 15
12536,event_type 11
12535,event_type 15
12534,event_type 35
12534,event_type 34
12533,event_type 35
12533,event_type 34
12532,event_type 11
12532,event_type 11
12531,event_type 35
12530,event_type 11
12530,event_type 11
12529,event_type 11
12529,event_type 39
12529,event_type 10
12528,event_type 11
12528,event_type 23
12527,event_type 11
12527,event_type 15
12526,event_type 35
12526,event_type 34
12525,event_type 23
12525,event_type 22
12525,event_type 11
12524,event_type 11
12523,event_type 15
12523,event_type 54
12522,event_type 15
12521,event_type 11
12521,event_type 15
12521,event_type 11
12521,event_type 15
12520,event_type 11
12519,event_type 11
12518,event_type 35
12518,event_type 34
12517,event_type 11
12516,event_type 11
12515,event_type 11
12514,event_type 34
12514,event_type 35
12513,event_type 23
12513,event_type 31
12513,event_type 22
12513,event_type 23
12513,event_type 31
12513,event_type 22
12512,event_type 35
12512,event_type 34
12511,event_type 15
12511,event_type 11
12510,event_type 34
12510,event_type 35
12509,event_type 35
12509,event_type 34
12508,event_type 35
12508,event_type 34
12507,event_type 14
12507,event_type 11
12507,event_type 23
12506,event_type 11
12505,event_type 34
12505,event_type 35
12504,event_type 13
12504,event_type 11
12503,event_type 11
12502,event_type 11
12502,event_type 15
12502,event_type 11
12502,event_type 15
12501,event_type 14
12501,event_type 11
12500,event_type 11
12499,event_type 15
12498,event_type 34
12498,event_type 35
12497,event_type 11
12496,event_type 15
12495,event_type 15
12494,event_type 35
12494,event_type 34
12493,event_type 35
12493,event_type 20
12493,event_type 34
12492,event_type 34
12492,event_type 35
12491,event_type 35
12491,event_type 20
12490,event_type 11
12489,event_type 15
12489,event_type 15
12488,event_type 23
12488,event_type 11
12488,event_type 14
12487,event_type 11
12486,event_type 11
12485,event_type 35
12485,event_type 34
12484,event_type 35
12484,event_type 34
12483,event_type 30
12483,event_type 30
12482,event_type 15
12481,event_type 11
12480,event_type 20
12479,event_type 11
12479,event_type 15
12478,event_type 34
12478,event_type 35
12477,event_type 35
12477,event_type 34
12476,event_type 34
12476,event_type 20
12476,event_type 35
12475,event_type 34
12475,event_type 35
12474,event_type 15
12473,event_type 15
12472,event_type 34
12472,event_type 35
12472,event_type 20
12471,event_type 20
12471,event_type 35
12470,event_type 11
12470,event_type 14
12470,event_type 23
12469,event_type 11
12469,event_type 11
12468,event_type 34
12468,event_type 35
12467,event_type 11
12466,event_type 15
12465,event_type 54
12465,event_type 11
12465,event_type 15
12464,event_type 34
12464,event_type 35
12463,event_type 15
12463,event_type 54
12463,event_type 15
12463,event_type 54
12462,event_type 35
12462,event_type 34
12461,event_type 35
12460,event_type 20
12460,event_type 34
12460,event_type 35
12459,event_type 11
12458,event_type 34
12458,event_type 11
12457,event_type 35
12456,event_type 11
12456,event_type 11
12455,event_type 35
12455,event_type 34
12454,event_type 11
12454,event_type 15
12453,event_type 11
12452,event_type 42
12451,event_type 11
12450,event_type 15
12449,event_type 11
12449,event_type 11
12448,event_type 34
12448,event_type 35
12447,event_type 34
12447,event_type 35
12446,event_type 13
12446,event_type 11
12445,event_type 11
12445,event_type 18
12445,event_type 13
12444,event_type 34
12444,event_type 35
12443,event_type 11
12443,event_type 15
12443,event_type 54
12442,event_type 15
12441,event_type 13
12441,event_type 23
12441,event_type 11
12440,event_type 44
12440,event_type 42
12439,event_type 35
12439,event_type 20
12438,event_type 11
12438,event_type 14
12438,event_type 11
12438,event_type 14
12437,event_type 20
12436,event_type 11
12435,event_type 34
12435,event_type 35
12434,event_type 11
12433,event_type 34
12433,event_type 35
12432,event_type 15
12431,event_type 35
12431,event_type 34
12430,event_type 35
12430,event_type 34
12429,event_type 34
12429,event_type 35
12428,event_type 11
12428,event_type 23
12428,event_type 22
12427,event_type 15
12427,event_type 11
12426,event_type 11
12426,event_type 15
12426,event_type 11
12426,event_type 15
12425,event_type 47
12425,event_type 50
12424,event_type 34
12424,event_type 35
12423,event_type 14
12423,event_type 11
12422,event_type 35
12421,event_type 35
12421,event_type 34
12420,event_type 23
12420,event_type 11
12419,event_type 34
12419,event_type 35
12418,event_type 24
12417,event_type 42
12417,event_type 44
12417,event_type 43
