id,resource_type
4002,resource_type 8
4003,resource_type 2
4004,resource_type 2
4005,resource_type 8
4006,resource_type 8
4006,resource_type 8
4007,resource_type 8
4008,resource_type 8
4009,resource_type 8
4010,resource_type 2
4011,resource_type 4
4011,resource_type 8
4012,resource_type 2
4013,resource_type 2
4014,resource_type 8
4014,resource_type 9
4015,resource_type 2
4016,resource_type 2
4017,resource_type 2
4018,resource_type 2
4019,resource_type 8
4020,resource_type 2
4021,resource_type 8
4022,resource_type 8
4023,resource_type 2
4024,resource_type 8
4025,resource_type 2
4026,resource_type 8
4027,resource_type 8
4028,resource_type 2
4029,resource_type 8
4030,resource_type 2
4031,resource_type 8
4032,resource_type 8
4033,resource_type 2
4034,resource_type 2
4035,resource_type 8
4036,resource_type 2
4037,resource_type 8
4038,resource_type 2
4039,resource_type 2
4040,resource_type 2
4041,resource_type 8
4042,resource_type 8
4042,resource_type 2
4043,resource_type 8
4044,resource_type 8
4045,resource_type 6
4045,resource_type 8
4046,resource_type 8
4047,resource_type 8
4048,resource_type 8
4049,resource_type 8
4050,resource_type 8
4051,resource_type 8
4052,resource_type 8
4053,resource_type 8
4054,resource_type 8
4055,resource_type 6
4056,resource_type 8
4056,resource_type 8
4057,resource_type 8
4057,resource_type 8
4058,resource_type 6
4058,resource_type 8
4059,resource_type 8
4060,resource_type 8
4061,resource_type 2
4061,resource_type 8
4062,resource_type 2
4063,resource_type 2
4064,resource_type 2
4065,resource_type 2
4065,resource_type 8
4066,resource_type 8
4066,resource_type 8
4067,resource_type 10
4067,resource_type 6
4067,resource_type 8
4068,resource_type 8
4069,resource_type 8
4070,resource_type 9
4070,resource_type 2
4071,resource_type 2
4072,resource_type 2
4073,resource_type 8
4073,resource_type 8
4074,resource_type 7
4075,resource_type 2
4076,resource_type 7
4076,resource_type 2
4077,resource_type 2
4078,resource_type 4
4078,resource_type 8
4079,resource_type 8
4079,resource_type 7
4079,resource_type 8
4079,resource_type 7
4080,resource_type 2
4081,resource_type 2
4082,resource_type 8
4082,resource_type 7
4083,resource_type 8
4084,resource_type 8
4085,resource_type 8
4086,resource_type 2
4087,resource_type 8
4087,resource_type 9
4088,resource_type 2
4089,resource_type 2
4090,resource_type 2
4091,resource_type 6
4091,resource_type 8
4091,resource_type 6
4091,resource_type 8
4092,resource_type 8
4093,resource_type 2
4094,resource_type 8
4094,resource_type 8
4095,resource_type 2
4096,resource_type 2
4097,resource_type 2
4098,resource_type 4
4098,resource_type 8
4099,resource_type 2
4100,resource_type 8
4101,resource_type 2
4102,resource_type 8
4103,resource_type 2
4104,resource_type 8
4105,resource_type 8
4106,resource_type 8
4107,resource_type 8
4107,resource_type 9
4108,resource_type 8
4109,resource_type 2
4110,resource_type 2
4111,resource_type 8
4112,resource_type 2
4113,resource_type 8
4114,resource_type 8
4115,resource_type 2
4116,resource_type 2
4117,resource_type 6
4117,resource_type 8
4118,resource_type 8
4119,resource_type 2
4120,resource_type 8
4120,resource_type 6
4120,resource_type 4
4121,resource_type 8
4122,resource_type 8
4123,resource_type 7
4123,resource_type 8
4124,resource_type 8
4124,resource_type 2
4125,resource_type 2
4126,resource_type 8
4127,resource_type 2
4128,resource_type 2
4129,resource_type 2
4130,resource_type 6
4130,resource_type 8
4131,resource_type 8
4132,resource_type 2
4133,resource_type 8
4134,resource_type 8
4135,resource_type 8
4136,resource_type 8
4137,resource_type 8
4138,resource_type 8
4139,resource_type 2
4140,resource_type 8
4141,resource_type 8
4142,resource_type 2
4142,resource_type 8
4142,resource_type 2
4142,resource_type 8
4143,resource_type 10
4143,resource_type 8
4144,resource_type 8
4145,resource_type 2
4146,resource_type 8
4146,resource_type 6
4147,resource_type 8
4148,resource_type 8
4149,resource_type 8
4150,resource_type 2
4151,resource_type 8
4152,resource_type 8
4153,resource_type 8
4154,resource_type 2
4155,resource_type 2
4156,resource_type 8
4157,resource_type 8
4158,resource_type 2
4159,resource_type 2
4160,resource_type 2
4160,resource_type 2
4161,resource_type 9
4162,resource_type 8
4163,resource_type 8
4164,resource_type 8
4164,resource_type 2
4165,resource_type 4
4165,resource_type 8
4166,resource_type 8
4167,resource_type 8
4167,resource_type 8
4168,resource_type 8
4168,resource_type 8
4169,resource_type 8
4170,resource_type 2
4171,resource_type 2
4172,resource_type 2
4173,resource_type 2
4174,resource_type 8
4175,resource_type 8
4176,resource_type 2
4177,resource_type 8
4178,resource_type 8
4178,resource_type 8
4179,resource_type 8
4180,resource_type 2
4181,resource_type 8
4182,resource_type 2
4183,resource_type 8
4184,resource_type 2
4185,resource_type 8
4186,resource_type 8
4187,resource_type 2
4188,resource_type 2
4189,resource_type 8
4190,resource_type 2
4191,resource_type 2
4192,resource_type 8
4192,resource_type 8
4193,resource_type 2
4194,resource_type 2
4195,resource_type 2
4196,resource_type 8
4196,resource_type 8
4197,resource_type 8
4198,resource_type 2
4199,resource_type 8
4199,resource_type 2
4200,resource_type 8
4201,resource_type 2
4202,resource_type 2
4203,resource_type 8
4203,resource_type 8
4204,resource_type 8
4204,resource_type 8
4205,resource_type 8
4206,resource_type 2
4207,resource_type 6
4207,resource_type 8
4208,resource_type 2
4209,resource_type 8
4210,resource_type 8
4211,resource_type 8
4212,resource_type 8
4213,resource_type 2
4214,resource_type 2
4215,resource_type 8
4216,resource_type 8
4217,resource_type 2
4218,resource_type 7
4218,resource_type 8
4219,resource_type 8
4220,resource_type 8
4221,resource_type 2
4222,resource_type 8
4222,resource_type 1
4223,resource_type 2
4224,resource_type 8
4225,resource_type 8
4226,resource_type 8
4227,resource_type 2
4228,resource_type 8
4229,resource_type 8
4230,resource_type 8
4231,resource_type 8
4232,resource_type 8
4233,resource_type 8
4234,resource_type 2
4235,resource_type 2
4235,resource_type 2
4236,resource_type 8
4237,resource_type 2
4238,resource_type 8
4238,resource_type 8
4239,resource_type 8
4239,resource_type 8
4240,resource_type 2
4241,resource_type 8
4242,resource_type 2
4243,resource_type 2
4244,resource_type 8
4244,resource_type 8
4245,resource_type 2
4246,resource_type 2
4247,resource_type 2
4248,resource_type 2
4249,resource_type 8
4249,resource_type 6
4250,resource_type 8
4250,resource_type 8
4251,resource_type 8
4252,resource_type 2
4253,resource_type 8
4254,resource_type 8
4255,resource_type 8
4256,resource_type 2
4257,resource_type 8
4258,resource_type 8
4259,resource_type 2
4260,resource_type 8
4261,resource_type 2
4261,resource_type 8
4262,resource_type 8
4262,resource_type 8
4263,resource_type 8
4263,resource_type 8
4264,resource_type 2
4265,resource_type 2
4266,resource_type 4
4266,resource_type 6
4266,resource_type 7
4266,resource_type 2
4266,resource_type 8
4267,resource_type 8
4268,resource_type 2
4268,resource_type 2
4269,resource_type 2
4270,resource_type 2
4271,resource_type 8
4271,resource_type 2
4272,resource_type 2
4273,resource_type 8
4274,resource_type 8
4274,resource_type 8
4275,resource_type 8
4276,resource_type 2
4276,resource_type 8
4277,resource_type 2
4278,resource_type 8
4279,resource_type 8
4280,resource_type 2
4281,resource_type 2
4282,resource_type 8
4283,resource_type 2
4284,resource_type 8
4285,resource_type 2
4286,resource_type 8
4287,resource_type 2
4288,resource_type 2
4289,resource_type 2
4290,resource_type 8
4291,resource_type 2
4292,resource_type 8
4293,resource_type 8
4294,resource_type 8
4295,resource_type 2
4296,resource_type 2
4297,resource_type 2
4298,resource_type 2
4299,resource_type 8
4299,resource_type 8
4300,resource_type 8
4301,resource_type 2
4302,resource_type 8
4303,resource_type 2
4304,resource_type 2
4305,resource_type 2
4306,resource_type 2
4307,resource_type 9
4307,resource_type 8
4308,resource_type 8
4308,resource_type 8
4309,resource_type 8
4310,resource_type 2
4310,resource_type 8
4311,resource_type 8
4312,resource_type 2
4313,resource_type 8
4314,resource_type 2
4315,resource_type 8
4316,resource_type 8
4317,resource_type 2
4318,resource_type 6
4318,resource_type 8
4319,resource_type 8
4320,resource_type 6
4320,resource_type 8
4321,resource_type 2
4322,resource_type 2
4323,resource_type 6
4323,resource_type 8
4324,resource_type 8
4325,resource_type 8
4325,resource_type 2
4326,resource_type 8
4327,resource_type 2
4328,resource_type 8
4329,resource_type 8
4330,resource_type 8
4331,resource_type 8
4331,resource_type 8
4332,resource_type 8
4333,resource_type 2
4334,resource_type 2
4335,resource_type 8
4335,resource_type 8
4336,resource_type 2
4337,resource_type 8
4338,resource_type 8
4338,resource_type 8
4339,resource_type 6
4339,resource_type 8
4339,resource_type 2
4340,resource_type 2
4341,resource_type 2
4341,resource_type 8
4342,resource_type 2
4343,resource_type 8
4343,resource_type 7
4344,resource_type 8
4345,resource_type 2
4346,resource_type 8
4347,resource_type 3
4347,resource_type 9
4348,resource_type 8
4349,resource_type 2
4350,resource_type 8
4351,resource_type 8
4352,resource_type 2
4353,resource_type 2
4354,resource_type 2
4355,resource_type 2
4356,resource_type 8
4356,resource_type 8
4357,resource_type 8
4358,resource_type 8
4359,resource_type 2
4360,resource_type 8
4360,resource_type 8
4361,resource_type 6
4362,resource_type 2
4363,resource_type 2
4364,resource_type 8
4365,resource_type 6
4365,resource_type 8
4366,resource_type 8
4366,resource_type 8
4367,resource_type 2
4368,resource_type 2
4369,resource_type 8
4370,resource_type 2
4371,resource_type 2
4372,resource_type 8
4373,resource_type 8
4374,resource_type 2
4375,resource_type 2
4376,resource_type 2
4377,resource_type 2
4378,resource_type 2
4379,resource_type 8
4379,resource_type 2
4380,resource_type 2
4381,resource_type 2
4382,resource_type 2
4383,resource_type 2
4384,resource_type 2
4385,resource_type 9
4385,resource_type 9
4386,resource_type 6
4386,resource_type 8
4387,resource_type 2
4388,resource_type 8
4388,resource_type 2
4389,resource_type 8
4389,resource_type 8
4390,resource_type 2
4391,resource_type 2
4392,resource_type 8
4393,resource_type 2
4394,resource_type 8
4395,resource_type 2
4396,resource_type 8
4396,resource_type 8
4397,resource_type 2
4398,resource_type 2
4399,resource_type 2
4399,resource_type 2
4400,resource_type 8
4401,resource_type 6
4401,resource_type 7
4401,resource_type 8
4402,resource_type 8
4403,resource_type 8
4404,resource_type 2
4405,resource_type 2
4406,resource_type 8
4407,resource_type 8
4408,resource_type 2
4409,resource_type 8
4410,resource_type 2
4411,resource_type 8
4411,resource_type 2
4412,resource_type 2
4413,resource_type 8
4413,resource_type 8
4414,resource_type 2
4415,resource_type 2
4416,resource_type 2
4417,resource_type 8
4417,resource_type 8
4418,resource_type 8
4419,resource_type 2
4419,resource_type 2
4420,resource_type 2
4421,resource_type 4
4421,resource_type 8
4422,resource_type 8
4423,resource_type 6
4424,resource_type 2
4424,resource_type 8
4425,resource_type 2
4425,resource_type 8
4426,resource_type 2
4426,resource_type 8
4427,resource_type 2
4428,resource_type 2
4429,resource_type 8
4430,resource_type 8
4430,resource_type 2
4431,resource_type 2
4432,resource_type 8
4433,resource_type 8
4434,resource_type 2
4435,resource_type 8
4436,resource_type 2
4437,resource_type 2
4438,resource_type 2
4438,resource_type 8
4439,resource_type 2
4440,resource_type 8
4441,resource_type 7
4441,resource_type 8
4442,resource_type 2
4443,resource_type 2
4444,resource_type 8
4445,resource_type 8
4445,resource_type 7
4446,resource_type 2
4447,resource_type 2
4447,resource_type 2
4448,resource_type 8
4449,resource_type 8
4450,resource_type 8
4451,resource_type 8
4452,resource_type 2
4453,resource_type 8
4454,resource_type 8
4455,resource_type 2
4456,resource_type 2
4457,resource_type 8
4458,resource_type 2
4459,resource_type 8
4459,resource_type 6
4459,resource_type 4
4460,resource_type 8
4461,resource_type 8
4462,resource_type 2
4463,resource_type 2
4464,resource_type 8
4464,resource_type 8
4465,resource_type 8
4466,resource_type 8
4467,resource_type 2
4468,resource_type 2
4469,resource_type 8
4470,resource_type 8
4471,resource_type 8
4471,resource_type 8
4472,resource_type 8
4473,resource_type 8
4473,resource_type 6
4473,resource_type 4
4474,resource_type 9
4475,resource_type 2
4476,resource_type 8
4476,resource_type 2
4476,resource_type 8
4476,resource_type 2
4477,resource_type 2
4478,resource_type 2
4479,resource_type 8
4479,resource_type 2
4480,resource_type 2
4480,resource_type 8
4481,resource_type 2
4482,resource_type 2
4483,resource_type 2
4484,resource_type 2
4485,resource_type 8
4486,resource_type 8
4487,resource_type 8
4487,resource_type 8
4488,resource_type 8
4489,resource_type 8
4490,resource_type 8
4491,resource_type 8
4492,resource_type 2
4493,resource_type 8
4494,resource_type 2
4495,resource_type 2
4496,resource_type 8
4497,resource_type 2
4498,resource_type 2
4499,resource_type 6
4500,resource_type 2
4501,resource_type 2
4502,resource_type 8
4503,resource_type 8
4504,resource_type 8
4504,resource_type 2
4505,resource_type 2
4506,resource_type 8
4507,resource_type 2
4508,resource_type 8
4508,resource_type 8
4509,resource_type 8
4510,resource_type 2
4511,resource_type 8
4512,resource_type 8
4513,resource_type 2
4514,resource_type 8
4515,resource_type 2
4516,resource_type 8
4516,resource_type 2
4517,resource_type 2
4518,resource_type 2
4519,resource_type 2
4520,resource_type 8
4521,resource_type 2
4522,resource_type 9
4522,resource_type 3
4523,resource_type 2
4524,resource_type 8
4525,resource_type 8
4526,resource_type 8
4527,resource_type 2
4528,resource_type 2
4529,resource_type 2
4530,resource_type 2
4531,resource_type 2
4532,resource_type 8
4533,resource_type 2
4534,resource_type 8
4535,resource_type 8
4536,resource_type 2
4537,resource_type 8
4537,resource_type 8
4538,resource_type 2
4539,resource_type 2
4540,resource_type 2
4541,resource_type 2
4542,resource_type 2
4543,resource_type 2
4544,resource_type 8
4545,resource_type 7
4546,resource_type 8
4546,resource_type 8
4547,resource_type 8
4548,resource_type 8
4549,resource_type 8
4549,resource_type 8
4550,resource_type 8
4551,resource_type 8
4552,resource_type 8
4553,resource_type 8
4553,resource_type 8
4554,resource_type 8
4555,resource_type 8
4556,resource_type 8
4557,resource_type 8
4558,resource_type 2
4559,resource_type 8
4560,resource_type 2
4561,resource_type 2
4562,resource_type 8
4563,resource_type 8
4563,resource_type 6
4563,resource_type 8
4563,resource_type 6
4564,resource_type 2
4565,resource_type 2
4566,resource_type 7
4566,resource_type 4
4566,resource_type 8
4567,resource_type 2
4568,resource_type 2
4569,resource_type 8
4570,resource_type 2
4571,resource_type 2
4572,resource_type 8
4573,resource_type 8
4574,resource_type 8
4575,resource_type 8
4575,resource_type 4
4576,resource_type 2
4577,resource_type 8
4578,resource_type 8
4578,resource_type 8
4579,resource_type 2
4580,resource_type 8
4581,resource_type 2
4582,resource_type 4
4582,resource_type 6
4582,resource_type 8
4582,resource_type 7
4582,resource_type 2
4583,resource_type 8
4584,resource_type 2
4585,resource_type 2
4585,resource_type 2
4586,resource_type 2
4587,resource_type 8
4588,resource_type 2
4588,resource_type 8
4589,resource_type 2
4590,resource_type 2
4591,resource_type 8
4592,resource_type 2
4593,resource_type 2
4594,resource_type 8
4595,resource_type 8
4596,resource_type 8
4597,resource_type 2
4598,resource_type 8
4599,resource_type 8
4600,resource_type 8
4601,resource_type 2
4601,resource_type 2
4602,resource_type 2
4603,resource_type 2
4604,resource_type 8
4605,resource_type 8
4605,resource_type 2
4606,resource_type 2
4607,resource_type 2
4607,resource_type 8
4608,resource_type 2
4609,resource_type 2
4610,resource_type 2
4611,resource_type 2
4612,resource_type 2
4613,resource_type 4
4613,resource_type 8
4613,resource_type 7
4614,resource_type 2
4615,resource_type 2
4616,resource_type 8
4617,resource_type 2
4618,resource_type 8
4619,resource_type 8
4620,resource_type 8
4621,resource_type 8
4622,resource_type 8
4623,resource_type 8
4624,resource_type 6
4625,resource_type 8
4626,resource_type 2
4627,resource_type 2
4628,resource_type 8
4629,resource_type 8
4630,resource_type 8
4631,resource_type 2
4632,resource_type 8
4632,resource_type 2
4633,resource_type 2
4634,resource_type 2
4635,resource_type 2
4636,resource_type 8
4637,resource_type 7
4638,resource_type 2
4639,resource_type 8
4640,resource_type 8
4641,resource_type 8
4642,resource_type 8
4643,resource_type 8
4644,resource_type 8
4645,resource_type 2
4646,resource_type 2
4647,resource_type 2
4648,resource_type 2
4649,resource_type 8
4649,resource_type 2
4650,resource_type 2
4650,resource_type 2
4651,resource_type 8
4652,resource_type 8
4653,resource_type 8
4654,resource_type 2
4655,resource_type 8
4656,resource_type 8
4657,resource_type 8
4658,resource_type 8
4659,resource_type 2
4660,resource_type 8
4661,resource_type 8
4661,resource_type 8
4662,resource_type 2
4663,resource_type 8
4663,resource_type 2
4664,resource_type 8
4665,resource_type 2
4666,resource_type 8
4667,resource_type 2
4668,resource_type 2
4669,resource_type 8
4670,resource_type 8
4671,resource_type 8
4672,resource_type 8
4673,resource_type 4
4673,resource_type 8
4674,resource_type 8
4675,resource_type 2
4675,resource_type 8
4676,resource_type 2
4677,resource_type 8
4677,resource_type 1
4678,resource_type 8
4679,resource_type 2
4680,resource_type 2
4681,resource_type 2
4682,resource_type 8
4683,resource_type 8
4684,resource_type 8
4685,resource_type 8
4686,resource_type 2
4687,resource_type 8
4687,resource_type 8
4688,resource_type 8
4689,resource_type 2
4689,resource_type 2
4690,resource_type 8
4691,resource_type 2
4691,resource_type 8
4692,resource_type 2
4693,resource_type 8
4694,resource_type 8
4695,resource_type 2
4696,resource_type 2
4697,resource_type 2
4698,resource_type 2
4699,resource_type 2
4699,resource_type 8
4700,resource_type 8
4700,resource_type 8
4701,resource_type 8
4702,resource_type 2
4703,resource_type 8
4704,resource_type 8
4705,resource_type 2
4706,resource_type 8
4707,resource_type 2
4708,resource_type 2
4709,resource_type 8
4710,resource_type 2
4711,resource_type 8
4711,resource_type 8
4712,resource_type 8
4713,resource_type 8
4713,resource_type 8
4714,resource_type 8
4715,resource_type 2
4716,resource_type 8
4717,resource_type 8
4718,resource_type 8
4719,resource_type 7
4719,resource_type 8
4720,resource_type 2
4721,resource_type 8
4722,resource_type 7
4722,resource_type 4
4722,resource_type 2
4722,resource_type 7
4722,resource_type 4
4722,resource_type 2
4723,resource_type 2
4724,resource_type 8
4725,resource_type 8
4726,resource_type 2
4727,resource_type 2
4728,resource_type 8
4728,resource_type 8
4729,resource_type 8
4730,resource_type 2
4731,resource_type 8
4732,resource_type 2
4732,resource_type 4
4732,resource_type 8
4732,resource_type 6
4733,resource_type 8
4734,resource_type 8
4735,resource_type 2
4736,resource_type 2
4737,resource_type 2
4738,resource_type 8
4739,resource_type 2
4740,resource_type 6
4741,resource_type 9
4742,resource_type 2
4743,resource_type 8
4744,resource_type 2
4745,resource_type 2
4746,resource_type 8
4746,resource_type 8
4747,resource_type 8
4748,resource_type 2
4748,resource_type 8
4749,resource_type 2
4750,resource_type 8
4751,resource_type 2
4752,resource_type 2
4753,resource_type 8
4754,resource_type 8
4755,resource_type 8
4755,resource_type 2
4756,resource_type 7
4756,resource_type 4
4756,resource_type 8
4756,resource_type 2
4757,resource_type 2
4758,resource_type 8
4759,resource_type 2
4760,resource_type 8
4761,resource_type 2
4762,resource_type 8
4762,resource_type 2
4763,resource_type 8
4764,resource_type 2
4765,resource_type 2
4766,resource_type 8
4767,resource_type 6
4767,resource_type 8
4768,resource_type 2
4769,resource_type 8
4770,resource_type 8
4771,resource_type 2
4772,resource_type 8
4773,resource_type 2
4774,resource_type 8
4775,resource_type 8
4775,resource_type 8
4776,resource_type 8
4777,resource_type 2
4778,resource_type 2
4779,resource_type 3
4779,resource_type 9
4780,resource_type 2
4781,resource_type 2
4782,resource_type 2
4783,resource_type 2
4784,resource_type 2
4785,resource_type 8
4785,resource_type 2
4786,resource_type 8
4787,resource_type 8
4788,resource_type 8
4789,resource_type 2
4790,resource_type 2
4791,resource_type 8
4792,resource_type 8
4793,resource_type 2
4794,resource_type 2
4795,resource_type 3
4795,resource_type 9
4796,resource_type 8
4797,resource_type 8
4798,resource_type 6
4798,resource_type 2
4798,resource_type 8
4799,resource_type 2
4800,resource_type 8
4800,resource_type 8
4801,resource_type 8
4802,resource_type 2
4803,resource_type 2
4804,resource_type 2
4805,resource_type 8
4806,resource_type 8
4807,resource_type 8
4807,resource_type 2
4808,resource_type 2
4809,resource_type 2
4809,resource_type 8
4809,resource_type 2
4809,resource_type 8
4810,resource_type 2
4811,resource_type 2
4812,resource_type 2
4813,resource_type 8
4814,resource_type 8
4815,resource_type 8
4816,resource_type 2
4816,resource_type 8
4817,resource_type 8
4817,resource_type 8
4818,resource_type 2
4819,resource_type 8
4820,resource_type 2
4821,resource_type 2
4822,resource_type 2
4823,resource_type 8
4824,resource_type 8
4824,resource_type 8
4825,resource_type 2
4826,resource_type 2
4827,resource_type 2
4828,resource_type 2
4829,resource_type 8
4830,resource_type 8
4831,resource_type 8
4832,resource_type 2
4833,resource_type 2
4834,resource_type 8
4835,resource_type 2
4836,resource_type 2
4837,resource_type 8
4838,resource_type 2
4839,resource_type 2
4840,resource_type 2
4841,resource_type 8
4841,resource_type 8
4842,resource_type 2
4843,resource_type 2
4844,resource_type 2
4845,resource_type 8
4846,resource_type 8
4847,resource_type 7
4847,resource_type 8
4848,resource_type 8
4849,resource_type 2
4850,resource_type 8
4851,resource_type 2
4851,resource_type 2
4852,resource_type 8
4853,resource_type 8
4854,resource_type 2
4855,resource_type 2
4856,resource_type 2
4857,resource_type 8
4857,resource_type 9
4858,resource_type 2
4859,resource_type 4
4859,resource_type 8
4860,resource_type 2
4861,resource_type 8
4862,resource_type 8
4863,resource_type 8
4864,resource_type 2
4865,resource_type 2
4866,resource_type 2
4867,resource_type 2
4868,resource_type 2
4869,resource_type 2
4870,resource_type 8
4871,resource_type 2
4872,resource_type 2
4873,resource_type 2
4874,resource_type 8
4875,resource_type 2
4876,resource_type 8
4877,resource_type 2
4878,resource_type 8
4879,resource_type 8
4880,resource_type 2
4881,resource_type 8
4882,resource_type 2
4883,resource_type 2
4884,resource_type 8
4885,resource_type 8
4886,resource_type 8
4887,resource_type 8
4888,resource_type 2
4888,resource_type 9
4889,resource_type 2
4890,resource_type 2
4891,resource_type 8
4892,resource_type 8
4893,resource_type 8
4894,resource_type 8
4895,resource_type 8
4896,resource_type 8
4896,resource_type 2
4897,resource_type 2
4898,resource_type 2
4899,resource_type 6
4899,resource_type 8
4899,resource_type 7
4900,resource_type 8
4900,resource_type 8
4901,resource_type 2
4902,resource_type 2
4903,resource_type 2
4904,resource_type 8
4905,resource_type 2
4906,resource_type 8
4906,resource_type 8
4907,resource_type 8
4908,resource_type 2
4909,resource_type 2
4910,resource_type 8
4911,resource_type 8
4912,resource_type 8
4913,resource_type 2
4914,resource_type 2
4915,resource_type 2
4916,resource_type 8
4917,resource_type 2
4918,resource_type 2
4919,resource_type 8
4920,resource_type 2
4920,resource_type 2
4921,resource_type 2
4922,resource_type 8
4923,resource_type 8
4924,resource_type 2
4924,resource_type 2
4925,resource_type 2
4926,resource_type 8
4926,resource_type 2
4927,resource_type 8
4928,resource_type 2
4929,resource_type 7
4929,resource_type 4
4929,resource_type 8
4930,resource_type 2
4931,resource_type 2
4932,resource_type 8
4933,resource_type 8
4934,resource_type 8
4934,resource_type 8
4935,resource_type 8
4936,resource_type 8
4936,resource_type 4
4937,resource_type 8
4938,resource_type 8
4938,resource_type 8
4939,resource_type 2
4940,resource_type 2
4941,resource_type 4
4941,resource_type 8
4942,resource_type 2
4942,resource_type 2
4943,resource_type 2
4944,resource_type 8
4944,resource_type 8
4945,resource_type 8
4946,resource_type 2
4947,resource_type 8
4948,resource_type 8
4949,resource_type 8
4950,resource_type 8
4950,resource_type 6
4951,resource_type 2
4952,resource_type 2
4953,resource_type 8
4954,resource_type 2
4955,resource_type 8
4956,resource_type 2
4957,resource_type 8
4957,resource_type 8
4958,resource_type 8
4958,resource_type 8
4959,resource_type 8
4959,resource_type 2
4960,resource_type 8
4961,resource_type 2
4962,resource_type 2
4963,resource_type 8
4964,resource_type 2
4965,resource_type 2
4966,resource_type 2
4967,resource_type 2
4967,resource_type 8
4968,resource_type 8
4969,resource_type 8
4970,resource_type 8
4970,resource_type 4
4971,resource_type 2
4972,resource_type 2
4973,resource_type 8
4974,resource_type 2
4974,resource_type 8
4975,resource_type 2
4976,resource_type 8
4977,resource_type 8
4977,resource_type 8
4978,resource_type 8
4979,resource_type 8
4979,resource_type 1
4980,resource_type 2
4981,resource_type 2
4982,resource_type 2
4983,resource_type 8
4983,resource_type 6
4984,resource_type 2
4985,resource_type 2
4986,resource_type 8
4987,resource_type 8
4988,resource_type 8
4988,resource_type 8
4989,resource_type 4
4989,resource_type 8
4989,resource_type 7
4990,resource_type 2
4990,resource_type 8
4991,resource_type 8
4992,resource_type 8
4993,resource_type 8
4994,resource_type 2
4994,resource_type 8
4994,resource_type 2
4994,resource_type 8
4995,resource_type 2
4996,resource_type 2
4997,resource_type 2
4997,resource_type 8
4998,resource_type 8
4998,resource_type 2
4999,resource_type 8
5000,resource_type 8
5001,resource_type 2
5002,resource_type 8
5003,resource_type 8
5004,resource_type 2
5005,resource_type 2
5006,resource_type 2
5007,resource_type 8
5008,resource_type 8
5009,resource_type 6
5009,resource_type 8
5009,resource_type 10
5010,resource_type 2
5011,resource_type 8
5012,resource_type 2
5013,resource_type 6
5013,resource_type 8
5014,resource_type 2
5015,resource_type 2
5015,resource_type 2
5016,resource_type 8
5017,resource_type 8
5018,resource_type 7
5018,resource_type 8
5019,resource_type 8
5020,resource_type 8
5021,resource_type 7
5021,resource_type 8
5021,resource_type 7
5021,resource_type 8
5022,resource_type 8
5023,resource_type 2
5024,resource_type 2
5025,resource_type 8
5026,resource_type 8
5027,resource_type 8
5028,resource_type 8
5028,resource_type 8
5029,resource_type 2
5030,resource_type 8
5031,resource_type 2
5032,resource_type 8
5033,resource_type 2
5034,resource_type 8
5035,resource_type 8
5036,resource_type 2
5037,resource_type 8
5037,resource_type 8
5038,resource_type 2
5039,resource_type 2
5040,resource_type 2
5041,resource_type 8
5042,resource_type 8
5043,resource_type 8
5044,resource_type 2
5045,resource_type 8
5045,resource_type 6
5045,resource_type 8
5045,resource_type 6
5046,resource_type 8
5047,resource_type 8
5048,resource_type 8
5049,resource_type 8
5050,resource_type 8
5051,resource_type 8
5052,resource_type 2
5053,resource_type 2
5054,resource_type 8
5054,resource_type 7
5055,resource_type 2
5056,resource_type 2
5057,resource_type 8
5058,resource_type 8
5059,resource_type 8
5060,resource_type 7
5060,resource_type 8
5061,resource_type 2
5062,resource_type 2
5063,resource_type 2
5063,resource_type 7
5064,resource_type 8
5065,resource_type 8
5066,resource_type 8
5067,resource_type 7
5067,resource_type 8
5068,resource_type 8
5069,resource_type 2
5070,resource_type 8
5071,resource_type 8
5072,resource_type 2
5073,resource_type 8
5074,resource_type 8
5075,resource_type 8
5075,resource_type 2
5076,resource_type 8
5077,resource_type 8
5078,resource_type 2
5078,resource_type 8
5079,resource_type 8
5080,resource_type 2
5081,resource_type 2
5082,resource_type 2
5083,resource_type 8
5083,resource_type 8
5084,resource_type 8
5085,resource_type 2
5086,resource_type 8
5087,resource_type 8
5088,resource_type 2
5089,resource_type 8
5089,resource_type 8
5090,resource_type 2
5091,resource_type 8
5092,resource_type 2
5093,resource_type 8
5094,resource_type 2
5094,resource_type 8
5095,resource_type 2
5095,resource_type 8
5096,resource_type 2
5097,resource_type 2
5098,resource_type 8
5098,resource_type 7
5099,resource_type 2
5099,resource_type 2
5100,resource_type 8
5100,resource_type 6
5101,resource_type 2
5102,resource_type 2
5103,resource_type 8
5104,resource_type 9
5105,resource_type 2
5106,resource_type 2
5107,resource_type 8
5107,resource_type 8
5108,resource_type 8
5109,resource_type 8
5110,resource_type 6
5111,resource_type 2
5112,resource_type 8
5113,resource_type 2
5114,resource_type 8
5115,resource_type 2
5116,resource_type 2
5117,resource_type 2
5118,resource_type 8
5119,resource_type 8
5120,resource_type 8
5120,resource_type 8
5121,resource_type 8
5121,resource_type 2
5122,resource_type 6
5122,resource_type 8
5122,resource_type 6
5122,resource_type 8
5123,resource_type 2
5124,resource_type 4
5124,resource_type 8
5125,resource_type 2
5126,resource_type 6
5126,resource_type 8
5127,resource_type 2
5128,resource_type 2
